seconds,'uV','uV'.1,'uV'.2,'uV'.3
1900-01-01 00:00:07.503,23.0,104.0,-13.5,-2.5
1900-01-01 00:00:07.504,25.0,106.0,-11.0,0.5
1900-01-01 00:00:07.505,27.0,109.0,-7.5,3.5
1900-01-01 00:00:07.506,29.5,111.5,-4.0,7.5
1900-01-01 00:00:07.507,32.0,115.0,0.0,11.5
1900-01-01 00:00:07.508,33.5,117.5,3.0,15.0
1900-01-01 00:00:07.509,34.5,119.5,5.0,17.0
1900-01-01 00:00:07.510,34.0,119.5,5.5,17.0
1900-01-01 00:00:07.511,32.0,117.5,3.5,15.0
1900-01-01 00:00:07.512,29.0,114.0,-0.5,11.0
1900-01-01 00:00:07.513,25.0,109.5,-5.5,5.5
1900-01-01 00:00:07.514,21.5,104.5,-11.0,-0.5
1900-01-01 00:00:07.515,18.0,100.5,-16.0,-5.5
1900-01-01 00:00:07.516,16.0,97.0,-20.0,-9.5
1900-01-01 00:00:07.517,14.5,95.0,-22.5,-12.0
1900-01-01 00:00:07.518,14.0,94.0,-23.5,-13.5
1900-01-01 00:00:07.519,14.0,94.0,-24.0,-14.0
1900-01-01 00:00:07.520,14.5,94.5,-23.5,-13.5
1900-01-01 00:00:07.521,15.0,95.5,-22.5,-12.5
1900-01-01 00:00:07.522,16.0,97.0,-21.0,-11.0
1900-01-01 00:00:07.523,17.5,99.0,-19.0,-9.0
1900-01-01 00:00:07.524,19.5,102.0,-16.0,-6.0
1900-01-01 00:00:07.525,22.0,105.0,-12.0,-2.0
1900-01-01 00:00:07.526,25.0,109.0,-7.5,2.5
1900-01-01 00:00:07.527,28.0,113.0,-3.0,7.5
1900-01-01 00:00:07.528,31.0,116.5,1.5,12.0
1900-01-01 00:00:07.529,32.5,118.5,4.0,15.0
1900-01-01 00:00:07.530,33.0,119.0,5.0,15.5
1900-01-01 00:00:07.531,31.5,117.5,3.0,14.0
1900-01-01 00:00:07.532,29.0,114.5,-0.5,10.5
1900-01-01 00:00:07.533,25.5,110.0,-5.5,5.0
1900-01-01 00:00:07.534,21.5,105.0,-11.0,-1.0
1900-01-01 00:00:07.535,18.0,101.0,-16.5,-6.5
1900-01-01 00:00:07.536,15.5,97.5,-20.5,-11.0
1900-01-01 00:00:07.537,14.0,95.0,-23.0,-14.0
1900-01-01 00:00:07.538,13.5,94.0,-24.5,-15.0
1900-01-01 00:00:07.539,13.5,94.0,-24.5,-15.5
1900-01-01 00:00:07.540,14.0,95.0,-24.0,-15.0
1900-01-01 00:00:07.541,15.0,96.0,-23.0,-13.5
1900-01-01 00:00:07.542,16.5,98.0,-21.0,-12.0
1900-01-01 00:00:07.543,18.0,100.0,-18.5,-9.5
1900-01-01 00:00:07.544,20.0,102.5,-15.5,-6.0
1900-01-01 00:00:07.545,22.5,106.0,-11.5,-2.0
1900-01-01 00:00:07.546,25.5,109.5,-7.0,2.5
1900-01-01 00:00:07.547,29.0,113.5,-2.5,7.5
1900-01-01 00:00:07.548,31.5,117.0,1.5,11.5
1900-01-01 00:00:07.549,33.5,119.0,4.5,14.5
1900-01-01 00:00:07.550,33.5,120.0,5.0,15.5
1900-01-01 00:00:07.551,32.5,118.5,3.5,14.0
1900-01-01 00:00:07.552,29.5,115.5,0.0,10.0
1900-01-01 00:00:07.553,26.0,111.0,-5.0,5.0
1900-01-01 00:00:07.554,22.0,106.0,-11.0,-1.5
1900-01-01 00:00:07.555,18.0,101.5,-16.5,-7.0
1900-01-01 00:00:07.556,15.0,97.5,-20.5,-11.5
1900-01-01 00:00:07.557,13.0,95.5,-23.5,-14.5
1900-01-01 00:00:07.558,12.5,94.0,-25.0,-16.0
1900-01-01 00:00:07.559,12.5,94.0,-25.0,-16.0
1900-01-01 00:00:07.560,13.0,94.5,-24.5,-16.0
1900-01-01 00:00:07.561,14.0,95.5,-23.5,-14.5
1900-01-01 00:00:07.562,15.5,97.0,-22.0,-13.0
1900-01-01 00:00:07.563,17.5,99.0,-20.0,-11.0
1900-01-01 00:00:07.564,19.0,101.5,-17.0,-8.0
1900-01-01 00:00:07.565,21.5,104.5,-13.5,-4.5
1900-01-01 00:00:07.566,24.0,108.0,-9.5,0.0
1900-01-01 00:00:07.567,26.5,111.5,-5.5,4.0
1900-01-01 00:00:07.568,28.0,114.0,-2.5,7.5
1900-01-01 00:00:07.569,28.5,115.0,-1.0,9.0
1900-01-01 00:00:07.570,28.0,115.0,-1.0,9.0
1900-01-01 00:00:07.571,25.5,112.5,-3.5,7.0
1900-01-01 00:00:07.572,22.5,109.0,-7.5,3.0
1900-01-01 00:00:07.573,18.5,104.0,-13.0,-3.0
1900-01-01 00:00:07.574,14.0,98.5,-19.0,-9.0
1900-01-01 00:00:07.575,10.0,93.5,-24.5,-15.0
1900-01-01 00:00:07.576,7.0,89.5,-29.0,-20.0
1900-01-01 00:00:07.577,5.0,87.0,-32.0,-23.0
1900-01-01 00:00:07.578,3.5,85.0,-34.0,-25.0
1900-01-01 00:00:07.579,3.0,84.5,-34.5,-26.0
1900-01-01 00:00:07.580,3.5,85.0,-34.5,-25.5
1900-01-01 00:00:07.581,4.0,85.5,-33.5,-25.0
1900-01-01 00:00:07.582,5.0,87.0,-32.0,-23.5
1900-01-01 00:00:07.583,6.5,88.5,-30.5,-21.0
1900-01-01 00:00:07.584,8.0,91.0,-28.0,-18.5
1900-01-01 00:00:07.585,10.0,93.5,-25.0,-15.5
1900-01-01 00:00:07.586,12.5,96.5,-21.5,-11.5
1900-01-01 00:00:07.587,14.5,99.5,-18.0,-8.0
1900-01-01 00:00:07.588,16.0,102.0,-14.5,-4.5
1900-01-01 00:00:07.589,16.5,103.5,-12.5,-2.5
1900-01-01 00:00:07.590,16.0,103.0,-12.5,-2.5
1900-01-01 00:00:07.591,14.0,101.0,-14.5,-5.0
1900-01-01 00:00:07.592,11.0,98.0,-18.5,-8.5
1900-01-01 00:00:07.593,7.5,93.5,-23.5,-14.0
1900-01-01 00:00:07.594,3.5,88.0,-29.5,-20.0
1900-01-01 00:00:07.595,-0.5,83.5,-35.0,-26.0
1900-01-01 00:00:07.596,-3.0,79.5,-39.5,-30.5
1900-01-01 00:00:07.597,-5.0,77.0,-42.5,-33.5
1900-01-01 00:00:07.598,-6.5,76.0,-44.0,-35.0
1900-01-01 00:00:07.599,-7.0,75.5,-44.5,-36.0
1900-01-01 00:00:07.600,-7.0,75.0,-45.0,-36.0
1900-01-01 00:00:07.601,-7.0,75.5,-44.5,-36.0
1900-01-01 00:00:07.602,-6.5,76.0,-44.0,-35.0
1900-01-01 00:00:07.603,-5.5,77.0,-42.5,-33.5
1900-01-01 00:00:07.604,-4.5,78.5,-41.0,-31.5
1900-01-01 00:00:07.605,-3.0,80.5,-38.5,-29.5
1900-01-01 00:00:07.606,-1.5,83.0,-35.5,-26.5
1900-01-01 00:00:07.607,0.5,85.5,-32.0,-23.0
1900-01-01 00:00:07.608,1.5,87.5,-29.5,-20.5
1900-01-01 00:00:07.609,1.5,88.0,-29.0,-20.0
1900-01-01 00:00:07.610,-0.5,86.5,-30.5,-22.0
1900-01-01 00:00:07.611,-3.5,83.0,-34.5,-26.0
1900-01-01 00:00:07.612,-7.5,78.0,-40.0,-32.0
1900-01-01 00:00:07.613,-12.5,72.0,-46.5,-39.0
1900-01-01 00:00:07.614,-17.5,66.0,-53.5,-46.5
1900-01-01 00:00:07.615,-22.0,61.0,-60.0,-53.0
1900-01-01 00:00:07.616,-25.0,57.5,-64.0,-57.0
1900-01-01 00:00:07.617,-26.5,55.5,-66.5,-59.5
1900-01-01 00:00:07.618,-27.5,54.5,-68.0,-60.5
1900-01-01 00:00:07.619,-28.0,54.5,-68.0,-60.0
1900-01-01 00:00:07.620,-27.5,54.5,-67.5,-59.5
1900-01-01 00:00:07.621,-27.0,55.5,-66.0,-58.0
1900-01-01 00:00:07.622,-26.0,57.0,-64.5,-56.0
1900-01-01 00:00:07.623,-24.5,58.5,-62.5,-53.5
1900-01-01 00:00:07.624,-23.0,61.0,-59.5,-50.5
1900-01-01 00:00:07.625,-21.0,63.5,-56.5,-47.0
1900-01-01 00:00:07.626,-19.0,66.5,-53.0,-43.0
1900-01-01 00:00:07.627,-16.5,69.5,-49.0,-38.5
1900-01-01 00:00:07.628,-15.0,72.0,-45.5,-35.0
1900-01-01 00:00:07.629,-14.0,73.5,-44.0,-33.0
1900-01-01 00:00:07.630,-15.0,72.5,-44.0,-33.0
1900-01-01 00:00:07.631,-17.0,70.5,-46.5,-35.5
1900-01-01 00:00:07.632,-20.5,66.5,-50.5,-40.0
1900-01-01 00:00:07.633,-24.5,62.0,-56.0,-46.0
1900-01-01 00:00:07.634,-29.0,57.0,-62.0,-52.5
1900-01-01 00:00:07.635,-32.5,52.5,-67.5,-58.0
1900-01-01 00:00:07.636,-35.5,49.0,-71.5,-62.5
1900-01-01 00:00:07.637,-37.0,46.5,-74.5,-65.0
1900-01-01 00:00:07.638,-37.5,45.5,-76.0,-66.5
1900-01-01 00:00:07.639,-38.0,45.5,-76.5,-67.0
1900-01-01 00:00:07.640,-37.5,45.5,-76.5,-67.0
1900-01-01 00:00:07.641,-37.0,46.0,-76.0,-66.5
1900-01-01 00:00:07.642,-36.5,47.0,-75.0,-65.0
1900-01-01 00:00:07.643,-35.5,48.5,-73.5,-63.5
1900-01-01 00:00:07.644,-34.0,50.5,-71.5,-61.5
1900-01-01 00:00:07.645,-32.0,52.5,-68.5,-58.0
1900-01-01 00:00:07.646,-30.0,55.5,-65.0,-54.5
1900-01-01 00:00:07.647,-27.5,58.5,-61.0,-50.5
1900-01-01 00:00:07.648,-25.5,61.5,-57.5,-47.0
1900-01-01 00:00:07.649,-24.5,63.0,-56.0,-45.5
1900-01-01 00:00:07.650,-25.0,62.5,-55.5,-45.0
1900-01-01 00:00:07.651,-26.5,61.0,-57.5,-47.0
1900-01-01 00:00:07.652,-29.5,57.5,-61.5,-51.0
1900-01-01 00:00:07.653,-33.5,53.0,-66.5,-56.5
1900-01-01 00:00:07.654,-38.0,48.0,-72.5,-62.5
1900-01-01 00:00:07.655,-42.0,43.0,-78.0,-68.5
1900-01-01 00:00:07.656,-45.0,39.5,-82.5,-73.5
1900-01-01 00:00:07.657,-47.5,36.5,-86.0,-77.0
1900-01-01 00:00:07.658,-49.0,34.5,-88.0,-79.0
1900-01-01 00:00:07.659,-50.0,33.5,-89.5,-80.0
1900-01-01 00:00:07.660,-50.0,33.0,-89.5,-79.5
1900-01-01 00:00:07.661,-50.0,33.5,-89.0,-79.0
1900-01-01 00:00:07.662,-49.0,34.5,-88.0,-78.0
1900-01-01 00:00:07.663,-48.0,36.0,-86.0,-76.0
1900-01-01 00:00:07.664,-46.5,38.5,-83.5,-73.0
1900-01-01 00:00:07.665,-44.5,41.0,-80.5,-70.0
1900-01-01 00:00:07.666,-42.0,44.5,-76.5,-65.5
1900-01-01 00:00:07.667,-39.5,48.5,-72.5,-61.0
1900-01-01 00:00:07.668,-37.0,51.5,-68.5,-57.0
1900-01-01 00:00:07.669,-36.0,53.5,-66.0,-54.5
1900-01-01 00:00:07.670,-36.0,54.0,-65.5,-53.5
1900-01-01 00:00:07.671,-37.0,52.5,-67.0,-55.0
1900-01-01 00:00:07.672,-39.5,50.0,-70.0,-58.5
1900-01-01 00:00:07.673,-43.0,46.0,-75.0,-63.5
1900-01-01 00:00:07.674,-46.5,41.5,-80.5,-69.0
1900-01-01 00:00:07.675,-49.5,37.0,-85.5,-74.5
1900-01-01 00:00:07.676,-52.0,34.0,-89.5,-78.5
1900-01-01 00:00:07.677,-53.5,31.5,-92.5,-81.5
1900-01-01 00:00:07.678,-54.5,30.0,-94.5,-83.0
1900-01-01 00:00:07.679,-55.0,29.5,-95.0,-84.0
1900-01-01 00:00:07.680,-54.5,29.5,-95.0,-83.5
1900-01-01 00:00:07.681,-54.0,30.5,-94.0,-82.5
1900-01-01 00:00:07.682,-53.0,31.5,-92.5,-81.0
1900-01-01 00:00:07.683,-51.5,33.5,-90.5,-79.0
1900-01-01 00:00:07.684,-49.5,36.0,-88.0,-76.5
1900-01-01 00:00:07.685,-47.5,38.5,-84.5,-73.0
1900-01-01 00:00:07.686,-45.5,42.0,-80.5,-69.0
1900-01-01 00:00:07.687,-43.0,45.5,-77.0,-65.0
1900-01-01 00:00:07.688,-41.5,48.0,-73.5,-61.5
1900-01-01 00:00:07.689,-41.0,49.0,-71.5,-59.5
1900-01-01 00:00:07.690,-42.0,49.0,-72.0,-59.5
1900-01-01 00:00:07.691,-44.0,46.5,-74.0,-61.5
1900-01-01 00:00:07.692,-47.0,43.5,-78.0,-66.0
1900-01-01 00:00:07.693,-50.5,39.0,-83.0,-71.5
1900-01-01 00:00:07.694,-54.5,34.0,-88.5,-77.0
1900-01-01 00:00:07.695,-57.5,30.0,-93.5,-82.0
1900-01-01 00:00:07.696,-59.5,27.0,-97.5,-86.0
1900-01-01 00:00:07.697,-61.0,25.5,-100.0,-88.0
1900-01-01 00:00:07.698,-61.0,25.0,-100.5,-89.0
1900-01-01 00:00:07.699,-60.0,25.5,-100.5,-89.0
1900-01-01 00:00:07.700,-59.0,26.5,-99.5,-87.5
1900-01-01 00:00:07.701,-57.5,28.0,-97.5,-86.0
1900-01-01 00:00:07.702,-55.5,30.0,-95.0,-83.5
1900-01-01 00:00:07.703,-53.0,32.5,-92.0,-80.5
1900-01-01 00:00:07.704,-50.5,35.5,-89.0,-77.0
1900-01-01 00:00:07.705,-47.5,39.0,-85.0,-73.0
1900-01-01 00:00:07.706,-44.5,43.0,-80.0,-68.5
1900-01-01 00:00:07.707,-41.5,47.0,-75.5,-63.5
1900-01-01 00:00:07.708,-39.0,50.5,-71.5,-59.5
1900-01-01 00:00:07.709,-37.5,52.5,-68.5,-56.5
1900-01-01 00:00:07.710,-37.5,53.0,-68.0,-56.0
1900-01-01 00:00:07.711,-39.0,52.0,-69.5,-57.5
1900-01-01 00:00:07.712,-41.5,48.5,-73.0,-61.0
1900-01-01 00:00:07.713,-45.5,44.5,-78.0,-66.0
1900-01-01 00:00:07.714,-49.0,39.5,-83.5,-71.5
1900-01-01 00:00:07.715,-52.5,35.5,-88.5,-76.5
1900-01-01 00:00:07.716,-55.0,32.0,-92.5,-81.0
1900-01-01 00:00:07.717,-56.5,30.0,-95.5,-83.5
1900-01-01 00:00:07.718,-57.0,29.0,-96.5,-85.0
1900-01-01 00:00:07.719,-57.0,29.0,-97.0,-85.5
1900-01-01 00:00:07.720,-56.5,29.5,-97.0,-85.0
1900-01-01 00:00:07.721,-55.0,30.5,-95.5,-84.0
1900-01-01 00:00:07.722,-54.0,32.5,-94.0,-82.0
1900-01-01 00:00:07.723,-52.0,34.5,-91.5,-79.5
1900-01-01 00:00:07.724,-50.0,37.0,-88.5,-76.5
1900-01-01 00:00:07.725,-47.5,40.0,-85.0,-73.0
1900-01-01 00:00:07.726,-45.0,43.5,-81.0,-69.0
1900-01-01 00:00:07.727,-42.0,47.0,-76.5,-64.5
1900-01-01 00:00:07.728,-39.5,50.0,-72.5,-60.5
1900-01-01 00:00:07.729,-38.0,52.0,-69.5,-58.0
1900-01-01 00:00:07.730,-38.0,52.5,-69.0,-57.0
1900-01-01 00:00:07.731,-39.0,51.0,-70.5,-59.0
1900-01-01 00:00:07.732,-41.5,48.0,-73.5,-62.5
1900-01-01 00:00:07.733,-45.0,43.5,-78.0,-67.0
1900-01-01 00:00:07.734,-48.5,39.0,-83.0,-72.5
1900-01-01 00:00:07.735,-51.5,35.0,-88.0,-78.0
1900-01-01 00:00:07.736,-53.5,32.0,-91.5,-82.0
1900-01-01 00:00:07.737,-54.5,30.5,-94.0,-84.0
1900-01-01 00:00:07.738,-55.0,30.0,-95.0,-85.0
1900-01-01 00:00:07.739,-54.5,30.5,-95.0,-85.0
1900-01-01 00:00:07.740,-53.5,31.0,-94.5,-84.0
1900-01-01 00:00:07.741,-52.5,32.5,-93.0,-82.5
1900-01-01 00:00:07.742,-51.0,34.5,-91.5,-80.0
1900-01-01 00:00:07.743,-49.0,36.5,-89.0,-77.5
1900-01-01 00:00:07.744,-46.5,39.5,-85.5,-73.5
1900-01-01 00:00:07.745,-43.5,43.0,-81.0,-69.5
1900-01-01 00:00:07.746,-40.0,47.0,-76.5,-64.5
1900-01-01 00:00:07.747,-37.0,51.0,-71.5,-59.5
1900-01-01 00:00:07.748,-34.0,54.5,-67.5,-55.0
1900-01-01 00:00:07.749,-32.5,56.5,-64.5,-52.0
1900-01-01 00:00:07.750,-32.0,57.5,-64.0,-51.5
1900-01-01 00:00:07.751,-33.5,56.0,-65.0,-52.5
1900-01-01 00:00:07.752,-36.0,53.0,-68.5,-56.0
1900-01-01 00:00:07.753,-39.5,49.0,-73.5,-61.0
1900-01-01 00:00:07.754,-43.5,44.5,-79.0,-66.5
1900-01-01 00:00:07.755,-47.5,40.0,-84.5,-72.0
1900-01-01 00:00:07.756,-50.5,36.0,-89.0,-76.5
1900-01-01 00:00:07.757,-52.5,33.5,-92.0,-79.5
1900-01-01 00:00:07.758,-53.5,32.0,-93.5,-81.0
1900-01-01 00:00:07.759,-53.5,31.0,-94.5,-82.0
1900-01-01 00:00:07.760,-53.5,31.5,-94.0,-81.5
1900-01-01 00:00:07.761,-52.5,32.0,-93.5,-80.5
1900-01-01 00:00:07.762,-52.0,33.0,-92.0,-79.5
1900-01-01 00:00:07.763,-51.0,34.5,-90.5,-77.5
1900-01-01 00:00:07.764,-49.5,37.0,-88.0,-75.0
1900-01-01 00:00:07.765,-47.5,39.5,-85.0,-71.5
1900-01-01 00:00:07.766,-45.0,43.0,-81.5,-67.5
1900-01-01 00:00:07.767,-42.5,47.0,-77.0,-63.0
1900-01-01 00:00:07.768,-40.0,50.0,-73.0,-59.0
1900-01-01 00:00:07.769,-38.5,52.5,-70.5,-56.5
1900-01-01 00:00:07.770,-38.5,53.0,-69.5,-55.5
1900-01-01 00:00:07.771,-40.0,51.5,-71.0,-57.0
1900-01-01 00:00:07.772,-42.5,48.5,-74.0,-60.0
1900-01-01 00:00:07.773,-45.5,44.5,-78.5,-65.0
1900-01-01 00:00:07.774,-49.0,40.0,-84.0,-70.5
1900-01-01 00:00:07.775,-52.5,36.0,-88.5,-75.5
1900-01-01 00:00:07.776,-54.5,33.0,-92.5,-79.0
1900-01-01 00:00:07.777,-55.5,31.5,-94.5,-81.5
1900-01-01 00:00:07.778,-55.5,31.0,-95.0,-82.0
1900-01-01 00:00:07.779,-55.0,31.5,-94.5,-81.5
1900-01-01 00:00:07.780,-54.0,32.5,-94.0,-80.5
1900-01-01 00:00:07.781,-52.5,34.0,-92.5,-79.0
1900-01-01 00:00:07.782,-50.5,36.0,-90.0,-76.5
1900-01-01 00:00:07.783,-48.5,38.0,-87.5,-74.0
1900-01-01 00:00:07.784,-46.5,41.0,-84.5,-70.5
1900-01-01 00:00:07.785,-44.0,44.0,-81.0,-67.0
1900-01-01 00:00:07.786,-41.5,47.5,-76.5,-62.5
1900-01-01 00:00:07.787,-39.0,51.0,-72.0,-58.0
1900-01-01 00:00:07.788,-37.0,54.0,-68.5,-54.5
1900-01-01 00:00:07.789,-36.0,55.5,-66.0,-52.0
1900-01-01 00:00:07.790,-36.5,55.0,-66.0,-51.5
1900-01-01 00:00:07.791,-38.5,53.0,-68.0,-53.5
1900-01-01 00:00:07.792,-41.5,49.0,-72.5,-58.0
1900-01-01 00:00:07.793,-46.0,44.0,-78.0,-63.5
1900-01-01 00:00:07.794,-51.0,38.5,-84.5,-70.5
1900-01-01 00:00:07.795,-55.0,33.5,-90.5,-76.5
1900-01-01 00:00:07.796,-58.5,29.5,-95.5,-82.0
1900-01-01 00:00:07.797,-61.0,27.0,-99.0,-85.0
1900-01-01 00:00:07.798,-62.0,25.5,-100.5,-87.0
1900-01-01 00:00:07.799,-62.0,25.0,-101.0,-87.5
1900-01-01 00:00:07.800,-61.5,25.5,-100.5,-87.0
1900-01-01 00:00:07.801,-60.5,26.5,-99.5,-85.5
1900-01-01 00:00:07.802,-59.0,28.0,-97.5,-84.0
1900-01-01 00:00:07.803,-57.0,30.0,-95.5,-81.5
1900-01-01 00:00:07.804,-55.0,32.0,-92.5,-78.5
1900-01-01 00:00:07.805,-52.5,35.0,-89.0,-75.0
1900-01-01 00:00:07.806,-50.0,38.5,-85.0,-70.5
1900-01-01 00:00:07.807,-47.5,41.5,-81.0,-66.5
1900-01-01 00:00:07.808,-45.5,44.0,-77.5,-63.0
1900-01-01 00:00:07.809,-45.0,45.5,-75.5,-61.0
1900-01-01 00:00:07.810,-45.5,45.5,-76.0,-61.0
1900-01-01 00:00:07.811,-47.5,43.5,-78.0,-63.5
1900-01-01 00:00:07.812,-50.5,40.0,-81.5,-67.5
1900-01-01 00:00:07.813,-54.0,35.5,-87.0,-73.0
1900-01-01 00:00:07.814,-58.5,30.5,-93.0,-79.5
1900-01-01 00:00:07.815,-62.0,25.5,-99.0,-85.5
1900-01-01 00:00:07.816,-65.0,22.0,-103.5,-90.0
1900-01-01 00:00:07.817,-67.0,19.5,-106.5,-93.5
1900-01-01 00:00:07.818,-67.5,18.0,-108.0,-95.0
1900-01-01 00:00:07.819,-68.0,17.5,-108.5,-96.0
1900-01-01 00:00:07.820,-67.5,18.0,-108.5,-95.5
1900-01-01 00:00:07.821,-67.0,19.0,-108.0,-95.0
1900-01-01 00:00:07.822,-65.5,20.5,-106.5,-93.5
1900-01-01 00:00:07.823,-64.5,22.0,-104.5,-91.0
1900-01-01 00:00:07.824,-62.5,24.5,-102.0,-88.5
1900-01-01 00:00:07.825,-60.5,27.0,-99.0,-85.0
1900-01-01 00:00:07.826,-58.0,30.5,-95.0,-81.0
1900-01-01 00:00:07.827,-55.5,34.0,-91.0,-76.5
1900-01-01 00:00:07.828,-53.5,37.0,-87.0,-73.0
1900-01-01 00:00:07.829,-52.5,38.5,-84.5,-70.5
1900-01-01 00:00:07.830,-52.5,39.0,-84.5,-70.5
1900-01-01 00:00:07.831,-54.5,37.0,-86.0,-72.0
1900-01-01 00:00:07.832,-57.0,34.0,-90.0,-76.0
1900-01-01 00:00:07.833,-61.0,29.5,-95.0,-81.0
1900-01-01 00:00:07.834,-65.0,24.5,-101.0,-86.5
1900-01-01 00:00:07.835,-68.5,20.0,-106.5,-92.0
1900-01-01 00:00:07.836,-71.5,16.0,-110.5,-96.5
1900-01-01 00:00:07.837,-73.5,14.0,-113.5,-99.5
1900-01-01 00:00:07.838,-75.0,12.5,-115.5,-101.5
1900-01-01 00:00:07.839,-75.5,11.5,-116.5,-102.0
1900-01-01 00:00:07.840,-75.5,11.5,-116.5,-102.5
1900-01-01 00:00:07.841,-75.0,11.5,-116.0,-102.0
1900-01-01 00:00:07.842,-74.5,12.0,-115.5,-101.5
1900-01-01 00:00:07.843,-74.0,13.0,-114.0,-100.5
1900-01-01 00:00:07.844,-73.0,14.0,-112.5,-98.5
1900-01-01 00:00:07.845,-72.0,16.0,-110.0,-96.0
1900-01-01 00:00:07.846,-70.5,18.5,-107.0,-93.0
1900-01-01 00:00:07.847,-69.0,21.0,-104.0,-89.5
1900-01-01 00:00:07.848,-68.0,23.0,-101.0,-86.0
1900-01-01 00:00:07.849,-67.5,24.5,-99.5,-84.5
1900-01-01 00:00:07.850,-68.5,23.5,-99.5,-84.5
1900-01-01 00:00:07.851,-71.0,21.5,-101.5,-87.0
1900-01-01 00:00:07.852,-74.5,17.5,-105.5,-91.0
1900-01-01 00:00:07.853,-78.5,13.0,-111.0,-96.5
1900-01-01 00:00:07.854,-82.5,7.5,-117.0,-103.0
1900-01-01 00:00:07.855,-86.5,3.0,-122.5,-108.5
1900-01-01 00:00:07.856,-89.5,-1.0,-127.0,-113.0
1900-01-01 00:00:07.857,-91.0,-3.5,-130.0,-116.0
1900-01-01 00:00:07.858,-92.0,-5.0,-132.0,-118.0
1900-01-01 00:00:07.859,-92.0,-5.0,-132.5,-118.5
1900-01-01 00:00:07.860,-92.0,-5.0,-132.5,-118.0
1900-01-01 00:00:07.861,-91.0,-4.0,-131.5,-117.5
1900-01-01 00:00:07.862,-89.5,-3.0,-130.0,-116.0
1900-01-01 00:00:07.863,-88.5,-1.5,-128.5,-114.0
1900-01-01 00:00:07.864,-87.0,0.5,-126.0,-111.5
1900-01-01 00:00:07.865,-85.0,2.5,-123.5,-109.0
1900-01-01 00:00:07.866,-83.5,5.0,-120.5,-105.5
1900-01-01 00:00:07.867,-82.0,7.5,-117.0,-102.5
1900-01-01 00:00:07.868,-80.5,9.5,-114.5,-99.5
1900-01-01 00:00:07.869,-80.5,10.0,-113.0,-98.0
1900-01-01 00:00:07.870,-81.5,9.5,-113.0,-98.5
1900-01-01 00:00:07.871,-83.5,7.5,-115.0,-100.5
1900-01-01 00:00:07.872,-86.5,4.0,-119.0,-104.5
1900-01-01 00:00:07.873,-90.0,-0.5,-124.0,-109.5
1900-01-01 00:00:07.874,-94.0,-5.5,-129.5,-115.5
1900-01-01 00:00:07.875,-97.0,-9.5,-134.5,-121.0
1900-01-01 00:00:07.876,-99.5,-13.0,-139.0,-125.5
1900-01-01 00:00:07.877,-101.5,-15.0,-141.5,-128.0
1900-01-01 00:00:07.878,-102.0,-16.0,-143.0,-129.5
1900-01-01 00:00:07.879,-102.0,-16.0,-143.5,-130.0
1900-01-01 00:00:07.880,-102.0,-15.5,-143.0,-129.5
1900-01-01 00:00:07.881,-101.0,-14.5,-142.0,-128.5
1900-01-01 00:00:07.882,-99.5,-13.0,-140.5,-127.0
1900-01-01 00:00:07.883,-98.0,-11.0,-138.5,-125.0
1900-01-01 00:00:07.884,-96.0,-8.5,-135.5,-122.0
1900-01-01 00:00:07.885,-94.0,-6.0,-132.5,-118.5
1900-01-01 00:00:07.886,-91.5,-2.5,-129.0,-114.5
1900-01-01 00:00:07.887,-89.5,0.5,-125.0,-110.0
1900-01-01 00:00:07.888,-87.5,3.5,-121.5,-106.5
1900-01-01 00:00:07.889,-87.0,5.0,-119.5,-104.0
1900-01-01 00:00:07.890,-87.5,5.0,-119.0,-104.0
1900-01-01 00:00:07.891,-89.0,3.5,-121.0,-106.0
1900-01-01 00:00:07.892,-92.0,0.0,-124.5,-109.5
1900-01-01 00:00:07.893,-96.0,-5.0,-129.5,-115.0
1900-01-01 00:00:07.894,-100.5,-10.0,-135.5,-121.0
1900-01-01 00:00:07.895,-105.0,-15.5,-141.0,-127.0
1900-01-01 00:00:07.896,-108.5,-20.0,-146.0,-132.0
1900-01-01 00:00:07.897,-110.5,-23.0,-149.5,-135.0
1900-01-01 00:00:07.898,-112.0,-24.5,-151.0,-136.5
1900-01-01 00:00:07.899,-113.0,-25.5,-152.0,-137.0
1900-01-01 00:00:07.900,-113.5,-26.0,-152.0,-136.5
1900-01-01 00:00:07.901,-113.5,-25.5,-151.5,-136.0
1900-01-01 00:00:07.902,-113.0,-24.5,-150.5,-134.0
1900-01-01 00:00:07.903,-112.5,-23.5,-149.0,-132.0
1900-01-01 00:00:07.904,-111.5,-21.5,-147.0,-129.0
1900-01-01 00:00:07.905,-109.5,-19.0,-144.0,-125.0
1900-01-01 00:00:07.906,-107.5,-15.5,-139.5,-120.5
1900-01-01 00:00:07.907,-105.0,-12.0,-135.0,-115.0
1900-01-01 00:00:07.908,-102.5,-8.5,-130.5,-109.5
1900-01-01 00:00:07.909,-101.0,-6.0,-127.0,-105.5
1900-01-01 00:00:07.910,-100.5,-4.5,-125.0,-103.0
1900-01-01 00:00:07.911,-100.5,-4.5,-124.5,-102.5
1900-01-01 00:00:07.912,-101.5,-6.0,-126.0,-103.5
1900-01-01 00:00:07.913,-103.0,-7.5,-128.0,-105.5
1900-01-01 00:00:07.914,-104.0,-9.5,-130.0,-108.0
1900-01-01 00:00:07.915,-104.5,-10.5,-132.0,-110.0
