From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),RF (mm),Xylene (ug/m3),AT (degree C)
2023-02-07 07:00:00,2023-02-07 08:00:00,20.27,70.8,4.11,14.12,10.67,4.05,7.36,0.85,0.04,,,,,92.81,0.66,168.96,122.82,0.0,,15.78
2023-02-07 08:00:00,2023-02-07 09:00:00,21.04,81.95,3.72,14.73,10.68,3.87,8.06,0.78,0.18,,,,,88.24,0.85,69.24,261.44,0.0,,17.27
2023-02-07 09:00:00,2023-02-07 10:00:00,18.67,80.04,2.6,14.95,9.89,4.04,8.37,0.92,1.11,,,,,78.03,0.73,100.96,408.92,0.0,,19.06
2023-02-07 10:00:00,2023-02-07 11:00:00,18.56,71.02,0.44,13.95,7.64,3.88,5.49,0.76,19.54,,,,,63.57,0.84,97.79,515.85,0.0,,21.46
2023-02-07 11:00:00,2023-02-07 12:00:00,29.0,79.06,0.11,12.32,6.52,3.53,2.5,0.79,25.7,2.24,0.0,2.48,3.75,53.51,0.66,95.05,550.88,0.0,,23.08
2023-02-07 12:00:00,2023-02-07 13:00:00,46.47,,0.2,13.12,7.01,3.8,3.48,0.84,11.61,3.55,0.0,6.37,8.6,44.18,0.57,240.29,557.89,0.0,,24.86
2023-02-07 13:00:00,2023-02-07 14:00:00,51.51,83.61,0.32,12.9,6.99,3.82,5.24,0.87,5.26,3.64,0.0,10.09,12.82,34.92,0.49,254.45,487.24,0.0,,25.54
2023-02-07 14:00:00,2023-02-07 15:00:00,53.01,82.75,0.27,12.25,6.62,3.68,4.77,0.82,15.67,3.42,0.0,12.39,14.99,33.75,0.54,208.22,350.12,0.0,,25.91
2023-02-07 15:00:00,2023-02-07 16:00:00,41.82,76.63,0.31,12.57,6.82,3.77,3.84,0.85,10.0,2.73,0.0,9.72,12.46,35.35,0.57,190.94,190.88,0.0,,25.6
2023-02-07 16:00:00,2023-02-07 17:00:00,40.91,70.08,0.33,18.74,10.06,3.72,3.72,0.87,11.19,2.83,0.0,10.61,13.85,40.79,0.37,45.14,62.83,0.0,,24.44
2023-02-07 17:00:00,2023-02-07 18:00:00,47.54,76.3,3.14,74.31,42.97,4.23,1.72,1.14,8.71,3.88,0.0,9.76,19.71,50.02,0.36,187.26,10.81,0.0,,22.17
2023-02-07 18:00:00,2023-02-07 19:00:00,52.89,,3.69,51.44,29.84,4.21,2.29,1.16,1.52,,,,,57.24,0.49,115.97,8.44,0.0,,20.96
2023-02-07 19:00:00,2023-02-07 20:00:00,53.02,,3.49,29.69,18.31,3.88,4.3,1.03,0.67,,,,,62.0,0.38,30.14,8.89,0.0,,20.09
2023-02-07 20:00:00,2023-02-07 21:00:00,42.22,,2.76,22.48,13.95,3.92,5.6,0.99,0.48,,,,,62.67,0.3,211.09,8.3,0.0,,19.57
2023-02-07 21:00:00,2023-02-07 22:00:00,37.42,98.6,3.33,22.18,14.26,4.05,6.59,1.04,0.21,,,,,66.82,0.29,157.45,8.45,0.0,,19.02
2023-02-07 22:00:00,2023-02-07 23:00:00,30.47,97.32,4.3,22.77,15.34,3.87,7.32,1.0,0.18,,,,,68.77,0.24,193.85,8.32,0.0,,18.48
2023-02-07 23:00:00,2023-02-08 00:00:00,27.98,94.5,5.62,21.85,15.92,3.99,7.17,1.08,0.07,,,,,81.29,0.37,207.87,8.74,0.0,,17.42
2023-02-08 00:00:00,2023-02-08 01:00:00,25.19,90.58,5.87,19.57,14.93,4.37,5.43,1.03,0.05,,,,,84.29,0.31,42.22,8.51,0.0,,16.86
2023-02-08 01:00:00,2023-02-08 02:00:00,26.23,90.63,5.08,18.27,13.62,4.13,6.48,0.96,0.13,,,,,79.02,0.9,89.53,8.22,0.0,,16.62
2023-02-08 02:00:00,2023-02-08 03:00:00,34.74,86.52,3.23,17.3,11.63,4.2,6.48,0.86,0.17,,,,,81.42,0.64,89.25,8.43,0.0,,15.94
2023-02-08 03:00:00,2023-02-08 04:00:00,26.64,74.91,2.45,14.85,9.73,4.13,6.49,0.83,0.42,,,,,77.84,0.48,98.37,8.44,0.0,,16.22
2023-02-08 04:00:00,2023-02-08 05:00:00,23.19,67.9,2.25,13.95,9.09,3.93,6.42,0.81,0.44,,,,,78.22,0.19,90.47,8.5,0.0,,16.26
2023-02-08 05:00:00,2023-02-08 06:00:00,18.92,66.07,2.5,13.49,9.05,4.08,6.8,0.81,0.14,,,,,85.64,0.43,206.47,9.2,0.01,,16.02
2023-02-08 06:00:00,2023-02-08 07:00:00,18.82,68.15,3.25,14.61,10.24,4.03,7.09,0.75,,,,,,89.32,0.42,91.39,24.36,0.0,,15.81
2023-02-08 07:00:00,2023-02-08 08:00:00,17.28,60.23,3.28,14.72,10.32,3.87,7.46,0.73,0.09,,,,,87.58,0.92,79.51,72.0,0.0,,16.28
2023-02-08 08:00:00,2023-02-08 09:00:00,19.31,62.96,3.02,14.75,10.13,4.09,7.9,0.86,0.17,,,,,81.82,1.21,98.9,176.8,0.0,,17.61
2023-02-08 09:00:00,2023-02-08 10:00:00,16.55,67.72,2.12,14.53,9.3,3.98,8.28,0.84,0.54,,,,,76.93,1.02,104.16,209.86,0.0,,19.05
2023-02-08 10:00:00,2023-02-08 11:00:00,18.72,63.95,0.84,15.06,8.54,3.9,7.01,0.79,3.65,1.45,0.0,5.42,6.65,72.22,0.92,68.56,316.6,0.0,,20.27
2023-02-08 11:00:00,2023-02-08 12:00:00,24.2,63.59,0.48,13.07,7.21,4.26,6.97,0.81,7.96,3.11,0.0,12.36,15.29,74.17,1.17,71.5,490.99,0.0,,21.5
2023-02-08 12:00:00,2023-02-08 13:00:00,30.76,65.57,0.56,12.27,6.86,4.36,7.83,0.84,5.11,3.03,0.0,9.5,12.85,70.78,1.14,82.09,490.22,0.0,,22.37
2023-02-08 13:00:00,2023-02-08 14:00:00,32.8,65.96,0.86,11.86,6.88,4.29,9.7,0.79,1.52,2.98,0.0,11.04,14.29,62.12,0.72,75.78,557.21,0.0,,24.26
2023-02-08 14:00:00,2023-02-08 15:00:00,28.93,60.77,0.86,11.61,6.75,4.57,11.35,0.82,4.85,3.1,0.0,15.67,18.78,56.63,0.5,151.41,417.56,0.0,,25.32
2023-02-08 15:00:00,2023-02-08 16:00:00,20.94,54.85,0.32,12.83,6.96,4.21,8.63,0.75,19.37,2.6,0.0,9.8,12.54,56.12,0.48,216.48,222.47,0.0,,25.34
2023-02-08 16:00:00,2023-02-08 17:00:00,19.73,55.49,0.72,15.1,8.46,4.33,9.81,0.76,4.85,2.55,0.0,8.82,11.86,62.15,0.48,186.02,77.27,0.0,,24.34
2023-02-08 17:00:00,2023-02-08 18:00:00,27.79,56.15,1.57,18.56,10.96,4.81,11.66,0.75,1.63,2.9,0.0,12.43,16.27,73.15,0.37,35.92,11.48,0.0,,22.32
2023-02-08 18:00:00,2023-02-08 19:00:00,29.87,59.58,2.53,24.1,14.62,4.9,12.27,0.84,0.37,,,,,77.34,0.36,60.74,8.57,0.0,,21.26
2023-02-08 19:00:00,2023-02-08 20:00:00,28.34,73.72,3.64,21.43,14.11,4.83,13.72,0.9,0.07,,,,,80.85,0.45,79.19,8.67,0.0,,20.62
2023-02-08 20:00:00,2023-02-08 21:00:00,29.54,72.78,4.16,17.96,12.72,5.04,15.1,0.95,0.11,,,,,83.87,0.4,60.34,8.64,0.0,,19.87
2023-02-08 21:00:00,2023-02-08 22:00:00,22.28,69.67,4.82,18.28,13.41,4.8,16.19,0.95,,,,,,86.37,0.37,72.67,8.54,0.0,,19.05
2023-02-08 22:00:00,2023-02-08 23:00:00,17.26,69.32,5.57,17.24,13.48,4.78,16.63,0.9,,,,,,86.84,0.41,117.46,8.38,0.0,,18.59
2023-02-08 23:00:00,2023-02-09 00:00:00,13.5,68.12,5.69,16.98,13.43,4.89,16.8,0.96,0.05,,,,,88.16,0.44,71.68,8.65,0.0,,18.23
2023-02-09 00:00:00,2023-02-09 01:00:00,10.98,60.57,5.71,16.41,13.15,4.42,7.15,0.91,0.03,,,,,94.03,0.66,15.8,9.13,0.0,,17.45
2023-02-09 01:00:00,2023-02-09 02:00:00,9.63,59.14,5.17,14.25,11.59,4.44,7.57,0.83,,,,,,92.17,0.69,95.97,8.62,0.0,,17.27
2023-02-09 02:00:00,2023-02-09 03:00:00,10.46,49.62,4.35,13.9,10.75,4.53,7.52,0.7,0.11,,,,,92.11,0.65,96.4,8.57,0.0,,17.02
2023-02-09 03:00:00,2023-02-09 04:00:00,8.63,51.48,3.86,13.13,9.95,4.23,7.63,0.71,0.17,,,,,93.37,0.84,96.48,8.88,0.0,,16.98
2023-02-09 04:00:00,2023-02-09 05:00:00,8.19,49.63,3.92,12.23,9.54,4.36,7.59,0.83,0.09,,,,,97.12,0.22,53.88,8.69,0.0,,16.37
2023-02-09 05:00:00,2023-02-09 06:00:00,6.21,43.16,4.37,12.12,9.83,4.34,7.53,0.82,0.07,,,,,96.72,0.69,83.87,8.48,0.0,,16.12
2023-02-09 06:00:00,2023-02-09 07:00:00,4.62,38.48,4.48,12.61,10.18,4.04,7.81,0.8,0.04,,,,,94.52,0.82,87.45,38.26,0.0,,16.27
2023-02-09 07:00:00,2023-02-09 08:00:00,4.01,41.39,4.89,12.94,10.69,4.2,7.94,0.86,,,,,,88.45,1.03,86.15,159.62,0.0,,17.13
2023-02-09 08:00:00,2023-02-09 09:00:00,6.3,40.94,4.44,13.14,10.43,4.04,7.46,0.81,0.17,,,,,80.45,1.12,105.02,335.68,0.0,,19.0
2023-02-09 09:00:00,2023-02-09 10:00:00,9.84,41.7,2.75,12.65,8.81,3.82,7.75,0.76,0.61,,,,,70.97,1.12,102.47,494.44,0.0,,21.2
2023-02-09 10:00:00,2023-02-09 11:00:00,10.14,41.4,1.14,12.37,7.38,4.03,7.12,0.7,2.38,0.71,0.0,4.9,5.46,60.57,1.02,99.67,613.26,0.0,,23.24
2023-02-09 11:00:00,2023-02-09 12:00:00,10.79,43.69,0.53,11.82,6.6,3.88,6.71,0.88,2.26,2.52,0.0,15.18,17.12,53.72,0.81,91.19,675.09,0.0,,25.08
2023-02-09 12:00:00,2023-02-09 13:00:00,17.16,46.05,0.42,11.76,6.49,3.83,7.01,0.83,6.64,2.67,0.0,16.41,18.35,51.11,0.63,86.56,671.78,0.0,,26.46
2023-02-09 13:00:00,2023-02-09 14:00:00,20.9,45.14,0.27,12.01,6.5,4.07,6.35,0.78,8.86,2.83,0.0,13.1,15.0,47.04,0.88,266.21,592.01,0.0,,27.56
2023-02-09 14:00:00,2023-02-09 15:00:00,23.5,47.75,0.29,13.45,7.27,3.9,4.94,0.81,7.15,2.54,0.0,10.32,12.61,43.24,0.99,262.38,448.65,0.0,,27.97
2023-02-09 15:00:00,2023-02-09 16:00:00,23.95,49.78,0.36,12.52,6.83,3.86,6.29,0.76,4.93,2.34,0.0,12.23,14.45,45.11,1.07,277.27,243.51,0.0,,27.51
2023-02-09 16:00:00,2023-02-09 17:00:00,18.06,52.01,0.4,14.27,7.77,4.17,6.88,0.78,3.92,2.3,0.0,13.13,15.46,49.69,0.42,292.29,81.21,0.0,,26.77
2023-02-09 17:00:00,2023-02-09 18:00:00,16.89,57.61,3.77,22.91,14.99,4.17,8.04,0.98,0.43,2.56,0.0,14.79,17.89,58.19,0.25,164.6,11.65,0.0,,24.27
2023-02-09 18:00:00,2023-02-09 19:00:00,17.54,69.01,24.59,48.44,45.03,4.72,7.34,1.09,0.04,,,,,67.16,0.54,186.99,8.72,0.0,,22.31
2023-02-09 19:00:00,2023-02-09 20:00:00,26.22,82.26,20.04,29.07,31.25,4.72,8.8,1.19,0.02,,,,,71.11,0.4,60.72,8.51,0.0,,20.91
2023-02-09 20:00:00,2023-02-09 21:00:00,44.17,84.11,14.27,23.96,23.97,4.38,9.77,1.13,0.15,,,,,73.04,0.52,72.68,8.38,0.0,,20.11
2023-02-09 21:00:00,2023-02-09 22:00:00,32.13,80.88,9.2,21.16,18.43,4.26,10.1,1.03,0.03,,,,,75.36,0.32,82.57,8.49,0.0,,19.51
2023-02-09 22:00:00,2023-02-09 23:00:00,24.73,74.31,6.45,19.48,15.35,4.32,10.57,1.04,0.11,,,,,74.28,0.58,106.95,8.14,0.0,,19.16
2023-02-09 23:00:00,2023-02-10 00:00:00,19.55,74.9,4.55,19.74,13.97,4.04,10.5,0.99,0.29,,,,,74.84,1.0,96.48,8.46,0.0,,18.83
2023-02-10 00:00:00,2023-02-10 01:00:00,16.7,70.47,3.96,18.94,13.07,4.03,6.17,1.01,0.17,,,,,77.74,0.6,60.7,8.65,0.0,,18.1
2023-02-10 01:00:00,2023-02-10 02:00:00,20.43,70.44,3.65,17.34,11.98,4.04,6.82,0.99,0.32,,,,,84.53,1.15,93.65,8.52,0.0,,17.47
2023-02-10 02:00:00,2023-02-10 03:00:00,22.23,63.11,5.47,16.9,13.21,3.88,6.93,0.95,0.01,,,,,89.8,0.6,71.31,8.52,0.0,,16.81
2023-02-10 03:00:00,2023-02-10 04:00:00,17.91,55.65,6.74,16.12,13.82,4.0,7.03,0.99,0.04,,,,,86.48,0.87,96.38,8.42,0.0,,16.59
2023-02-10 04:00:00,2023-02-10 05:00:00,14.27,56.72,6.14,15.83,13.2,3.95,6.58,0.97,0.28,,,,,88.71,1.02,101.0,8.5,0.0,,16.24
2023-02-10 05:00:00,2023-02-10 06:00:00,11.63,52.13,4.31,14.17,10.86,3.62,6.65,0.93,0.11,,,,,89.25,0.65,67.18,8.68,0.0,,15.93
2023-02-10 06:00:00,2023-02-10 07:00:00,11.05,50.11,3.33,13.88,9.92,3.79,6.98,0.89,0.12,,,,,86.66,1.01,103.84,43.76,0.0,,16.15
2023-02-10 07:00:00,2023-02-10 08:00:00,10.08,50.76,3.03,13.56,9.52,3.78,6.59,0.93,0.21,,,,,81.89,0.65,96.53,157.8,0.0,,17.59
2023-02-10 08:00:00,2023-02-10 09:00:00,10.8,48.3,3.35,13.57,9.78,3.56,7.02,0.9,0.16,,,,,76.25,0.89,99.04,293.52,0.0,,19.11
2023-02-10 09:00:00,2023-02-10 10:00:00,11.36,47.97,2.41,12.98,8.71,3.67,7.16,0.99,0.63,,,,,68.93,0.94,107.76,443.92,0.0,,21.15
2023-02-10 10:00:00,2023-02-10 11:00:00,12.66,49.29,0.88,12.64,7.32,3.55,6.25,0.92,3.15,,,,,64.37,0.93,107.73,515.3,0.0,,22.66
2023-02-10 11:00:00,2023-02-10 12:00:00,16.08,48.61,0.8,11.64,6.72,3.46,5.86,0.93,4.8,,,,,59.06,0.52,121.86,506.99,0.0,,24.12
2023-02-10 12:00:00,2023-02-10 13:00:00,20.3,51.24,0.47,14.49,7.95,3.64,4.09,1.05,8.79,,,,,55.09,0.28,198.05,417.12,0.0,,25.57
2023-02-10 13:00:00,2023-02-10 14:00:00,25.77,54.06,0.49,13.71,7.55,3.69,5.62,0.98,3.2,,,,,57.36,0.73,249.52,407.46,0.0,,25.74
2023-02-10 14:00:00,2023-02-10 15:00:00,26.6,55.7,0.66,12.11,6.86,3.69,7.2,1.02,3.02,,,,,57.38,0.56,238.09,266.49,0.0,,25.81
2023-02-10 15:00:00,2023-02-10 16:00:00,22.01,56.2,0.59,14.12,7.86,3.97,8.14,0.92,3.43,,,,,56.35,0.72,301.62,172.15,0.0,,25.83
2023-02-10 16:00:00,2023-02-10 17:00:00,20.59,65.02,0.95,19.27,10.83,4.01,8.84,0.99,1.62,,,,,60.59,0.31,289.34,49.87,0.0,,24.94
2023-02-10 17:00:00,2023-02-10 18:00:00,15.81,75.33,0.95,28.53,15.67,4.15,8.23,1.06,2.35,,,,,68.41,0.3,279.36,10.93,0.0,,23.45
2023-02-10 18:00:00,2023-02-10 19:00:00,14.25,84.38,1.97,27.48,15.94,4.34,8.36,1.08,0.35,,,,,71.28,0.5,233.4,8.4,0.0,,22.56
2023-02-10 19:00:00,2023-02-10 20:00:00,15.46,89.34,4.58,23.71,16.07,4.13,10.37,1.15,0.11,,,,,76.89,0.27,152.66,8.69,0.0,,21.17
2023-02-10 20:00:00,2023-02-10 21:00:00,15.64,,13.43,26.75,24.75,4.38,11.35,1.2,0.07,,,,,81.08,0.44,202.09,8.35,0.0,,20.74
2023-02-10 21:00:00,2023-02-10 22:00:00,20.7,,24.77,25.15,33.0,4.59,12.41,1.35,0.17,,,,,90.24,0.47,140.04,8.64,0.0,,19.32
2023-02-10 22:00:00,2023-02-10 23:00:00,16.27,,22.23,21.91,29.27,4.41,12.65,1.2,,,,,,88.58,0.46,81.23,8.53,0.0,,19.13
2023-02-10 23:00:00,2023-02-11 00:00:00,13.26,,19.37,20.05,26.01,4.29,13.19,1.25,,,,,,92.19,0.22,144.57,8.61,0.0,,18.55
2023-02-11 00:00:00,2023-02-11 01:00:00,11.55,,19.21,18.49,25.07,4.31,6.69,0.91,,,,,,95.43,0.3,140.04,8.6,0.0,,17.84
2023-02-11 01:00:00,2023-02-11 02:00:00,11.85,95.66,17.7,17.57,23.38,4.1,7.46,0.91,,,,,,94.03,0.26,216.25,8.43,0.0,,17.65
2023-02-11 02:00:00,2023-02-11 03:00:00,8.88,91.97,15.6,16.31,21.03,4.17,7.52,0.95,,,,,,97.48,0.47,139.57,8.65,0.0,,16.77
2023-02-11 03:00:00,2023-02-11 04:00:00,7.02,85.82,12.57,15.64,18.25,4.05,7.4,0.87,,,,,,97.86,0.65,100.84,8.36,0.0,,16.52
2023-02-11 04:00:00,2023-02-11 05:00:00,7.16,86.25,10.18,14.68,15.83,3.85,7.57,0.84,,,,,,,0.59,78.88,9.0,0.0,,15.94
2023-02-11 05:00:00,2023-02-11 06:00:00,20.73,77.39,8.74,14.43,14.55,3.95,7.36,0.83,,,,,,,0.35,53.74,8.88,0.0,,15.52
2023-02-11 06:00:00,2023-02-11 07:00:00,37.81,77.85,7.63,14.19,13.54,3.9,7.38,0.83,0.03,,,,,98.61,0.56,86.21,39.09,0.0,,15.78
2023-02-11 07:00:00,2023-02-11 08:00:00,28.97,79.03,7.04,14.63,13.29,3.65,7.45,0.72,,,,,,93.08,0.7,84.91,147.34,0.0,,17.04
2023-02-11 08:00:00,2023-02-11 09:00:00,24.8,79.29,6.03,15.29,12.83,3.78,7.49,0.8,0.23,,,,,87.68,1.5,99.81,309.59,0.0,,18.5
2023-02-11 09:00:00,2023-02-11 10:00:00,24.3,77.99,3.1,14.33,9.97,3.69,7.35,0.72,0.49,,,,,77.72,0.77,127.73,463.33,0.0,,20.73
2023-02-11 10:00:00,2023-02-11 11:00:00,22.3,76.52,1.66,13.13,8.19,3.48,7.33,0.75,1.29,,,,,65.58,1.18,100.82,571.47,0.0,,22.5
2023-02-11 11:00:00,2023-02-11 12:00:00,21.91,72.56,1.05,12.81,7.54,3.66,7.95,0.72,2.23,,,,,53.39,0.54,124.25,618.4,0.0,,24.35
2023-02-11 12:00:00,2023-02-11 13:00:00,16.93,71.48,0.76,13.44,7.63,3.55,8.27,0.74,3.06,,,,,48.31,0.96,221.86,610.34,0.0,,25.53
2023-02-11 13:00:00,2023-02-11 14:00:00,16.16,72.87,0.67,12.91,7.28,3.39,7.81,0.84,4.93,,,,,43.27,1.13,199.6,538.39,0.0,,26.1
2023-02-11 14:00:00,2023-02-11 15:00:00,16.37,68.37,0.64,12.88,7.25,3.56,7.75,0.78,4.62,,,,,41.72,0.97,244.97,410.16,0.0,,26.76
2023-02-11 15:00:00,2023-02-11 16:00:00,16.59,65.61,0.65,12.81,7.21,3.39,7.88,0.78,3.74,,,,,41.14,0.94,253.05,224.19,0.0,,26.88
2023-02-11 16:00:00,2023-02-11 17:00:00,16.48,66.12,0.87,13.8,7.9,3.36,8.23,0.78,2.6,,,,,44.3,0.53,313.84,75.0,0.0,,26.15
2023-02-11 17:00:00,2023-02-11 18:00:00,12.62,72.38,1.25,16.92,9.85,3.58,8.56,0.76,1.23,,,,,54.97,0.39,23.93,11.57,0.0,,23.75
2023-02-11 18:00:00,2023-02-11 19:00:00,11.42,74.56,2.27,21.37,12.98,3.51,8.53,0.76,0.65,,,,,65.08,0.37,45.21,8.67,0.0,,22.09
2023-02-11 19:00:00,2023-02-11 20:00:00,14.98,,2.4,21.39,13.11,3.52,8.81,0.8,0.59,,,,,72.44,0.53,44.38,8.54,0.0,,20.75
2023-02-11 20:00:00,2023-02-11 21:00:00,18.25,95.33,2.03,19.68,11.91,3.63,9.37,0.84,0.5,,,,,74.72,0.42,81.05,8.47,0.0,,19.98
2023-02-11 21:00:00,2023-02-11 22:00:00,13.54,92.74,1.98,19.05,11.54,3.46,9.08,0.94,0.57,,,,,75.88,0.37,86.25,8.42,0.0,,19.41
2023-02-11 22:00:00,2023-02-11 23:00:00,10.14,86.3,2.14,18.43,11.35,3.47,9.14,0.95,0.43,,,,,78.48,0.69,95.74,8.18,0.0,,18.77
2023-02-11 23:00:00,2023-02-12 00:00:00,9.31,84.91,1.72,18.09,10.82,3.55,8.86,0.98,0.93,,,,,79.96,1.02,93.3,8.48,0.0,,18.2
2023-02-12 00:00:00,2023-02-12 01:00:00,9.06,84.88,1.61,18.07,10.74,4.01,6.03,0.73,0.49,,,,,85.0,0.52,58.3,8.6,0.0,,17.39
2023-02-12 01:00:00,2023-02-12 02:00:00,7.5,83.7,1.86,17.07,10.4,4.1,6.04,0.71,0.35,,,,,88.78,0.82,93.45,8.27,0.0,,16.77
2023-02-12 02:00:00,2023-02-12 03:00:00,7.41,74.96,1.59,15.05,9.14,4.04,5.81,0.68,0.6,,,,,90.6,0.76,100.04,8.31,0.0,,16.55
2023-02-12 03:00:00,2023-02-12 04:00:00,5.68,59.47,1.49,13.27,8.13,3.88,5.88,0.57,0.6,,,,,90.96,0.68,91.31,8.43,0.0,,16.28
2023-02-12 04:00:00,2023-02-12 05:00:00,5.09,62.52,1.46,13.21,8.08,3.97,5.83,0.68,0.55,,,,,90.83,0.92,85.74,8.31,0.0,,15.87
2023-02-12 05:00:00,2023-02-12 06:00:00,5.76,55.26,1.39,13.6,8.22,3.92,5.53,0.7,0.71,,,,,89.5,1.0,97.31,8.55,0.0,,15.82
2023-02-12 06:00:00,2023-02-12 07:00:00,5.37,55.45,1.5,13.24,8.12,3.73,5.38,0.64,0.68,,,,,89.56,1.14,94.7,34.79,0.0,,15.85
2023-02-12 07:00:00,2023-02-12 08:00:00,6.0,52.93,1.74,13.4,8.39,3.87,5.42,0.61,0.57,,,,,85.23,0.8,83.78,151.78,0.0,,16.89
2023-02-12 08:00:00,2023-02-12 09:00:00,10.94,56.07,1.68,13.61,8.46,3.77,5.57,0.62,0.9,,,,,77.33,0.9,110.48,320.07,0.0,,18.48
2023-02-12 09:00:00,2023-02-12 10:00:00,15.86,59.97,1.26,12.59,7.58,3.65,5.85,0.66,1.17,,,,,63.54,0.67,119.35,461.14,0.0,,20.99
2023-02-12 10:00:00,2023-02-12 11:00:00,14.08,55.0,0.85,12.21,7.07,3.75,6.12,0.71,1.86,,,,,56.8,0.63,126.9,452.47,0.0,,22.72
2023-02-12 11:00:00,2023-02-12 12:00:00,13.74,53.66,0.57,12.19,6.82,3.67,6.81,0.59,2.55,,,,,51.76,0.63,53.09,478.91,0.0,,24.36
2023-02-12 12:00:00,2023-02-12 13:00:00,14.62,62.33,0.55,12.1,6.76,3.59,7.22,0.68,2.16,,,,,53.37,0.39,110.2,185.83,0.0,,24.48
2023-02-12 13:00:00,2023-02-12 14:00:00,16.55,62.35,0.43,12.24,6.74,3.79,8.02,0.6,2.82,,,,,51.71,0.84,32.36,518.5,0.0,,25.55
2023-02-12 14:00:00,2023-02-12 15:00:00,15.32,64.86,0.38,12.17,6.66,3.67,8.24,0.61,2.96,,,,,49.46,0.59,260.61,385.53,0.0,,26.36
2023-02-12 15:00:00,2023-02-12 16:00:00,12.72,64.4,0.51,12.29,6.83,3.69,8.82,0.68,2.39,,,,,52.21,0.53,38.94,216.11,0.0,,26.19
2023-02-12 16:00:00,2023-02-12 17:00:00,15.09,64.36,0.58,12.81,7.16,3.87,9.34,0.61,1.91,,,,,56.84,0.41,42.94,70.75,0.0,,25.04
2023-02-12 17:00:00,2023-02-12 18:00:00,15.28,70.51,0.97,14.67,8.44,3.78,9.79,0.65,0.94,,,,,65.77,0.36,329.52,11.54,0.0,,23.4
2023-02-12 18:00:00,2023-02-12 19:00:00,10.7,80.5,1.95,17.96,10.95,3.92,10.54,0.7,0.22,,,,,70.47,0.72,282.4,8.65,0.0,,22.86
2023-02-12 19:00:00,2023-02-12 20:00:00,7.72,88.93,2.47,20.57,12.73,4.06,10.59,0.65,0.29,,,,,89.06,0.69,244.79,8.62,0.0,,21.95
2023-02-12 20:00:00,2023-02-12 21:00:00,6.38,88.89,1.87,17.72,10.76,3.94,10.89,0.66,0.16,,,,,91.73,0.27,217.09,8.46,0.0,,21.27
2023-02-12 21:00:00,2023-02-12 22:00:00,6.14,90.53,2.43,17.58,11.13,4.07,11.8,0.67,,,,,,95.1,0.54,95.79,8.44,0.0,,20.45
2023-02-12 22:00:00,2023-02-12 23:00:00,7.4,89.94,2.92,17.3,11.38,4.15,12.48,0.72,,,,,,96.26,0.47,64.77,8.62,0.0,,19.58
2023-02-12 23:00:00,2023-02-13 00:00:00,8.92,91.57,3.37,17.55,11.87,4.06,12.59,0.69,,,,,,95.36,0.94,90.28,8.35,0.0,,18.75
2023-02-13 00:00:00,2023-02-13 01:00:00,6.83,87.97,3.28,18.03,12.04,3.81,6.85,0.66,0.04,,,,,87.8,1.24,83.54,8.46,0.0,,18.67
2023-02-13 01:00:00,2023-02-13 02:00:00,6.03,79.55,2.2,15.39,9.8,3.75,7.35,0.68,0.46,,,,,83.65,1.3,97.66,8.77,0.0,,18.79
2023-02-13 02:00:00,2023-02-13 03:00:00,5.03,70.28,1.62,13.79,8.51,3.54,7.42,0.61,0.72,,,,,79.55,0.5,181.97,8.73,0.0,,19.27
2023-02-13 03:00:00,2023-02-13 04:00:00,4.87,62.68,1.72,13.78,8.57,3.65,7.95,0.61,0.23,,,,,81.2,0.1,161.53,8.94,0.0,,19.32
2023-02-13 04:00:00,2023-02-13 05:00:00,5.49,60.75,2.32,14.21,9.29,3.64,8.12,0.55,0.14,,,,,85.76,0.33,117.41,8.85,0.0,,18.61
2023-02-13 05:00:00,2023-02-13 06:00:00,6.19,55.1,2.75,13.56,9.29,3.48,8.33,0.58,0.01,,,,,91.0,0.38,189.14,8.8,0.0,,18.04
2023-02-13 06:00:00,2023-02-13 07:00:00,5.97,58.63,3.83,13.16,9.95,3.65,8.48,0.6,,,,,,94.17,0.52,84.66,33.34,0.0,,17.65
2023-02-13 07:00:00,2023-02-13 08:00:00,6.89,63.57,5.65,13.95,11.82,3.59,8.93,0.6,,,,,,88.94,0.45,136.73,153.82,0.0,,18.93
2023-02-13 08:00:00,2023-02-13 09:00:00,6.8,69.38,4.61,14.54,11.29,3.49,9.1,0.62,0.43,,,,,67.31,1.1,200.24,350.17,0.0,,20.89
2023-02-13 09:00:00,2023-02-13 10:00:00,9.19,78.67,2.04,14.68,9.3,3.4,8.22,0.64,4.91,,,,,41.51,1.39,262.53,537.63,0.0,,22.59
2023-02-13 10:00:00,2023-02-13 11:00:00,12.62,88.02,0.49,13.76,7.58,2.89,2.23,0.64,11.96,1.41,0.0,3.44,3.98,31.41,1.33,314.8,665.27,0.0,,24.02
2023-02-13 11:00:00,2023-02-13 12:00:00,18.92,,0.61,13.22,7.39,2.76,0.53,0.71,7.92,2.9,0.0,7.83,9.2,24.58,1.49,267.01,740.61,0.0,,24.66
