From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2022-12-18 06:00:00,2022-12-18 07:00:00,109.75,139.25,1.15,42.98,23.77,0.1,27.18,0.5,14.4,1.1,4.55,1.0,0.08,74.75,0.55,322.5,13.0,18.68,0.0,0.25
2022-12-18 07:00:00,2022-12-18 08:00:00,142.25,189.25,5.55,53.75,33.12,,30.62,0.75,13.95,1.88,5.85,1.73,0.1,73.0,0.68,307.5,30.5,19.0,0.0,0.65
2022-12-18 08:00:00,2022-12-18 09:00:00,191.75,247.5,5.42,45.98,28.87,,35.58,0.93,33.65,2.55,6.62,2.62,0.15,64.75,0.45,315.25,88.25,20.18,0.0,0.85
2022-12-18 09:00:00,2022-12-18 10:00:00,223.25,287.75,3.88,40.8,24.88,0.3,37.23,0.77,88.17,2.3,7.75,2.75,0.17,50.75,0.35,272.75,158.75,22.27,0.0,1.43
2022-12-18 10:00:00,2022-12-18 11:00:00,181.75,242.25,2.42,37.6,22.0,0.17,32.55,0.67,98.22,1.98,15.32,3.53,0.17,44.5,0.58,120.25,211.25,23.18,0.0,1.73
2022-12-18 11:00:00,2022-12-18 12:00:00,158.25,224.0,2.5,35.65,21.0,0.1,27.3,0.55,91.65,1.23,21.65,2.92,0.1,41.0,0.72,129.75,245.25,23.75,0.0,1.33
2022-12-18 12:00:00,2022-12-18 13:00:00,110.0,179.25,1.23,26.6,15.17,0.1,27.25,0.39,102.82,0.88,24.72,2.27,0.1,35.5,0.98,85.25,243.5,24.15,0.0,0.97
2022-12-18 13:00:00,2022-12-18 14:00:00,96.25,150.75,1.38,27.3,15.65,0.3,28.15,0.39,106.72,0.75,21.07,1.83,0.1,37.25,1.45,78.25,207.0,24.38,0.0,0.75
2022-12-18 14:00:00,2022-12-18 15:00:00,90.25,141.75,1.75,30.68,17.77,0.1,27.85,0.53,113.85,0.83,16.45,2.52,0.1,35.5,1.35,79.75,149.75,24.52,0.0,1.12
2022-12-18 15:00:00,2022-12-18 16:00:00,98.25,159.5,2.08,29.32,17.3,0.15,28.1,0.56,118.5,1.1,13.8,2.98,0.12,36.5,1.32,78.75,83.5,24.45,0.0,1.38
2022-12-18 16:00:00,2022-12-18 17:00:00,101.25,165.25,2.12,43.62,24.98,0.2,27.45,1.01,111.95,1.25,10.38,3.6,0.2,38.75,0.93,88.75,31.5,24.07,0.0,1.75
2022-12-18 17:00:00,2022-12-18 18:00:00,123.25,213.25,12.48,100.65,63.7,,29.32,3.46,40.0,5.15,17.32,9.18,0.57,47.0,0.45,73.75,13.0,23.27,0.0,4.45
2022-12-18 18:00:00,2022-12-18 19:00:00,213.0,354.0,22.35,122.3,83.22,0.1,29.1,4.22,8.38,7.6,25.88,16.52,1.1,52.5,0.27,48.33,12.0,22.6,0.0,7.9
2022-12-18 19:00:00,2022-12-18 20:00:00,354.0,506.25,53.6,109.7,101.93,0.18,27.32,5.41,3.85,8.32,31.6,20.72,1.35,59.25,0.33,260.5,12.0,22.03,0.0,9.38
2022-12-18 20:00:00,2022-12-18 21:00:00,397.0,571.0,46.3,89.78,85.43,,24.4,4.24,1.18,9.57,33.62,21.88,1.47,64.5,0.43,319.25,12.0,21.3,0.0,9.53
2022-12-18 21:00:00,2022-12-18 22:00:00,,545.0,17.82,76.38,55.12,0.27,32.67,2.44,1.2,6.1,22.12,13.78,0.93,66.75,0.57,328.5,12.0,20.7,0.0,6.17
2022-12-18 22:00:00,2022-12-18 23:00:00,,375.25,5.22,58.15,35.23,0.15,34.98,1.43,3.98,3.38,13.17,6.98,0.45,68.0,0.43,311.25,12.0,20.32,0.0,3.58
2022-12-18 23:00:00,2022-12-19 00:00:00,,274.25,1.38,41.2,23.02,0.65,39.03,0.73,17.75,2.32,9.47,4.47,0.25,69.25,0.57,315.5,12.0,20.07,0.0,2.27
2022-12-19 00:00:00,2022-12-19 01:00:00,,241.75,3.7,57.58,33.65,,52.57,0.24,10.3,1.55,6.4,2.27,0.12,71.25,0.53,319.0,12.0,19.8,0.0,0.93
2022-12-19 01:00:00,2022-12-19 02:00:00,,222.75,4.2,62.08,36.45,0.22,52.2,0.19,4.6,1.4,6.15,1.62,0.1,72.0,0.5,306.0,12.0,19.75,0.0,0.62
2022-12-19 02:00:00,2022-12-19 03:00:00,,198.75,0.42,32.83,17.8,0.3,39.88,0.0,26.05,1.3,5.53,1.33,0.05,73.5,0.55,300.75,12.0,19.52,0.0,0.45
2022-12-19 03:00:00,2022-12-19 04:00:00,,165.0,0.25,41.02,22.02,,36.6,0.05,19.08,1.03,4.88,0.93,0.03,73.75,0.53,306.25,12.0,19.4,0.0,0.1
2022-12-19 04:00:00,2022-12-19 05:00:00,,153.75,0.78,46.27,25.25,,46.73,0.04,17.48,1.1,5.17,1.05,,74.75,0.45,305.0,12.0,19.3,0.0,0.17
2022-12-19 05:00:00,2022-12-19 06:00:00,,170.25,0.18,42.85,22.95,0.17,51.88,0.09,18.72,1.3,5.25,1.07,,75.0,0.5,295.25,12.0,19.3,0.0,0.38
2022-12-19 06:00:00,2022-12-19 07:00:00,,204.0,0.28,34.88,18.77,0.18,39.85,0.17,24.98,1.42,5.55,1.48,0.1,75.25,0.6,316.0,13.0,19.18,0.0,0.48
2022-12-19 07:00:00,2022-12-19 08:00:00,,229.25,4.18,48.3,29.07,0.12,37.27,0.55,20.1,1.88,6.47,2.1,0.12,74.25,0.6,308.25,32.0,19.32,0.0,0.7
2022-12-19 08:00:00,2022-12-19 09:00:00,,322.5,8.25,65.85,41.75,0.27,52.5,1.28,33.1,3.75,8.02,3.38,0.2,66.25,0.4,327.0,83.75,20.52,0.0,1.55
2022-12-19 09:00:00,2022-12-19 10:00:00,,463.0,7.68,69.6,43.27,0.2,56.43,1.62,81.1,4.52,11.12,5.25,0.3,54.5,0.3,230.33,148.75,22.45,0.0,2.08
2022-12-19 10:00:00,2022-12-19 11:00:00,,445.25,2.45,30.15,18.0,,36.25,0.61,101.4,2.55,14.57,3.95,0.22,51.0,0.97,97.0,210.75,23.05,0.0,2.0
2022-12-19 11:00:00,2022-12-19 12:00:00,,264.33,1.75,35.8,20.45,17.4,27.8,0.78,97.57,1.45,18.7,2.88,0.1,43.75,0.88,99.25,244.5,23.88,0.0,1.32
2022-12-19 12:00:00,2022-12-19 13:00:00,149.0,230.0,1.8,25.67,15.17,25.82,22.1,0.58,93.07,1.05,21.47,2.45,0.1,31.75,1.12,63.25,247.25,24.5,0.0,1.1
2022-12-19 13:00:00,2022-12-19 14:00:00,137.25,161.0,2.15,28.18,16.77,31.72,22.12,0.63,100.15,0.98,17.75,2.8,0.15,31.0,1.38,84.0,209.0,24.77,0.0,1.22
2022-12-19 14:00:00,2022-12-19 15:00:00,109.5,161.25,1.75,30.12,17.48,33.23,21.3,0.61,111.83,0.95,14.9,3.12,0.15,32.0,1.52,119.0,145.0,24.73,0.0,1.48
2022-12-19 15:00:00,2022-12-19 16:00:00,113.75,166.75,1.65,29.45,16.98,33.62,20.67,0.62,116.6,1.08,11.65,3.4,0.15,36.0,1.43,114.5,81.0,24.6,0.0,1.6
2022-12-19 16:00:00,2022-12-19 17:00:00,117.5,177.5,2.77,46.75,27.1,31.9,23.47,1.19,97.67,1.38,9.0,3.67,0.2,37.75,1.18,123.25,31.5,24.17,0.0,1.8
2022-12-19 17:00:00,2022-12-19 18:00:00,135.5,205.0,5.58,84.93,49.7,36.88,24.77,2.05,45.85,2.85,12.57,7.08,0.4,42.5,0.5,48.0,13.0,23.38,0.0,1.93
2022-12-19 18:00:00,2022-12-19 19:00:00,199.75,308.75,15.6,97.48,64.58,42.2,24.68,3.14,19.1,5.3,21.15,13.05,0.88,46.75,0.4,24.75,12.0,22.77,0.0,3.2
2022-12-19 19:00:00,2022-12-19 20:00:00,312.0,421.0,57.95,101.9,101.32,52.82,25.2,5.31,1.95,7.32,30.9,20.95,1.33,57.25,0.33,165.25,12.0,21.9,0.0,6.47
2022-12-19 20:00:00,2022-12-19 21:00:00,442.5,573.0,74.72,93.53,110.53,58.75,27.92,5.85,1.32,11.25,38.8,24.53,1.65,61.5,0.25,170.0,12.0,21.52,0.0,5.57
2022-12-19 21:00:00,2022-12-19 22:00:00,488.0,589.75,47.12,76.03,78.73,65.08,25.55,3.95,0.6,9.8,34.03,22.68,1.53,65.25,0.33,325.25,12.0,20.85,0.0,4.42
2022-12-19 22:00:00,2022-12-19 23:00:00,412.0,494.5,12.85,57.97,41.3,58.15,23.95,1.96,4.5,5.38,19.47,11.95,0.8,66.75,0.5,327.75,12.0,20.3,0.0,5.53
2022-12-19 23:00:00,2022-12-20 00:00:00,282.75,339.75,0.97,35.95,19.9,50.38,26.37,0.76,14.9,2.52,9.32,4.72,0.27,69.75,0.4,309.5,12.0,19.88,0.0,2.33
2022-12-20 00:00:00,2022-12-20 01:00:00,179.25,206.0,0.27,34.27,18.48,45.5,33.33,0.35,15.65,1.7,6.62,2.67,0.15,70.0,0.57,306.0,12.0,19.77,0.0,0.6
2022-12-20 01:00:00,2022-12-20 02:00:00,161.75,187.25,0.47,40.3,21.83,41.92,41.38,0.27,17.77,1.38,5.77,1.97,0.1,70.25,0.68,305.25,12.0,19.4,0.0,0.8
2022-12-20 02:00:00,2022-12-20 03:00:00,165.25,186.0,0.38,38.07,20.55,39.3,52.5,0.31,29.2,1.12,4.78,1.18,0.03,72.0,0.55,295.0,12.0,19.1,0.0,0.48
2022-12-20 03:00:00,2022-12-20 04:00:00,175.5,186.0,0.2,34.03,18.27,36.9,74.1,0.28,31.7,1.18,4.9,0.95,0.05,72.5,0.62,302.75,12.0,19.02,0.0,0.03
2022-12-20 04:00:00,2022-12-20 05:00:00,171.0,183.5,0.33,30.55,16.43,34.42,46.9,0.27,30.58,1.1,4.6,0.92,,73.0,0.55,290.5,12.0,18.92,0.0,0.2
2022-12-20 05:00:00,2022-12-20 06:00:00,168.5,185.0,0.25,37.5,20.15,34.73,47.38,0.39,21.82,1.37,4.58,0.95,0.03,73.25,0.57,315.25,12.0,18.95,0.0,0.1
2022-12-20 06:00:00,2022-12-20 07:00:00,194.75,225.25,3.65,49.75,29.45,36.55,62.2,0.8,10.6,1.85,5.6,1.57,0.1,75.0,0.57,326.75,13.0,18.82,0.0,0.42
2022-12-20 07:00:00,2022-12-20 08:00:00,244.0,300.75,13.45,60.25,42.98,38.8,66.83,1.13,10.05,2.7,6.9,2.45,0.15,74.0,0.67,239.25,31.25,18.98,0.0,0.68
2022-12-20 08:00:00,2022-12-20 09:00:00,314.5,399.25,26.87,83.85,66.45,40.82,63.62,2.08,13.25,4.08,9.68,4.47,0.28,64.5,0.32,316.0,76.5,20.33,0.0,1.65
2022-12-20 09:00:00,2022-12-20 10:00:00,414.25,507.75,7.58,61.52,38.88,48.45,55.38,2.02,77.4,4.83,12.25,6.4,0.4,53.25,0.45,328.75,149.5,22.12,0.0,2.4
2022-12-20 10:00:00,2022-12-20 11:00:00,359.0,463.5,2.42,35.58,20.88,44.8,36.55,1.19,101.12,2.15,12.72,3.7,0.2,45.5,0.55,128.0,204.0,23.33,0.0,1.85
2022-12-20 11:00:00,2022-12-20 12:00:00,202.0,257.75,1.65,31.85,18.25,39.05,24.65,1.06,98.72,1.35,19.03,3.0,0.15,35.0,0.7,115.75,237.25,24.2,0.0,1.43
2022-12-20 12:00:00,2022-12-20 13:00:00,148.25,200.75,1.7,26.93,15.67,32.52,22.5,0.85,98.03,1.05,22.38,2.9,0.18,30.5,1.2,74.5,236.0,24.52,0.0,1.38
2022-12-20 13:00:00,2022-12-20 14:00:00,101.0,167.25,1.23,24.45,14.0,28.38,22.4,0.75,109.62,0.77,18.1,2.27,0.1,29.75,1.45,59.25,209.0,24.8,0.0,0.8
2022-12-20 14:00:00,2022-12-20 15:00:00,89.0,141.25,1.3,25.7,14.75,27.5,23.02,0.71,120.53,0.75,14.5,2.03,0.1,30.5,1.43,89.75,146.25,24.88,0.0,0.85
2022-12-20 15:00:00,2022-12-20 16:00:00,99.0,150.75,1.4,25.47,14.65,27.05,24.5,0.76,121.33,0.77,10.82,2.2,0.1,32.0,1.35,120.25,80.5,24.75,0.0,0.95
2022-12-20 16:00:00,2022-12-20 17:00:00,88.0,137.75,1.02,30.62,17.12,26.85,24.13,1.01,115.9,0.83,7.5,2.17,0.12,34.75,0.9,66.5,30.75,24.42,0.0,0.5
2022-12-20 17:00:00,2022-12-20 18:00:00,118.25,181.0,3.12,82.83,46.6,28.6,30.7,2.57,50.3,2.32,10.93,5.12,0.33,44.5,0.38,91.25,13.0,23.5,0.0,0.78
2022-12-20 18:00:00,2022-12-20 19:00:00,205.5,315.75,71.75,125.42,125.05,21.65,34.3,6.36,1.02,6.92,31.68,19.43,1.47,51.75,0.3,217.25,12.0,22.83,0.0,0.0
2022-12-20 19:00:00,2022-12-20 20:00:00,319.75,482.5,48.55,104.08,94.8,0.1,36.52,4.98,1.75,10.82,54.35,30.83,2.1,60.5,0.35,320.75,12.0,21.77,0.0,0.0
2022-12-20 20:00:00,2022-12-20 21:00:00,468.0,612.75,35.58,88.12,75.8,0.1,51.77,3.99,1.6,7.78,56.83,15.1,1.2,64.25,0.53,324.75,12.0,21.12,0.0,3.65
2022-12-20 21:00:00,2022-12-20 22:00:00,434.75,513.0,3.5,61.75,35.7,0.2,48.2,2.04,11.93,4.33,34.12,7.83,0.55,67.5,0.4,309.0,12.0,20.6,0.0,2.2
2022-12-20 22:00:00,2022-12-20 23:00:00,277.25,320.0,2.72,52.73,30.23,0.1,40.3,1.7,12.3,2.95,17.2,5.25,0.32,69.25,0.55,321.25,12.0,20.32,0.0,2.58
2022-12-20 23:00:00,2022-12-21 00:00:00,234.5,267.0,1.15,48.62,26.8,,45.8,1.26,18.43,2.33,12.65,3.45,0.22,70.75,0.38,315.75,12.0,20.12,0.0,1.73
2022-12-21 00:00:00,2022-12-21 01:00:00,219.25,248.25,1.3,51.72,28.55,,42.98,0.9,15.7,2.0,10.8,2.77,0.18,71.0,0.4,327.75,12.0,20.1,0.0,0.93
2022-12-21 01:00:00,2022-12-21 02:00:00,200.0,230.25,0.33,46.68,25.1,0.15,36.85,0.7,20.2,1.95,8.95,2.12,0.1,71.75,0.6,306.0,12.0,19.92,0.0,0.93
2022-12-21 02:00:00,2022-12-21 03:00:00,184.0,214.75,0.27,40.1,21.5,0.1,34.7,0.57,26.75,1.73,6.75,1.38,0.05,72.0,0.38,296.25,12.0,19.85,0.0,0.42
2022-12-21 03:00:00,2022-12-21 04:00:00,175.75,190.5,0.3,40.45,21.57,,35.23,0.68,10.55,1.6,6.72,1.45,0.1,72.25,0.33,323.0,12.0,19.62,0.0,0.03
2022-12-21 04:00:00,2022-12-21 05:00:00,174.0,185.25,1.98,45.8,26.0,0.15,36.27,0.91,7.95,1.98,7.85,1.7,0.1,72.75,0.43,146.5,12.0,19.98,0.0,0.2
2022-12-21 05:00:00,2022-12-21 06:00:00,185.25,199.75,1.32,42.42,23.65,0.1,28.3,0.92,10.08,2.08,8.25,2.15,0.1,74.25,0.33,228.25,12.0,19.97,0.0,1.0
2022-12-21 06:00:00,2022-12-21 07:00:00,214.5,233.0,7.78,43.8,29.65,0.1,24.85,1.1,0.7,2.88,10.3,2.73,0.15,77.75,0.55,303.5,13.0,19.4,0.0,1.32
2022-12-21 07:00:00,2022-12-21 08:00:00,243.5,290.5,14.7,48.72,37.85,0.12,29.95,1.32,3.77,3.02,9.35,2.88,0.17,77.5,0.53,303.0,31.0,19.4,0.0,0.75
2022-12-21 08:00:00,2022-12-21 09:00:00,289.75,351.5,20.55,65.4,51.5,0.1,42.73,1.97,8.5,4.47,10.62,4.08,0.28,69.75,0.28,321.5,79.0,20.43,0.0,1.0
2022-12-21 09:00:00,2022-12-21 10:00:00,353.25,440.5,8.88,72.12,45.55,0.2,50.58,1.72,47.7,4.2,12.47,5.48,0.43,59.75,0.62,176.75,136.75,21.95,0.0,2.02
2022-12-21 10:00:00,2022-12-21 11:00:00,324.75,401.75,4.6,48.83,29.73,,43.2,1.27,85.38,2.52,14.0,4.5,0.33,53.0,0.68,183.25,188.5,22.88,0.0,1.77
2022-12-21 11:00:00,2022-12-21 12:00:00,262.25,324.0,2.6,43.35,25.2,24.8,31.25,1.21,103.17,1.9,17.77,4.0,0.3,46.0,0.72,172.75,221.5,23.65,0.0,2.15
2022-12-21 12:00:00,2022-12-21 13:00:00,215.5,270.25,2.13,39.6,22.83,30.4,28.98,1.05,99.4,1.58,21.2,3.9,0.25,37.0,0.95,168.75,221.5,24.23,0.0,2.1
2022-12-21 13:00:00,2022-12-21 14:00:00,168.75,277.0,1.88,34.68,19.97,45.33,24.92,0.82,92.15,1.2,19.52,3.48,0.2,28.25,1.23,167.25,194.75,24.6,0.0,1.45
2022-12-21 14:00:00,2022-12-21 15:00:00,112.25,306.5,2.9,36.5,21.75,39.77,21.75,0.8,77.28,0.88,15.07,2.98,0.15,24.25,1.17,172.25,143.75,24.85,0.0,1.1
2022-12-21 15:00:00,2022-12-21 16:00:00,77.75,129.5,3.33,41.67,24.85,33.83,21.85,0.98,74.2,1.22,13.98,4.0,0.27,26.25,0.88,172.5,80.0,24.82,0.0,0.48
2022-12-21 16:00:00,2022-12-21 17:00:00,80.5,134.0,5.53,74.65,44.2,35.08,28.42,1.61,55.0,1.58,12.13,5.47,0.35,32.5,0.92,161.5,32.0,24.27,0.0,0.0
2022-12-21 17:00:00,2022-12-21 18:00:00,141.25,194.75,28.42,99.85,76.2,48.05,41.08,3.65,21.9,3.38,19.07,12.43,0.85,42.75,0.8,140.25,13.0,23.58,0.0,0.0
2022-12-21 18:00:00,2022-12-21 19:00:00,250.75,337.25,62.6,111.3,110.12,51.35,33.68,5.3,3.97,8.65,41.1,25.65,1.7,51.0,0.38,191.75,12.0,22.8,0.0,4.62
2022-12-21 19:00:00,2022-12-21 20:00:00,302.25,438.75,98.8,106.82,137.12,74.18,30.57,5.99,1.1,8.38,39.35,26.38,1.85,57.75,0.3,334.0,12.0,22.03,0.0,3.4
2022-12-21 20:00:00,2022-12-21 21:00:00,393.0,540.0,53.68,82.33,87.42,81.67,36.5,4.04,0.97,9.8,71.22,20.78,1.68,60.75,0.5,316.5,12.0,21.27,0.0,1.15
2022-12-21 21:00:00,2022-12-21 22:00:00,404.5,522.0,30.43,70.05,62.0,71.28,38.5,2.92,0.47,4.85,42.4,11.35,0.82,63.25,0.4,319.75,12.0,20.92,0.0,2.42
2022-12-21 22:00:00,2022-12-21 23:00:00,298.0,375.75,38.12,64.48,65.33,75.15,33.6,3.14,0.1,5.6,30.8,12.2,0.88,65.75,0.28,314.0,12.0,20.8,0.0,4.67
2022-12-21 23:00:00,2022-12-22 00:00:00,306.0,385.5,11.27,51.12,36.38,70.1,30.43,1.68,2.25,4.7,23.9,9.3,0.73,69.25,0.5,324.25,12.0,20.35,0.0,4.12
2022-12-22 00:00:00,2022-12-22 01:00:00,250.75,310.0,20.05,55.98,46.08,69.45,36.4,1.14,,3.25,14.33,4.45,0.38,71.5,0.43,316.0,12.0,20.07,0.0,0.82
2022-12-22 01:00:00,2022-12-22 02:00:00,245.75,312.0,26.48,61.75,54.38,69.58,30.3,1.67,,3.67,17.15,4.22,0.35,71.25,0.53,159.75,12.0,20.45,0.0,0.47
2022-12-22 02:00:00,2022-12-22 03:00:00,273.75,326.25,1.02,46.83,25.75,74.1,27.5,0.68,21.18,3.95,16.27,4.8,0.4,68.0,0.72,139.25,12.0,20.67,0.0,1.75
2022-12-22 03:00:00,2022-12-22 04:00:00,290.0,308.0,0.28,33.22,17.9,69.53,23.85,0.52,30.58,2.25,6.6,2.0,0.1,69.0,0.53,139.25,12.0,20.58,0.0,0.65
2022-12-22 04:00:00,2022-12-22 05:00:00,250.0,252.0,0.53,35.98,19.55,67.58,20.98,0.54,19.52,1.98,5.7,1.62,0.1,72.0,0.38,239.75,12.0,20.27,0.0,0.7
2022-12-22 05:00:00,2022-12-22 06:00:00,246.0,265.0,3.27,39.58,23.73,67.1,19.05,0.66,2.73,2.92,8.0,2.67,0.15,74.25,0.35,240.25,12.0,19.85,0.0,0.62
2022-12-22 06:00:00,2022-12-22 07:00:00,251.25,276.25,5.6,42.6,27.2,69.7,19.08,0.8,5.93,3.03,8.75,3.12,0.17,74.0,0.5,216.75,12.75,19.88,0.0,0.1
2022-12-22 07:00:00,2022-12-22 08:00:00,272.75,315.25,6.22,45.58,29.27,72.38,21.88,0.74,17.05,2.62,7.05,2.45,0.12,72.25,0.72,145.0,34.5,20.23,0.0,0.4
2022-12-22 08:00:00,2022-12-22 09:00:00,304.25,355.0,6.28,50.77,32.1,72.33,26.3,0.92,22.0,2.45,7.6,2.97,0.17,67.75,0.62,177.75,78.25,20.75,0.0,0.73
2022-12-22 09:00:00,2022-12-22 10:00:00,338.75,404.5,7.07,61.95,38.67,73.65,30.47,1.15,42.77,2.57,8.68,3.33,0.23,62.0,0.62,179.5,136.0,21.55,0.0,1.0
2022-12-22 10:00:00,2022-12-22 11:00:00,359.0,439.0,5.38,54.97,33.62,71.15,30.6,1.71,65.9,2.83,14.7,4.53,0.3,50.5,0.93,157.25,186.0,22.5,0.0,1.67
2022-12-22 11:00:00,2022-12-22 12:00:00,312.75,400.0,3.75,48.2,28.65,59.25,27.45,1.58,78.45,1.7,16.73,3.83,0.2,39.5,1.05,160.25,222.0,23.35,0.0,2.0
2022-12-22 12:00:00,2022-12-22 13:00:00,227.75,298.0,3.33,52.83,30.83,49.8,25.95,1.45,84.55,1.55,23.38,4.55,0.3,34.25,1.07,171.75,228.75,24.12,0.0,2.45
2022-12-22 13:00:00,2022-12-22 14:00:00,169.0,225.5,3.3,37.3,22.52,38.65,20.7,1.2,72.72,1.15,22.62,3.95,0.27,24.5,1.25,166.0,201.75,24.55,0.0,2.02
2022-12-22 14:00:00,2022-12-22 15:00:00,91.75,139.0,3.67,34.15,21.15,28.73,17.3,1.0,66.15,0.97,18.83,3.62,0.2,21.5,1.2,179.75,143.5,24.8,0.0,1.85
2022-12-22 15:00:00,2022-12-22 16:00:00,59.0,117.25,4.4,37.75,23.62,25.75,18.62,1.2,61.9,1.0,13.9,3.85,0.25,24.5,1.32,167.0,78.5,24.6,0.0,1.0
2022-12-22 16:00:00,2022-12-22 17:00:00,71.75,116.5,3.4,46.58,27.52,28.88,21.48,1.43,58.73,1.25,10.53,4.85,0.3,34.5,1.37,156.5,31.75,24.0,0.0,0.68
2022-12-22 17:00:00,2022-12-22 18:00:00,96.25,154.5,15.5,86.08,58.4,37.17,25.55,2.87,23.75,2.35,13.5,8.38,0.57,42.25,0.85,151.0,13.25,23.38,0.0,1.33
2022-12-22 18:00:00,2022-12-22 19:00:00,149.5,228.0,67.35,101.38,108.7,50.28,29.88,5.33,4.18,5.53,39.23,19.85,1.52,45.5,0.5,154.25,12.0,22.95,0.0,0.0
2022-12-22 19:00:00,2022-12-22 20:00:00,245.75,351.0,81.82,92.67,115.83,67.38,29.8,5.73,1.4,7.78,64.92,29.0,2.42,53.25,0.32,250.75,12.0,22.2,0.0,2.02
2022-12-22 20:00:00,2022-12-22 21:00:00,422.33,568.0,91.1,80.02,116.62,86.22,54.97,5.56,1.65,10.28,48.62,22.3,1.6,61.0,0.33,334.0,12.0,21.35,0.0,6.17
2022-12-22 21:00:00,2022-12-22 22:00:00,553.75,743.25,86.4,64.22,104.4,75.32,42.92,5.48,1.05,9.35,47.3,18.9,1.38,62.75,0.33,171.5,12.0,21.15,0.0,0.0
2022-12-22 22:00:00,2022-12-22 23:00:00,453.25,584.75,63.7,62.52,85.03,74.33,31.25,4.4,0.35,8.75,41.68,20.07,1.37,62.0,0.28,277.75,12.0,21.07,0.0,2.23
2022-12-22 23:00:00,2022-12-23 00:00:00,336.0,445.25,27.45,42.62,45.0,70.05,24.23,2.14,,5.6,22.62,12.62,0.93,66.75,0.28,326.75,12.0,20.48,0.0,0.0
2022-12-23 00:00:00,2022-12-23 01:00:00,231.5,328.75,16.62,42.1,35.9,67.7,21.48,0.67,,3.62,15.25,6.77,0.53,67.25,0.22,325.75,12.0,20.3,0.0,3.3
2022-12-23 01:00:00,2022-12-23 02:00:00,200.75,259.5,8.65,46.58,31.82,68.3,21.18,0.51,8.93,2.92,12.4,4.9,0.33,64.5,0.53,169.0,12.0,20.72,0.0,2.62
2022-12-23 02:00:00,2022-12-23 03:00:00,187.0,210.0,1.05,34.67,19.27,67.05,19.15,0.23,19.55,1.68,6.23,2.45,0.1,66.0,0.5,166.5,12.0,20.68,0.0,0.82
2022-12-23 03:00:00,2022-12-23 04:00:00,180.67,185.33,0.4,33.72,18.3,65.85,18.2,0.07,21.67,1.62,7.25,1.88,0.1,67.5,0.55,169.25,12.0,20.5,0.0,0.82
2022-12-23 04:00:00,2022-12-23 05:00:00,,,0.2,33.12,17.75,64.5,17.45,,25.02,1.6,5.65,1.55,0.08,69.0,0.75,163.75,12.0,20.3,0.0,0.67
2022-12-23 05:00:00,2022-12-23 06:00:00,,,0.3,28.02,15.15,64.6,16.95,0.01,29.88,1.65,4.65,1.25,,72.5,1.15,160.5,12.0,20.1,0.0,0.5
2022-12-23 06:00:00,2022-12-23 07:00:00,221.0,223.5,0.33,26.35,14.28,65.25,16.07,0.08,27.67,1.7,4.08,1.05,,75.25,1.02,165.0,12.75,19.88,0.0,0.38
2022-12-23 07:00:00,2022-12-23 08:00:00,242.75,249.25,3.2,37.15,22.35,66.28,15.9,0.26,17.5,1.9,4.6,1.5,0.08,76.25,1.0,169.25,30.25,19.88,0.0,0.62
2022-12-23 08:00:00,2022-12-23 09:00:00,270.5,287.25,6.35,43.62,28.35,66.97,17.75,0.36,18.6,2.15,5.3,2.12,0.1,70.5,0.88,184.5,77.0,20.3,0.0,0.9
2022-12-23 09:00:00,2022-12-23 10:00:00,273.25,302.75,5.6,40.6,26.15,65.62,20.62,0.28,41.9,2.05,5.88,2.7,0.12,59.5,1.05,182.25,135.5,21.15,0.0,0.97
2022-12-23 10:00:00,2022-12-23 11:00:00,229.25,265.25,3.15,31.6,19.35,58.58,20.55,1.32,58.77,1.62,8.75,2.82,0.12,48.5,1.1,185.75,186.75,22.08,0.0,1.2
2022-12-23 11:00:00,2022-12-23 12:00:00,181.25,228.25,2.9,35.7,21.35,53.62,23.4,1.38,66.53,1.25,13.05,2.62,0.12,40.5,1.02,182.0,216.0,23.15,0.0,0.95
2022-12-23 12:00:00,2022-12-23 13:00:00,159.0,202.5,2.13,34.53,20.1,46.48,24.35,1.39,75.65,1.3,18.1,3.4,0.17,39.5,1.2,176.25,214.25,23.73,0.0,1.68
2022-12-23 13:00:00,2022-12-23 14:00:00,138.0,180.0,1.88,34.65,19.98,43.42,21.88,1.31,83.53,1.15,16.62,3.5,0.2,37.25,1.3,180.5,178.0,24.07,0.0,1.23
2022-12-23 14:00:00,2022-12-23 15:00:00,128.5,171.5,1.73,35.6,20.33,40.12,20.2,1.3,82.65,1.18,14.03,3.53,0.2,35.0,1.05,187.25,140.0,24.55,0.0,1.7
2022-12-23 15:00:00,2022-12-23 16:00:00,101.0,153.75,1.83,31.43,18.2,36.42,19.23,1.22,89.15,1.18,13.32,3.82,0.25,33.75,0.88,192.25,77.5,24.58,0.0,0.15
2022-12-23 16:00:00,2022-12-23 17:00:00,90.0,184.0,1.75,41.12,23.32,36.15,19.95,1.48,79.5,1.23,9.15,3.88,0.25,40.5,0.68,193.0,32.25,24.03,0.0,0.0
