From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree)
2022-05-28 15:00:00,2022-05-28 16:00:00,64.1,178.58,0.28,3.01,3.28,5.38,0.54,94.39,46.41,3.32,173.39,341.12,800.24,33.7
2022-05-28 16:00:00,2022-05-28 17:00:00,66.65,181.2,0.27,2.81,3.07,5.06,0.54,93.73,46.23,2.67,207.61,151.64,800.24,33.48
2022-05-28 17:00:00,2022-05-28 18:00:00,59.99,161.98,0.27,3.08,3.35,4.8,0.55,97.28,47.54,2.23,197.94,108.59,800.24,32.85
2022-05-28 18:00:00,2022-05-28 19:00:00,49.54,120.01,0.26,2.85,3.11,4.55,0.53,84.41,52.51,1.55,184.05,25.04,800.24,31.14
2022-05-28 19:00:00,2022-05-28 20:00:00,65.14,142.95,0.27,2.93,3.2,4.1,0.52,78.25,57.03,1.32,110.18,0.83,800.24,29.62
2022-05-28 20:00:00,2022-05-28 21:00:00,50.38,159.41,0.28,2.85,3.13,4.03,0.56,70.58,60.61,0.91,144.07,0.6,800.24,28.74
2022-05-28 21:00:00,2022-05-28 22:00:00,41.46,148.05,0.28,2.91,3.19,4.02,0.57,62.36,65.47,4.63,233.54,0.61,800.26,28.07
2022-05-28 22:00:00,2022-05-28 23:00:00,33.23,139.57,0.28,2.73,3.01,3.9,0.45,49.37,74.02,3.02,145.54,0.81,800.24,24.3
2022-05-28 23:00:00,2022-05-29 00:00:00,29.9,67.23,0.28,2.01,2.29,3.17,0.34,57.03,59.41,2.77,109.19,0.8,800.26,26.23
2022-05-29 00:00:00,2022-05-29 01:00:00,30.06,66.76,0.28,1.88,2.16,3.01,0.33,40.42,61.5,1.94,150.86,0.6,800.24,25.91
2022-05-29 01:00:00,2022-05-29 02:00:00,29.78,72.52,0.28,1.76,2.04,3.04,0.31,30.99,64.01,1.27,212.99,0.6,800.24,25.57
2022-05-29 02:00:00,2022-05-29 03:00:00,19.92,77.04,0.28,1.87,2.15,3.01,0.33,29.33,69.47,1.12,237.77,0.6,800.24,25.03
2022-05-29 03:00:00,2022-05-29 04:00:00,22.5,78.64,0.29,1.89,2.17,3.22,0.33,18.61,76.03,1.23,230.34,0.61,800.24,24.07
2022-05-29 04:00:00,2022-05-29 05:00:00,31.33,91.33,0.29,2.3,2.59,3.04,0.36,13.48,80.23,1.0,214.2,0.62,800.24,23.15
2022-05-29 05:00:00,2022-05-29 06:00:00,67.21,111.23,0.3,2.41,2.71,3.37,0.41,15.4,82.03,0.32,190.59,4.65,800.24,22.66
2022-05-29 06:00:00,2022-05-29 07:00:00,55.44,118.06,0.34,2.97,3.31,4.4,0.52,13.01,74.66,0.51,182.67,28.73,800.24,24.19
2022-05-29 07:00:00,2022-05-29 08:00:00,43.26,91.49,0.32,2.69,3.0,3.71,0.46,18.96,63.43,0.95,182.62,116.31,800.24,26.54
2022-05-29 08:00:00,2022-05-29 09:00:00,36.45,75.36,0.32,2.42,2.73,3.49,0.43,26.86,56.88,1.29,236.17,263.94,800.25,28.06
2022-05-29 09:00:00,2022-05-29 10:00:00,34.83,76.99,0.3,2.89,3.2,3.89,0.42,43.48,53.06,1.97,103.56,231.15,800.24,28.74
2022-05-29 10:00:00,2022-05-29 11:00:00,42.48,95.66,0.29,3.08,3.37,3.53,0.46,61.12,48.05,1.79,95.58,421.59,800.24,30.04
2022-05-29 11:00:00,2022-05-29 12:00:00,30.9,88.1,0.28,2.22,2.5,3.25,0.41,81.74,41.12,1.71,116.09,565.75,800.24,32.51
2022-05-29 12:00:00,2022-05-29 13:00:00,39.14,96.26,0.28,2.06,2.34,3.46,0.41,64.68,41.52,2.44,177.58,591.59,800.24,33.36
2022-05-29 13:00:00,2022-05-29 14:00:00,45.16,123.4,0.28,2.16,2.44,3.86,0.43,79.38,39.39,2.16,185.41,566.31,800.24,34.83
2022-05-29 14:00:00,2022-05-29 15:00:00,50.36,127.81,0.28,1.96,2.23,3.95,0.44,68.15,42.56,2.34,195.23,459.21,800.24,34.55
2022-05-29 15:00:00,2022-05-29 16:00:00,45.51,133.78,0.28,2.0,2.28,3.82,0.44,74.57,40.06,2.69,204.75,402.69,800.24,35.29
2022-05-29 16:00:00,2022-05-29 17:00:00,51.41,137.67,0.28,2.05,2.33,3.75,0.43,75.66,41.97,3.26,178.57,243.08,800.24,34.44
2022-05-29 17:00:00,2022-05-29 18:00:00,60.09,156.05,0.28,2.77,3.05,4.06,0.48,73.71,44.62,3.27,214.51,135.79,800.24,33.56
2022-05-29 18:00:00,2022-05-29 19:00:00,60.14,170.28,0.28,2.92,3.19,4.03,0.56,88.66,51.49,2.33,191.28,37.36,800.24,32.08
2022-05-29 19:00:00,2022-05-29 20:00:00,39.89,148.86,0.27,2.59,2.86,3.98,0.49,91.81,58.59,1.65,159.0,1.8,800.24,30.54
2022-05-29 20:00:00,2022-05-29 21:00:00,33.21,155.42,0.28,2.67,2.95,3.81,0.53,86.1,61.38,1.18,128.3,0.6,800.25,29.97
2022-05-29 21:00:00,2022-05-29 22:00:00,39.77,149.52,0.28,2.83,3.12,3.93,0.57,75.63,63.91,1.71,109.47,0.61,800.24,29.33
2022-05-29 22:00:00,2022-05-29 23:00:00,43.46,166.32,0.27,2.83,3.11,3.79,0.58,64.21,67.16,1.17,117.75,0.61,800.24,28.55
2022-05-29 23:00:00,2022-05-30 00:00:00,36.66,161.47,0.29,2.5,2.79,3.96,0.56,34.13,73.96,0.49,160.27,0.62,800.24,27.14
2022-05-30 00:00:00,2022-05-30 01:00:00,30.48,140.81,0.29,2.17,2.46,4.04,0.54,31.17,77.22,0.55,170.57,0.62,800.24,26.21
2022-05-30 01:00:00,2022-05-30 02:00:00,40.25,127.99,0.29,2.01,2.3,4.13,0.51,32.48,78.26,0.77,155.21,0.6,800.24,25.91
2022-05-30 02:00:00,2022-05-30 03:00:00,36.89,118.16,0.28,1.93,2.21,3.98,0.48,32.66,78.38,0.56,157.23,0.62,800.24,25.43
2022-05-30 03:00:00,2022-05-30 04:00:00,40.07,107.21,0.29,1.8,2.08,3.94,0.46,29.86,76.95,0.88,133.12,0.61,800.25,25.56
2022-05-30 04:00:00,2022-05-30 05:00:00,47.97,106.2,0.28,1.78,2.05,3.89,0.46,26.39,80.33,0.92,164.46,0.64,800.26,24.96
2022-05-30 05:00:00,2022-05-30 06:00:00,58.58,103.86,0.29,1.84,2.12,3.95,0.46,26.83,80.76,1.36,132.04,9.32,800.24,24.75
2022-05-30 06:00:00,2022-05-30 07:00:00,53.13,122.5,0.29,2.01,2.3,4.16,0.5,31.34,76.89,1.38,121.51,52.34,800.25,25.9
2022-05-30 07:00:00,2022-05-30 08:00:00,57.14,143.51,0.29,2.62,2.92,4.11,0.54,34.71,66.25,1.57,111.5,156.78,800.24,27.6
2022-05-30 08:00:00,2022-05-30 09:00:00,39.04,144.55,0.29,2.35,2.64,4.01,0.55,37.81,60.31,1.51,214.51,260.86,800.24,29.47
2022-05-30 09:00:00,2022-05-30 10:00:00,47.58,138.72,0.29,2.44,2.74,4.17,0.53,43.5,54.54,1.95,227.15,374.66,800.24,30.44
2022-05-30 10:00:00,2022-05-30 11:00:00,50.6,115.91,0.29,2.25,2.53,4.17,0.48,45.63,49.64,1.9,208.11,479.43,800.24,32.02
2022-05-30 11:00:00,2022-05-30 12:00:00,48.87,94.59,0.29,2.72,3.01,3.76,0.43,47.21,46.71,1.84,110.53,513.77,800.24,33.19
2022-05-30 12:00:00,2022-05-30 13:00:00,50.86,122.21,0.27,2.27,2.54,3.65,0.46,58.7,43.88,2.64,170.22,535.87,800.24,33.67
2022-05-30 13:00:00,2022-05-30 14:00:00,54.6,158.47,0.27,2.33,2.6,3.58,0.46,57.31,41.75,2.6,170.91,512.07,800.24,34.26
2022-05-30 14:00:00,2022-05-30 15:00:00,55.65,169.82,0.29,2.21,2.5,3.59,0.32,52.75,39.37,3.08,185.25,453.91,800.24,34.85
2022-05-30 15:00:00,2022-05-30 16:00:00,43.4,178.8,0.29,2.42,2.71,3.98,0.33,41.9,47.76,3.24,212.17,340.53,800.24,34.32
2022-05-30 16:00:00,2022-05-30 17:00:00,37.3,186.71,0.27,2.88,3.14,4.75,0.4,48.34,49.42,3.28,207.46,222.76,800.24,34.01
2022-05-30 17:00:00,2022-05-30 18:00:00,51.73,187.25,0.28,2.58,2.85,4.31,0.43,63.18,50.99,2.16,193.55,128.68,800.24,33.55
2022-05-30 18:00:00,2022-05-30 19:00:00,38.65,171.04,0.28,2.23,2.51,4.14,0.36,65.01,55.99,1.99,175.0,38.13,800.24,31.97
2022-05-30 19:00:00,2022-05-30 20:00:00,44.71,192.72,0.28,2.35,2.63,3.99,0.37,56.65,63.17,0.68,201.38,2.02,800.24,30.35
2022-05-30 20:00:00,2022-05-30 21:00:00,38.42,176.86,0.29,2.56,2.85,4.07,0.45,61.29,64.76,0.75,168.3,0.62,800.24,29.64
2022-05-30 21:00:00,2022-05-30 22:00:00,39.08,168.02,0.28,2.47,2.75,4.09,0.44,55.68,66.18,1.69,113.62,0.63,800.24,29.23
2022-05-30 22:00:00,2022-05-30 23:00:00,34.16,159.16,0.29,2.54,2.83,4.33,0.44,34.96,70.96,0.98,126.77,0.64,800.24,28.27
2022-05-30 23:00:00,2022-05-31 00:00:00,27.4,148.67,0.29,2.22,2.5,4.5,0.42,31.67,77.05,0.37,161.44,0.63,800.24,26.82
2022-05-31 00:00:00,2022-05-31 01:00:00,37.98,140.08,0.28,2.11,2.4,4.5,0.4,27.18,79.95,0.31,166.14,0.62,800.24,25.97
2022-05-31 01:00:00,2022-05-31 02:00:00,34.17,127.31,0.3,1.95,2.25,4.42,0.38,24.0,79.01,0.5,171.19,0.61,800.24,25.41
2022-05-31 02:00:00,2022-05-31 03:00:00,42.7,125.98,0.29,1.85,2.15,4.32,0.34,24.45,73.0,0.75,138.87,0.61,800.24,24.92
2022-05-31 03:00:00,2022-05-31 04:00:00,48.7,131.16,0.29,1.84,2.12,4.02,0.3,20.63,72.51,1.02,124.62,0.6,800.25,25.04
2022-05-31 04:00:00,2022-05-31 05:00:00,43.23,145.31,0.29,2.14,2.43,4.26,0.36,17.56,79.09,0.65,137.84,0.63,800.26,24.93
2022-05-31 05:00:00,2022-05-31 06:00:00,63.02,144.12,0.3,2.22,2.51,4.52,0.4,14.7,75.52,0.94,212.38,10.62,800.25,24.25
2022-05-31 06:00:00,2022-05-31 07:00:00,61.18,140.63,0.3,2.23,2.53,4.77,0.39,14.49,68.67,1.02,187.04,64.76,800.24,25.05
2022-05-31 07:00:00,2022-05-31 08:00:00,53.46,161.56,0.34,2.63,2.97,4.56,0.39,14.07,68.17,1.16,226.71,146.16,800.24,27.01
2022-05-31 08:00:00,2022-05-31 09:00:00,49.46,177.47,0.32,2.71,3.04,4.67,0.43,31.51,55.07,0.99,215.87,296.37,800.24,30.23
2022-05-31 09:00:00,2022-05-31 10:00:00,69.24,190.76,0.29,2.42,2.71,4.29,0.4,51.71,42.5,1.53,148.66,370.31,800.24,32.69
2022-05-31 10:00:00,2022-05-31 11:00:00,83.95,204.63,0.29,2.15,2.44,3.94,0.34,44.92,39.96,2.79,196.73,472.71,800.25,32.52
2022-05-31 11:00:00,2022-05-31 12:00:00,70.59,194.28,0.28,1.7,1.98,3.6,0.3,45.81,36.17,2.62,232.94,563.74,800.24,33.36
2022-05-31 12:00:00,2022-05-31 13:00:00,75.56,189.66,0.28,1.54,1.81,3.38,0.25,85.1,25.5,1.52,181.65,586.5,800.24,36.3
2022-05-31 13:00:00,2022-05-31 14:00:00,80.65,203.12,0.27,1.65,1.92,3.26,0.25,90.51,24.68,2.5,212.56,562.62,800.24,37.13
2022-05-31 14:00:00,2022-05-31 15:00:00,42.99,207.77,0.29,1.88,2.17,3.78,0.29,33.8,31.47,2.8,202.74,435.79,800.26,36.54
2022-05-31 15:00:00,2022-05-31 16:00:00,25.91,201.11,0.29,2.18,2.46,3.91,0.28,52.25,36.73,5.3,256.65,105.34,803.43,32.51
2022-05-31 16:00:00,2022-05-31 17:00:00,93.51,194.81,0.28,2.15,2.43,3.97,0.24,38.77,45.67,2.23,227.97,228.46,800.24,29.84
2022-05-31 17:00:00,2022-05-31 18:00:00,14.75,121.73,0.3,3.49,3.79,3.91,0.32,29.57,57.58,1.23,191.04,133.9,800.24,29.55
2022-05-31 18:00:00,2022-05-31 19:00:00,4.74,118.69,0.31,3.19,3.5,4.11,0.34,22.02,59.93,0.77,194.9,41.15,800.24,28.84
2022-05-31 19:00:00,2022-05-31 20:00:00,20.65,124.31,0.31,3.23,3.54,4.33,0.41,18.13,61.25,0.36,167.12,5.16,800.24,26.51
2022-05-31 20:00:00,2022-05-31 21:00:00,50.24,125.25,0.31,3.52,3.83,4.45,0.49,16.73,59.6,1.38,207.59,2.41,800.24,26.23
2022-05-31 21:00:00,2022-05-31 22:00:00,44.98,135.05,0.32,4.27,4.59,4.89,0.62,11.65,62.6,0.89,186.44,0.73,800.24,26.2
2022-05-31 22:00:00,2022-05-31 23:00:00,41.0,139.52,0.34,4.15,4.48,5.05,0.62,10.11,64.05,0.31,185.17,0.64,800.24,25.66
2022-05-31 23:00:00,2022-06-01 00:00:00,51.34,129.06,0.32,3.07,3.38,4.88,0.56,13.98,64.85,0.52,143.72,0.65,800.24,24.64
2022-06-01 00:00:00,2022-06-01 01:00:00,46.79,122.52,0.29,2.4,2.69,4.6,0.43,17.66,66.45,0.48,196.12,0.62,800.24,23.65
2022-06-01 01:00:00,2022-06-01 02:00:00,35.32,121.03,0.29,2.53,2.82,4.43,0.37,14.07,70.32,0.31,178.88,0.64,800.24,22.88
2022-06-01 02:00:00,2022-06-01 03:00:00,47.97,140.13,0.32,4.11,4.42,4.64,0.56,7.53,75.06,0.4,183.1,0.64,800.24,22.35
2022-06-01 03:00:00,2022-06-01 04:00:00,62.22,144.52,0.33,4.33,4.66,4.57,0.69,8.15,73.89,0.78,190.82,0.62,800.24,21.82
2022-06-01 04:00:00,2022-06-01 05:00:00,57.3,130.15,0.31,2.95,3.26,4.2,0.49,14.22,71.81,0.71,212.46,0.7,800.24,21.25
2022-06-01 05:00:00,2022-06-01 06:00:00,54.01,120.58,0.3,3.23,3.54,4.22,0.38,13.62,70.15,1.21,187.31,12.52,800.24,21.38
2022-06-01 06:00:00,2022-06-01 07:00:00,39.79,130.77,0.32,2.92,3.24,4.21,0.37,18.2,65.82,0.4,131.34,96.77,800.24,23.41
2022-06-01 07:00:00,2022-06-01 08:00:00,38.16,137.86,0.32,2.57,2.89,4.2,0.4,24.07,59.01,1.48,232.55,83.23,800.24,25.95
2022-06-01 08:00:00,2022-06-01 09:00:00,54.58,159.09,0.32,3.15,3.47,4.4,0.43,61.33,44.49,1.71,227.94,327.7,800.24,29.28
2022-06-01 09:00:00,2022-06-01 10:00:00,72.42,165.91,0.3,3.21,3.51,4.29,0.43,78.84,36.25,1.23,230.61,486.98,800.24,31.87
2022-06-01 10:00:00,2022-06-01 11:00:00,69.42,171.69,0.29,3.06,3.35,4.16,0.4,111.17,31.3,1.28,221.47,574.5,800.24,34.95
2022-06-01 11:00:00,2022-06-01 12:00:00,59.14,151.03,0.29,2.67,2.96,3.75,0.33,94.14,26.82,3.17,280.26,613.58,800.24,35.04
2022-06-01 12:00:00,2022-06-01 13:00:00,108.41,146.47,0.28,2.67,2.95,3.39,0.29,106.74,23.18,2.96,274.4,616.96,800.24,36.06
2022-06-01 13:00:00,2022-06-01 14:00:00,60.91,132.28,0.3,2.74,3.04,3.48,0.29,131.92,22.31,2.97,258.13,575.77,800.29,37.24
2022-06-01 14:00:00,2022-06-01 15:00:00,17.33,138.03,0.28,2.92,3.19,3.52,0.3,103.93,21.8,4.23,263.82,488.07,800.38,37.41
2022-06-01 15:00:00,2022-06-01 16:00:00,60.49,172.39,0.3,3.18,3.48,3.62,0.29,125.15,20.39,4.04,263.02,385.17,800.4,37.84
2022-06-01 16:00:00,2022-06-01 17:00:00,41.5,165.35,0.31,2.44,2.74,3.09,0.12,98.53,14.27,5.48,284.84,272.99,800.4,38.19
2022-06-01 17:00:00,2022-06-01 18:00:00,25.16,162.84,0.31,2.24,2.56,2.97,0.02,71.77,14.35,4.69,275.21,149.77,800.42,37.42
2022-06-01 18:00:00,2022-06-01 19:00:00,25.56,152.87,0.3,2.96,3.26,2.88,0.01,102.97,16.09,3.11,283.98,49.04,800.46,35.97
2022-06-01 19:00:00,2022-06-01 20:00:00,57.71,167.89,0.3,2.85,3.15,3.44,0.24,69.31,23.24,1.14,177.38,2.65,800.35,32.89
2022-06-01 20:00:00,2022-06-01 21:00:00,84.34,160.81,0.31,2.93,3.25,3.72,0.4,38.11,30.58,1.09,129.51,0.71,800.28,29.42
2022-06-01 21:00:00,2022-06-01 22:00:00,82.56,141.85,0.3,3.4,3.7,4.08,0.53,23.47,34.54,0.46,134.74,0.71,800.29,27.9
2022-06-01 22:00:00,2022-06-01 23:00:00,68.01,131.89,0.3,3.67,3.97,4.49,0.58,19.49,38.18,0.39,163.31,0.7,800.28,26.39
2022-06-01 23:00:00,2022-06-02 00:00:00,61.89,142.77,0.31,4.46,4.77,4.5,0.66,14.88,41.91,0.43,143.69,0.71,800.27,25.7
2022-06-02 00:00:00,2022-06-02 01:00:00,54.31,134.19,0.3,3.9,4.21,4.47,0.65,17.73,43.56,0.56,101.13,0.7,800.26,25.19
2022-06-02 01:00:00,2022-06-02 02:00:00,59.86,121.57,0.3,3.67,3.96,4.28,0.57,14.28,47.92,0.4,202.66,0.69,800.25,23.87
2022-06-02 02:00:00,2022-06-02 03:00:00,49.94,111.38,0.3,2.79,3.1,4.02,0.47,17.14,51.31,0.86,153.17,0.64,800.24,23.01
2022-06-02 03:00:00,2022-06-02 04:00:00,51.76,102.78,0.29,2.23,2.52,3.71,0.36,18.0,48.42,0.67,150.54,0.62,800.24,22.65
2022-06-02 04:00:00,2022-06-02 05:00:00,48.18,95.56,0.39,4.37,4.76,3.47,0.32,14.05,50.05,0.73,182.69,0.64,800.24,21.79
2022-06-02 05:00:00,2022-06-02 06:00:00,49.87,92.98,0.32,3.64,3.96,3.5,0.35,16.2,50.83,0.36,161.99,16.94,800.24,21.32
2022-06-02 06:00:00,2022-06-02 07:00:00,39.56,99.8,0.33,3.77,4.09,3.81,0.45,16.98,49.09,0.62,203.7,110.09,800.24,23.14
2022-06-02 07:00:00,2022-06-02 08:00:00,30.3,107.46,0.33,3.0,3.32,4.0,0.46,24.16,40.45,1.19,241.22,247.61,800.24,26.3
2022-06-02 08:00:00,2022-06-02 09:00:00,43.38,123.1,0.33,2.87,3.2,4.3,0.45,35.23,31.96,1.76,261.02,387.28,800.26,29.21
2022-06-02 09:00:00,2022-06-02 10:00:00,43.06,127.0,0.31,2.79,3.1,4.23,0.43,61.67,26.56,1.49,238.59,512.33,800.26,32.02
2022-06-02 10:00:00,2022-06-02 11:00:00,33.48,116.41,0.3,2.51,2.81,4.0,0.4,95.71,20.17,1.32,228.04,591.9,800.28,35.26
2022-06-02 11:00:00,2022-06-02 12:00:00,16.98,95.36,0.29,1.94,2.23,3.77,0.3,105.2,9.29,3.16,277.5,639.94,800.31,37.7
2022-06-02 12:00:00,2022-06-02 13:00:00,3.97,98.02,0.3,1.87,2.17,3.2,0.2,112.77,9.16,4.86,285.66,637.36,800.34,38.19
2022-06-02 13:00:00,2022-06-02 14:00:00,2.65,111.51,0.29,2.14,2.43,3.0,0.16,87.2,15.23,5.67,272.87,581.34,800.4,38.03
2022-06-02 14:00:00,2022-06-02 15:00:00,12.5,148.43,0.31,2.19,2.5,3.04,0.08,110.85,15.15,6.35,263.71,506.74,800.44,38.31
2022-06-02 15:00:00,2022-06-02 16:00:00,19.93,177.15,0.29,2.18,2.47,2.97,0.02,116.76,13.87,6.13,269.18,399.99,800.48,38.27
2022-06-02 16:00:00,2022-06-02 17:00:00,20.4,153.54,0.29,2.32,2.62,2.89,0.01,97.9,9.04,5.38,273.44,266.37,800.48,38.62
2022-06-02 17:00:00,2022-06-02 18:00:00,15.99,121.28,0.28,2.13,2.42,2.63,0.0,96.95,8.33,5.07,273.48,152.7,800.48,37.86
2022-06-02 18:00:00,2022-06-02 19:00:00,28.2,121.47,0.3,2.54,2.83,2.59,0.07,46.34,11.51,3.29,267.4,44.06,800.36,36.08
2022-06-02 19:00:00,2022-06-02 20:00:00,44.56,145.31,0.32,2.89,3.21,3.24,0.29,26.01,18.62,0.91,207.16,1.35,800.31,32.87
2022-06-02 20:00:00,2022-06-02 21:00:00,57.98,133.72,0.31,2.6,2.92,3.41,0.39,11.53,26.38,0.35,126.39,0.64,800.24,29.35
2022-06-02 21:00:00,2022-06-02 22:00:00,62.8,117.67,0.31,3.18,3.49,3.89,0.49,7.21,29.44,0.31,124.39,0.67,800.24,27.99
2022-06-02 22:00:00,2022-06-02 23:00:00,56.66,121.82,0.32,4.99,5.32,4.0,0.71,6.54,32.93,0.31,152.5,0.67,800.24,26.75
2022-06-02 23:00:00,2022-06-03 00:00:00,59.55,136.53,0.61,7.77,8.39,4.33,0.92,5.3,35.92,0.31,158.39,0.64,800.24,25.72
2022-06-03 00:00:00,2022-06-03 01:00:00,54.41,127.69,0.34,6.18,6.52,4.25,0.89,5.58,38.14,0.31,127.87,0.63,800.24,25.1
2022-06-03 01:00:00,2022-06-03 02:00:00,46.96,108.2,0.32,4.68,5.0,4.33,0.74,6.02,38.62,0.31,166.8,0.63,800.24,24.32
2022-06-03 02:00:00,2022-06-03 03:00:00,51.58,88.84,0.3,3.2,3.5,3.78,0.53,9.01,40.83,0.31,146.7,0.61,800.24,23.46
2022-06-03 03:00:00,2022-06-03 04:00:00,59.7,96.12,0.3,3.0,3.3,3.56,0.48,9.77,44.39,0.31,214.33,0.62,800.24,22.5
2022-06-03 04:00:00,2022-06-03 05:00:00,63.46,100.19,0.3,2.91,3.21,3.59,0.47,9.21,46.5,0.31,156.03,0.63,800.24,21.81
2022-06-03 05:00:00,2022-06-03 06:00:00,63.91,98.87,0.29,2.78,3.07,3.59,0.45,9.57,47.23,0.31,208.52,15.9,800.24,21.55
2022-06-03 06:00:00,2022-06-03 07:00:00,58.6,103.23,0.31,3.6,3.92,3.72,0.5,7.59,44.57,0.31,202.14,126.78,800.24,24.05
2022-06-03 07:00:00,2022-06-03 08:00:00,41.44,127.51,0.33,3.04,3.38,4.01,0.58,5.71,38.34,1.11,205.34,238.75,800.24,27.03
2022-06-03 08:00:00,2022-06-03 09:00:00,22.94,140.01,0.33,2.92,2.43,4.28,0.42,3.8,30.79,1.69,260.75,394.66,800.25,29.99
2022-06-03 09:00:00,2022-06-03 10:00:00,,,,,0.0,,0.0,,25.36,1.85,250.67,515.95,800.24,32.61
2022-06-03 10:00:00,2022-06-03 11:00:00,,,,,0.0,,0.0,,16.23,1.24,228.68,607.22,800.24,36.57
2022-06-03 11:00:00,2022-06-03 12:00:00,,,,,0.0,,0.0,,14.48,2.35,240.34,646.36,800.25,37.42
2022-06-03 12:00:00,2022-06-03 13:00:00,,,,,0.0,,0.0,,12.21,3.36,248.28,640.8,800.26,38.1
2022-06-03 13:00:00,2022-06-03 14:00:00,,,,,0.0,,0.0,,13.61,4.47,262.44,594.31,800.3,38.08
2022-06-03 14:00:00,2022-06-03 15:00:00,,,,,0.0,,0.0,,11.46,5.15,294.34,507.38,800.39,38.51
2022-06-03 15:00:00,2022-06-03 16:00:00,,,,,0.0,,0.0,,9.68,4.11,278.34,320.56,800.4,38.76
2022-06-03 16:00:00,2022-06-03 17:00:00,,,,,0.0,,0.0,,7.45,5.22,269.0,274.02,800.4,38.65
2022-06-03 17:00:00,2022-06-03 18:00:00,,,,,0.0,,0.0,,7.33,4.92,269.2,164.28,800.43,37.87
2022-06-03 18:00:00,2022-06-03 19:00:00,,,,,0.0,,0.0,,8.22,2.95,270.53,49.45,800.47,36.34
2022-06-03 19:00:00,2022-06-03 20:00:00,,,,,0.0,,0.0,,16.81,1.24,119.97,2.9,800.38,32.53
2022-06-03 20:00:00,2022-06-03 21:00:00,,,,,0.0,,0.0,,22.13,1.29,126.2,0.75,800.32,29.56
2022-06-03 21:00:00,2022-06-03 22:00:00,,,,,0.0,,0.0,,25.18,0.93,139.56,0.71,800.31,27.96
2022-06-03 22:00:00,2022-06-03 23:00:00,,,,,0.0,,0.0,,28.65,0.82,140.22,0.71,800.29,26.95
2022-06-03 23:00:00,2022-06-04 00:00:00,,,,,0.0,,0.0,,31.35,0.31,150.04,0.7,800.28,26.0
2022-06-04 00:00:00,2022-06-04 01:00:00,,,,,0.0,,0.0,,32.77,0.52,150.77,0.7,800.27,25.11
2022-06-04 01:00:00,2022-06-04 02:00:00,,,,,0.0,,0.0,,35.88,0.59,183.29,0.7,800.28,24.47
2022-06-04 02:00:00,2022-06-04 03:00:00,,,,,0.0,,0.0,,37.81,0.31,192.0,0.69,800.25,23.38
2022-06-04 03:00:00,2022-06-04 04:00:00,,,,,0.0,,0.0,,38.2,0.42,166.0,0.65,800.24,22.93
2022-06-04 04:00:00,2022-06-04 05:00:00,,,,,0.0,,0.0,,41.24,0.67,189.02,0.67,800.24,22.23
2022-06-04 05:00:00,2022-06-04 06:00:00,,,,,0.0,,0.0,,43.6,0.53,153.19,12.37,800.24,22.19
2022-06-04 06:00:00,2022-06-04 07:00:00,,,,,0.0,,0.0,,41.64,0.41,214.2,104.91,800.24,23.54
2022-06-04 07:00:00,2022-06-04 08:00:00,,,,,0.0,,0.0,,36.02,1.25,227.85,242.84,800.25,26.9
2022-06-04 08:00:00,2022-06-04 09:00:00,,,,,0.0,,0.0,,26.57,1.29,256.2,378.53,800.31,31.0
2022-06-04 09:00:00,2022-06-04 10:00:00,19.53,117.09,0.32,2.77,3.09,4.55,0.52,88.06,22.64,1.44,172.02,488.86,800.31,33.19
2022-06-04 10:00:00,2022-06-04 11:00:00,24.5,111.79,0.29,2.64,2.92,4.17,0.49,132.22,16.84,1.42,191.87,574.96,800.31,36.82
2022-06-04 11:00:00,2022-06-04 12:00:00,19.46,89.81,0.29,2.05,2.34,3.92,0.42,112.28,16.65,2.61,240.69,616.88,800.32,37.73
2022-06-04 12:00:00,2022-06-04 13:00:00,22.32,87.5,0.32,2.08,2.4,3.88,0.38,75.17,16.89,4.23,244.34,619.1,800.32,37.81
2022-06-04 13:00:00,2022-06-04 14:00:00,20.19,106.63,0.29,2.38,2.67,3.38,0.35,68.94,17.0,4.11,255.79,565.2,800.35,38.01
2022-06-04 14:00:00,2022-06-04 15:00:00,16.92,136.15,0.3,2.59,2.89,3.71,0.33,118.85,17.28,4.77,269.62,486.52,800.4,38.37
2022-06-04 15:00:00,2022-06-04 16:00:00,26.35,152.12,0.3,2.62,2.92,3.65,0.24,142.44,16.84,4.66,267.18,386.5,800.4,38.52
2022-06-04 16:00:00,2022-06-04 17:00:00,28.09,158.83,0.29,2.6,2.89,3.52,0.15,116.2,16.81,3.81,260.16,253.05,800.43,38.61
2022-06-04 17:00:00,2022-06-04 18:00:00,26.27,145.47,0.28,2.71,2.99,3.68,0.07,100.24,19.47,2.94,237.29,143.09,800.46,38.0
2022-06-04 18:00:00,2022-06-04 19:00:00,27.27,153.5,0.3,3.53,3.83,3.78,0.04,97.17,25.12,1.29,188.2,46.06,800.42,36.13
2022-06-04 19:00:00,2022-06-04 20:00:00,47.12,157.41,0.29,3.1,3.38,4.1,0.21,15.2,29.65,1.41,116.23,2.82,800.36,31.79
2022-06-04 20:00:00,2022-06-04 21:00:00,72.96,135.27,0.29,2.57,2.87,4.31,0.46,14.27,31.91,1.05,166.28,0.72,800.31,30.33
