From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3)
2019-06-05 05:00:00,2019-06-05 06:00:00,5.12,92.07,3.52,7.2,10.7,5.05
2019-06-05 06:00:00,2019-06-05 07:00:00,13.46,100.63,3.91,7.68,11.58,5.1
2019-06-05 07:00:00,2019-06-05 08:00:00,19.15,136.4,3.75,8.66,12.42,5.05
2019-06-05 08:00:00,2019-06-05 09:00:00,46.25,230.82,3.94,7.98,11.91,4.58
2019-06-05 09:00:00,2019-06-05 10:00:00,51.42,213.54,3.48,8.71,12.21,4.75
2019-06-05 10:00:00,2019-06-05 11:00:00,35.22,182.88,3.24,8.28,11.5,4.56
2019-06-05 11:00:00,2019-06-05 12:00:00,37.17,186.07,3.37,10.53,13.89,4.5
2019-06-05 12:00:00,2019-06-05 13:00:00,32.1,183.09,3.39,7.92,11.31,4.67
2019-06-05 13:00:00,2019-06-05 14:00:00,19.38,148.45,3.13,7.37,10.49,4.56
2019-06-05 14:00:00,2019-06-05 15:00:00,28.01,145.14,2.72,8.95,11.66,4.22
2019-06-05 15:00:00,2019-06-05 16:00:00,84.24,174.34,3.08,6.79,9.88,4.23
2019-06-05 16:00:00,2019-06-05 17:00:00,62.52,138.0,2.95,6.8,9.75,3.98
2019-06-05 17:00:00,2019-06-05 18:00:00,71.1,132.82,3.36,6.85,10.21,3.98
2019-06-05 18:00:00,2019-06-05 19:00:00,45.93,112.29,3.25,8.12,11.37,3.68
2019-06-05 19:00:00,2019-06-05 20:00:00,8.43,105.38,3.22,10.36,13.57,4.11
2019-06-05 20:00:00,2019-06-05 21:00:00,4.73,129.51,3.33,12.03,15.34,3.97
2019-06-05 21:00:00,2019-06-05 22:00:00,3.88,123.46,3.69,11.95,15.63,4.17
2019-06-05 22:00:00,2019-06-05 23:00:00,35.3,257.99,3.23,12.66,15.89,4.64
2019-06-05 23:00:00,2019-06-06 00:00:00,45.66,343.82,3.46,10.12,13.58,4.86
2019-06-06 00:00:00,2019-06-06 01:00:00,33.79,101.31,3.21,7.54,10.74,4.95
2019-06-06 01:00:00,2019-06-06 02:00:00,52.21,175.28,3.21,6.78,10.0,4.97
2019-06-06 02:00:00,2019-06-06 03:00:00,44.99,191.13,3.28,6.28,9.54,4.81
2019-06-06 03:00:00,2019-06-06 04:00:00,40.28,131.69,3.16,7.22,10.39,4.89
2019-06-06 04:00:00,2019-06-06 05:00:00,35.35,153.16,3.37,8.12,11.49,5.24
2019-06-06 05:00:00,2019-06-06 06:00:00,16.89,120.22,3.4,10.25,13.65,5.24
2019-06-06 06:00:00,2019-06-06 07:00:00,20.43,179.35,3.74,10.75,14.48,5.19
2019-06-06 07:00:00,2019-06-06 08:00:00,185.49,312.13,4.5,11.75,16.26,4.99
2019-06-06 08:00:00,2019-06-06 09:00:00,201.97,381.29,3.91,13.0,16.91,5.08
2019-06-06 09:00:00,2019-06-06 10:00:00,49.07,194.49,3.57,10.4,13.98,5.15
2019-06-06 10:00:00,2019-06-06 11:00:00,34.44,183.59,3.28,8.38,11.66,5.24
2019-06-06 11:00:00,2019-06-06 12:00:00,36.55,204.39,3.24,8.41,11.64,5.02
2019-06-06 12:00:00,2019-06-06 13:00:00,34.78,203.67,3.48,7.56,11.04,5.1
2019-06-06 13:00:00,2019-06-06 14:00:00,21.68,161.71,3.46,7.38,10.84,5.03
2019-06-06 14:00:00,2019-06-06 15:00:00,19.37,156.89,3.07,9.35,12.42,4.96
2019-06-06 15:00:00,2019-06-06 16:00:00,91.18,205.1,5.72,9.24,14.98,4.66
2019-06-06 16:00:00,2019-06-06 17:00:00,153.59,230.91,18.44,4.92,23.36,4.33
2019-06-06 17:00:00,2019-06-06 18:00:00,165.47,218.31,23.37,2.44,25.82,4.13
2019-06-06 18:00:00,2019-06-06 19:00:00,87.48,158.21,10.77,7.25,18.02,4.5
2019-06-06 19:00:00,2019-06-06 20:00:00,5.85,86.64,3.49,12.3,15.79,4.42
2019-06-06 20:00:00,2019-06-06 21:00:00,,156.44,3.51,13.24,16.73,4.58
2019-06-06 21:00:00,2019-06-06 22:00:00,,164.41,3.26,13.3,16.57,4.59
2019-06-06 22:00:00,2019-06-06 23:00:00,7.18,160.26,3.2,10.64,13.85,4.98
2019-06-06 23:00:00,2019-06-07 00:00:00,10.39,172.72,3.27,8.29,11.56,4.88
2019-06-07 00:00:00,2019-06-07 01:00:00,23.53,118.98,3.36,6.7,10.07,4.78
2019-06-07 01:00:00,2019-06-07 02:00:00,36.3,117.53,3.39,6.51,9.91,4.72
2019-06-07 02:00:00,2019-06-07 03:00:00,28.54,134.29,3.31,6.69,10.01,4.7
2019-06-07 03:00:00,2019-06-07 04:00:00,27.72,139.17,3.18,5.86,9.05,4.85
2019-06-07 04:00:00,2019-06-07 05:00:00,14.15,125.34,3.42,4.47,7.89,4.86
2019-06-07 05:00:00,2019-06-07 06:00:00,7.83,91.12,3.29,4.59,7.89,4.81
2019-06-07 06:00:00,2019-06-07 07:00:00,5.58,116.35,3.59,4.79,8.38,5.06
2019-06-07 07:00:00,2019-06-07 08:00:00,14.13,108.61,3.56,5.78,9.34,5.13
2019-06-07 08:00:00,2019-06-07 09:00:00,28.47,118.03,3.75,6.76,10.51,5.22
2019-06-07 09:00:00,2019-06-07 10:00:00,38.63,129.54,3.52,7.21,10.73,5.14
2019-06-07 10:00:00,2019-06-07 11:00:00,51.15,137.72,3.29,9.57,12.88,4.99
2019-06-07 11:00:00,2019-06-07 12:00:00,47.28,164.92,3.33,10.46,13.79,4.62
2019-06-07 12:00:00,2019-06-07 13:00:00,62.52,198.58,3.44,14.64,18.08,4.39
2019-06-07 13:00:00,2019-06-07 14:00:00,114.57,220.1,9.81,12.69,22.51,3.72
2019-06-07 14:00:00,2019-06-07 15:00:00,127.83,261.57,19.64,6.21,25.84,3.72
2019-06-07 15:00:00,2019-06-07 16:00:00,154.27,446.57,26.38,7.12,33.52,3.89
2019-06-07 16:00:00,2019-06-07 17:00:00,161.05,397.63,32.84,9.29,42.13,3.89
2019-06-07 17:00:00,2019-06-07 18:00:00,140.33,238.67,41.43,4.4,44.28,3.88
2019-06-07 18:00:00,2019-06-07 19:00:00,113.18,200.21,36.97,,35.31,3.88
2019-06-07 19:00:00,2019-06-07 20:00:00,37.45,139.5,22.17,6.16,26.81,3.77
2019-06-07 20:00:00,2019-06-07 21:00:00,,105.22,8.03,12.93,20.97,4.54
2019-06-07 21:00:00,2019-06-07 22:00:00,,87.13,3.55,14.28,17.84,4.45
2019-06-07 22:00:00,2019-06-07 23:00:00,,91.16,3.27,11.15,14.43,4.11
2019-06-07 23:00:00,2019-06-08 00:00:00,,80.42,3.52,9.65,13.18,4.12
2019-06-08 00:00:00,2019-06-08 01:00:00,0.06,67.09,3.39,6.54,9.93,4.55
2019-06-08 01:00:00,2019-06-08 02:00:00,0.08,45.35,3.56,5.31,8.87,4.69
2019-06-08 02:00:00,2019-06-08 03:00:00,,63.36,3.32,5.13,8.43,4.72
2019-06-08 03:00:00,2019-06-08 04:00:00,18.89,102.08,3.32,5.05,8.37,4.96
2019-06-08 04:00:00,2019-06-08 05:00:00,34.84,163.05,3.41,5.8,9.2,5.01
2019-06-08 05:00:00,2019-06-08 06:00:00,31.7,171.27,3.36,7.35,10.72,5.17
2019-06-08 06:00:00,2019-06-08 07:00:00,8.36,123.27,3.61,7.12,10.72,5.41
2019-06-08 07:00:00,2019-06-08 08:00:00,13.92,126.04,5.13,11.42,16.55,5.16
2019-06-08 08:00:00,2019-06-08 09:00:00,16.78,102.13,3.68,12.74,16.42,5.06
2019-06-08 09:00:00,2019-06-08 10:00:00,33.56,127.05,3.4,10.21,13.61,5.28
2019-06-08 10:00:00,2019-06-08 11:00:00,39.08,154.08,4.08,10.76,14.83,5.11
2019-06-08 11:00:00,2019-06-08 12:00:00,39.17,150.51,3.28,14.03,17.31,4.98
2019-06-08 12:00:00,2019-06-08 13:00:00,61.57,180.36,3.13,10.66,13.81,4.59
2019-06-08 13:00:00,2019-06-08 14:00:00,81.47,185.64,5.34,9.91,15.25,4.62
2019-06-08 14:00:00,2019-06-08 15:00:00,105.6,392.45,13.22,5.61,18.86,4.17
2019-06-08 15:00:00,2019-06-08 16:00:00,124.54,377.68,24.61,2.21,26.8,4.2
2019-06-08 16:00:00,2019-06-08 17:00:00,130.38,227.74,25.07,2.6,27.68,3.65
2019-06-08 17:00:00,2019-06-08 18:00:00,112.37,163.78,25.39,2.0,25.36,4.17
2019-06-08 18:00:00,2019-06-08 19:00:00,22.04,75.72,4.71,9.09,13.8,4.42
2019-06-08 19:00:00,2019-06-08 20:00:00,,64.94,3.62,12.59,16.21,4.63
2019-06-08 20:00:00,2019-06-08 21:00:00,,183.22,3.3,16.39,19.7,4.5
2019-06-08 21:00:00,2019-06-08 22:00:00,12.18,188.03,3.15,15.07,18.22,4.23
2019-06-08 22:00:00,2019-06-08 23:00:00,31.36,219.03,3.28,11.44,14.71,4.73
2019-06-08 23:00:00,2019-06-09 00:00:00,26.95,167.36,3.38,8.89,12.28,4.73
2019-06-09 00:00:00,2019-06-09 01:00:00,28.91,177.56,3.27,7.27,10.54,4.75
2019-06-09 01:00:00,2019-06-09 02:00:00,21.83,136.86,3.29,6.55,9.84,5.26
2019-06-09 02:00:00,2019-06-09 03:00:00,25.39,115.08,3.29,5.86,9.16,4.99
2019-06-09 03:00:00,2019-06-09 04:00:00,25.55,100.63,3.16,5.96,9.13,5.12
2019-06-09 04:00:00,2019-06-09 05:00:00,32.72,120.35,3.25,7.6,10.84,4.77
2019-06-09 05:00:00,2019-06-09 06:00:00,38.27,148.15,3.74,8.34,12.08,4.78
2019-06-09 06:00:00,2019-06-09 07:00:00,15.93,113.79,3.65,8.12,11.76,5.03
2019-06-09 07:00:00,2019-06-09 08:00:00,11.52,101.53,3.48,8.61,12.09,4.76
2019-06-09 08:00:00,2019-06-09 09:00:00,50.09,164.52,3.47,10.37,13.85,4.63
2019-06-09 09:00:00,2019-06-09 10:00:00,49.36,137.68,3.33,9.29,12.61,4.54
2019-06-09 10:00:00,2019-06-09 11:00:00,33.89,136.11,3.37,8.18,11.55,4.65
2019-06-09 11:00:00,2019-06-09 12:00:00,38.33,142.13,3.27,12.13,15.4,4.92
2019-06-09 12:00:00,2019-06-09 13:00:00,32.15,133.42,3.37,10.29,13.66,4.51
2019-06-09 13:00:00,2019-06-09 14:00:00,30.9,153.78,3.48,9.79,13.25,4.65
2019-06-09 14:00:00,2019-06-09 15:00:00,27.31,151.38,3.37,8.64,12.0,4.72
2019-06-09 15:00:00,2019-06-09 16:00:00,25.73,149.47,3.43,7.11,10.55,4.84
2019-06-09 16:00:00,2019-06-09 17:00:00,32.18,163.05,3.38,6.48,9.86,5.1
2019-06-09 17:00:00,2019-06-09 18:00:00,30.47,152.01,3.3,6.11,9.4,5.02
2019-06-09 18:00:00,2019-06-09 19:00:00,25.18,141.36,3.2,7.66,10.87,5.2
2019-06-09 19:00:00,2019-06-09 20:00:00,28.77,141.01,3.22,8.9,12.14,5.27
2019-06-09 20:00:00,2019-06-09 21:00:00,29.87,161.17,3.27,11.78,15.04,5.21
2019-06-09 21:00:00,2019-06-09 22:00:00,52.59,202.15,3.42,11.55,14.96,5.21
2019-06-09 22:00:00,2019-06-09 23:00:00,30.36,175.69,3.23,11.67,14.88,5.42
2019-06-09 23:00:00,2019-06-10 00:00:00,34.95,143.7,3.12,11.73,14.86,5.32
2019-06-10 00:00:00,2019-06-10 01:00:00,33.01,111.9,3.54,8.66,12.2,5.28
2019-06-10 01:00:00,2019-06-10 02:00:00,29.16,117.06,3.2,7.14,10.32,5.23
2019-06-10 02:00:00,2019-06-10 03:00:00,32.02,120.83,3.22,6.56,9.77,5.11
2019-06-10 03:00:00,2019-06-10 04:00:00,32.95,107.03,3.33,6.03,9.34,5.19
2019-06-10 04:00:00,2019-06-10 05:00:00,22.9,100.66,3.42,6.64,10.04,4.89
2019-06-10 05:00:00,2019-06-10 06:00:00,20.48,125.16,3.63,7.42,11.06,5.13
2019-06-10 06:00:00,2019-06-10 07:00:00,8.95,88.7,3.85,8.04,11.88,5.05
2019-06-10 07:00:00,2019-06-10 08:00:00,13.03,91.35,3.93,8.61,12.53,5.08
2019-06-10 08:00:00,2019-06-10 09:00:00,22.05,102.6,3.78,9.07,12.85,5.06
2019-06-10 09:00:00,2019-06-10 10:00:00,19.29,127.67,3.5,9.43,12.91,5.26
2019-06-10 10:00:00,2019-06-10 11:00:00,40.81,164.1,3.29,9.0,12.28,5.27
2019-06-10 11:00:00,2019-06-10 12:00:00,42.72,162.74,3.27,8.82,12.1,5.18
2019-06-10 12:00:00,2019-06-10 13:00:00,38.77,196.29,3.06,8.93,11.98,5.18
2019-06-10 13:00:00,2019-06-10 14:00:00,106.21,231.92,8.79,8.77,17.55,4.71
2019-06-10 14:00:00,2019-06-10 15:00:00,163.74,268.74,20.46,4.71,25.16,4.6
2019-06-10 15:00:00,2019-06-10 16:00:00,181.16,251.43,29.89,1.35,30.88,4.67
2019-06-10 16:00:00,2019-06-10 17:00:00,167.23,206.94,28.23,3.11,27.48,4.62
2019-06-10 17:00:00,2019-06-10 18:00:00,15.85,53.77,4.42,7.92,12.35,4.85
2019-06-10 18:00:00,2019-06-10 19:00:00,,14.67,3.5,9.28,12.79,5.11
2019-06-10 19:00:00,2019-06-10 20:00:00,,44.04,3.27,11.78,15.06,5.0
2019-06-10 20:00:00,2019-06-10 21:00:00,,80.07,3.36,16.12,19.48,5.12
2019-06-10 21:00:00,2019-06-10 22:00:00,77.88,216.6,10.76,17.42,28.18,4.41
2019-06-10 22:00:00,2019-06-10 23:00:00,171.78,278.74,24.21,11.12,35.34,4.25
2019-06-10 23:00:00,2019-06-11 00:00:00,176.41,250.61,31.9,7.85,39.77,4.24
2019-06-11 00:00:00,2019-06-11 01:00:00,134.05,204.12,29.89,4.74,34.65,3.97
2019-06-11 01:00:00,2019-06-11 02:00:00,21.82,51.77,4.68,9.04,13.72,4.41
2019-06-11 02:00:00,2019-06-11 03:00:00,,,4.21,10.01,14.22,4.66
2019-06-11 03:00:00,2019-06-11 04:00:00,,26.93,3.69,9.13,12.83,4.86
2019-06-11 04:00:00,2019-06-11 05:00:00,0.06,84.96,3.48,9.71,13.21,4.89
2019-06-11 05:00:00,2019-06-11 06:00:00,63.65,166.39,8.94,10.41,19.34,4.55
2019-06-11 06:00:00,2019-06-11 07:00:00,150.75,233.48,19.73,7.2,26.9,4.24
2019-06-11 07:00:00,2019-06-11 08:00:00,144.88,230.42,27.81,4.83,32.62,4.18
2019-06-11 08:00:00,2019-06-11 09:00:00,131.21,187.26,27.59,3.35,30.98,4.18
2019-06-11 09:00:00,2019-06-11 10:00:00,26.5,70.45,4.51,9.29,13.82,4.71
2019-06-11 10:00:00,2019-06-11 11:00:00,,0.15,3.44,8.41,11.85,4.7
2019-06-11 11:00:00,2019-06-11 12:00:00,,26.01,3.53,8.62,12.16,4.63
2019-06-11 12:00:00,2019-06-11 13:00:00,,58.34,3.05,8.93,11.96,4.83
2019-06-11 13:00:00,2019-06-11 14:00:00,70.46,182.82,12.3,8.8,21.09,4.24
2019-06-11 14:00:00,2019-06-11 15:00:00,164.93,243.58,28.31,4.13,32.43,4.13
2019-06-11 15:00:00,2019-06-11 16:00:00,182.22,245.06,40.16,0.79,39.88,4.4
2019-06-11 16:00:00,2019-06-11 17:00:00,151.5,198.64,38.2,5.59,37.45,4.08
2019-06-11 17:00:00,2019-06-11 18:00:00,24.2,77.01,6.42,14.23,20.66,4.54
2019-06-11 18:00:00,2019-06-11 19:00:00,,2.82,3.35,13.23,16.59,4.77
2019-06-11 19:00:00,2019-06-11 20:00:00,,31.91,3.81,31.16,34.99,4.71
2019-06-11 20:00:00,2019-06-11 21:00:00,0.06,31.3,3.47,39.8,43.27,4.66
2019-06-11 21:00:00,2019-06-11 22:00:00,63.8,134.46,12.89,33.0,45.88,4.42
2019-06-11 22:00:00,2019-06-11 23:00:00,158.35,224.96,29.08,20.87,49.96,4.2
2019-06-11 23:00:00,2019-06-12 00:00:00,180.07,267.87,37.84,14.46,52.29,4.4
2019-06-12 00:00:00,2019-06-12 01:00:00,153.97,368.74,44.21,5.95,50.15,4.47
2019-06-12 01:00:00,2019-06-12 02:00:00,52.2,287.86,13.79,9.48,23.3,4.75
2019-06-12 02:00:00,2019-06-12 03:00:00,,23.44,3.58,10.69,14.28,4.8
2019-06-12 03:00:00,2019-06-12 04:00:00,,9.75,3.45,10.84,14.31,4.72
2019-06-12 04:00:00,2019-06-12 05:00:00,,38.19,3.35,9.32,12.68,5.03
2019-06-12 05:00:00,2019-06-12 06:00:00,19.29,141.89,5.61,11.78,17.38,4.46
2019-06-12 06:00:00,2019-06-12 07:00:00,126.9,208.41,18.89,8.11,26.98,4.3
2019-06-12 07:00:00,2019-06-12 08:00:00,155.05,212.66,29.24,5.19,34.41,4.32
2019-06-12 08:00:00,2019-06-12 09:00:00,157.18,205.71,36.83,2.68,38.73,4.17
2019-06-12 09:00:00,2019-06-12 10:00:00,63.97,122.61,11.71,7.18,18.93,4.62
2019-06-12 10:00:00,2019-06-12 11:00:00,,,3.66,11.5,15.16,4.8
2019-06-12 11:00:00,2019-06-12 12:00:00,,1.64,3.44,13.69,17.13,4.77
2019-06-12 12:00:00,2019-06-12 13:00:00,,13.88,3.19,13.88,17.07,4.87
2019-06-12 13:00:00,2019-06-12 14:00:00,24.2,107.85,7.89,12.27,20.17,4.39
2019-06-12 14:00:00,2019-06-12 15:00:00,139.5,203.9,26.45,6.72,33.14,3.92
2019-06-12 15:00:00,2019-06-12 16:00:00,192.35,233.25,40.63,1.73,41.71,3.58
2019-06-12 16:00:00,2019-06-12 17:00:00,179.33,440.75,47.07,9.49,56.55,3.58
2019-06-12 17:00:00,2019-06-12 18:00:00,73.27,170.23,14.83,32.12,46.96,4.02
2019-06-12 18:00:00,2019-06-12 19:00:00,,,4.02,44.33,48.34,4.83
2019-06-12 19:00:00,2019-06-12 20:00:00,,,5.84,36.16,42.01,4.9
2019-06-12 20:00:00,2019-06-12 21:00:00,,,14.31,40.45,54.73,4.84
2019-06-12 21:00:00,2019-06-12 22:00:00,15.31,76.72,19.76,44.6,64.36,4.71
2019-06-12 22:00:00,2019-06-12 23:00:00,121.02,175.86,20.25,37.23,57.48,4.07
2019-06-12 23:00:00,2019-06-13 00:00:00,158.0,214.51,26.45,20.7,47.15,4.14
2019-06-13 00:00:00,2019-06-13 01:00:00,130.73,168.3,31.8,8.86,40.65,4.16
2019-06-13 01:00:00,2019-06-13 02:00:00,111.85,118.33,10.06,9.61,19.7,4.67
2019-06-13 02:00:00,2019-06-13 03:00:00,,,4.24,9.98,14.23,4.65
2019-06-13 03:00:00,2019-06-13 04:00:00,,,3.72,9.8,13.52,5.0
2019-06-13 04:00:00,2019-06-13 05:00:00,,,3.81,9.9,13.73,4.96
2019-06-13 05:00:00,2019-06-13 06:00:00,12.88,49.49,4.98,14.15,19.13,4.53
2019-06-13 06:00:00,2019-06-13 07:00:00,103.21,120.28,14.26,13.49,27.74,4.58
2019-06-13 07:00:00,2019-06-13 08:00:00,122.64,132.03,20.34,15.36,35.69,4.03
2019-06-13 08:00:00,2019-06-13 09:00:00,101.56,108.34,23.64,13.75,37.39,3.61
2019-06-13 09:00:00,2019-06-13 10:00:00,,,7.98,14.22,22.21,4.26
2019-06-13 10:00:00,2019-06-13 11:00:00,,,3.95,12.44,16.45,4.04
2019-06-13 11:00:00,2019-06-13 12:00:00,,,3.4,11.3,14.71,4.21
2019-06-13 12:00:00,2019-06-13 13:00:00,,,3.32,10.74,14.07,4.09
2019-06-13 13:00:00,2019-06-13 14:00:00,20.04,53.06,5.12,13.28,18.38,3.98
2019-06-13 14:00:00,2019-06-13 15:00:00,95.8,152.16,14.97,10.42,25.4,4.11
2019-06-13 15:00:00,2019-06-13 16:00:00,142.82,168.41,24.03,7.17,31.21,3.84
2019-06-13 16:00:00,2019-06-13 17:00:00,142.85,149.13,30.5,4.77,35.26,3.96
2019-06-13 17:00:00,2019-06-13 18:00:00,59.94,68.39,9.27,11.45,20.72,4.35
2019-06-13 18:00:00,2019-06-13 19:00:00,,,3.94,15.14,19.09,4.67
2019-06-13 19:00:00,2019-06-13 20:00:00,,,3.7,14.14,17.83,4.54
2019-06-13 20:00:00,2019-06-13 21:00:00,,20.07,3.81,15.58,19.38,4.51
2019-06-13 21:00:00,2019-06-13 22:00:00,25.52,105.05,5.22,21.76,27.0,4.07
2019-06-13 22:00:00,2019-06-13 23:00:00,125.75,195.98,15.33,20.91,36.23,3.84
2019-06-13 23:00:00,2019-06-14 00:00:00,148.45,210.99,21.8,16.62,38.42,4.1
2019-06-14 00:00:00,2019-06-14 01:00:00,124.37,186.11,26.81,8.7,35.52,3.99
2019-06-14 01:00:00,2019-06-14 02:00:00,59.57,80.81,8.18,9.75,17.93,4.61
2019-06-14 02:00:00,2019-06-14 03:00:00,,,3.84,10.81,14.66,4.7
2019-06-14 03:00:00,2019-06-14 04:00:00,,44.45,3.71,10.82,14.53,4.57
2019-06-14 04:00:00,2019-06-14 05:00:00,,80.64,3.78,10.8,14.59,4.69
2019-06-14 05:00:00,2019-06-14 06:00:00,21.7,85.69,4.37,12.93,17.3,4.57
2019-06-14 06:00:00,2019-06-14 07:00:00,117.68,166.12,12.39,11.44,23.83,4.31
2019-06-14 07:00:00,2019-06-14 08:00:00,136.7,199.11,19.97,8.9,28.87,4.18
2019-06-14 08:00:00,2019-06-14 09:00:00,129.52,206.94,26.77,6.57,33.37,4.14
2019-06-14 09:00:00,2019-06-14 10:00:00,127.62,244.83,33.2,4.24,37.44,4.04
2019-06-14 10:00:00,2019-06-14 11:00:00,104.47,188.67,36.52,3.26,39.77,4.15
2019-06-14 11:00:00,2019-06-14 12:00:00,72.95,164.65,39.1,2.74,41.83,3.99
2019-06-14 12:00:00,2019-06-14 13:00:00,69.75,153.09,42.53,8.01,50.56,4.09
2019-06-14 13:00:00,2019-06-14 14:00:00,59.81,131.35,46.64,5.08,51.71,4.28
2019-06-14 14:00:00,2019-06-14 15:00:00,75.04,128.16,50.86,0.45,50.73,3.92
2019-06-14 15:00:00,2019-06-14 16:00:00,67.7,133.54,53.13,4.64,57.78,3.81
2019-06-14 16:00:00,2019-06-14 17:00:00,64.41,116.4,55.7,1.67,57.39,3.56
2019-06-14 17:00:00,2019-06-14 18:00:00,54.01,130.39,57.29,14.86,72.19,3.82
2019-06-14 18:00:00,2019-06-14 19:00:00,21.31,133.94,28.74,46.78,75.56,4.38
2019-06-14 19:00:00,2019-06-14 20:00:00,,2.2,5.25,39.06,44.32,4.88
2019-06-14 20:00:00,2019-06-14 21:00:00,,,3.83,24.5,28.33,5.25
2019-06-14 21:00:00,2019-06-14 22:00:00,,,3.71,17.75,21.45,5.19
2019-06-14 22:00:00,2019-06-14 23:00:00,,,3.46,13.91,17.38,4.92
2019-06-14 23:00:00,2019-06-15 00:00:00,,1.39,3.55,13.33,16.89,5.03
2019-06-15 00:00:00,2019-06-15 01:00:00,,15.96,3.72,11.89,15.62,5.06
2019-06-15 01:00:00,2019-06-15 02:00:00,,35.24,3.68,10.66,14.33,5.11
2019-06-15 02:00:00,2019-06-15 03:00:00,1.06,50.12,3.54,8.99,12.55,5.08
2019-06-15 03:00:00,2019-06-15 04:00:00,0.88,47.49,3.87,8.38,12.25,5.17
2019-06-15 04:00:00,2019-06-15 05:00:00,4.52,52.75,3.56,8.35,11.89,5.21
2019-06-15 05:00:00,2019-06-15 06:00:00,6.44,46.86,4.09,7.17,11.28,5.39
2019-06-15 06:00:00,2019-06-15 07:00:00,15.05,91.21,4.3,7.61,11.89,5.2
2019-06-15 07:00:00,2019-06-15 08:00:00,10.0,63.35,4.16,8.18,12.34,5.31
2019-06-15 08:00:00,2019-06-15 09:00:00,11.44,53.27,4.25,8.57,12.84,5.13
2019-06-15 09:00:00,2019-06-15 10:00:00,4.73,53.72,4.03,9.69,13.71,5.28
2019-06-15 10:00:00,2019-06-15 11:00:00,15.57,63.85,3.85,10.94,14.8,5.26
2019-06-15 11:00:00,2019-06-15 12:00:00,17.98,67.7,3.88,12.57,16.43,5.23
2019-06-15 12:00:00,2019-06-15 13:00:00,25.43,88.69,3.94,13.16,17.09,4.98
2019-06-15 13:00:00,2019-06-15 14:00:00,14.44,71.63,5.44,21.83,27.27,5.21
2019-06-15 14:00:00,2019-06-15 15:00:00,14.06,79.24,4.3,26.32,30.62,4.99
2019-06-15 15:00:00,2019-06-15 16:00:00,27.25,93.13,3.45,15.88,19.32,5.22
2019-06-15 16:00:00,2019-06-15 17:00:00,28.01,124.08,3.45,10.7,14.14,5.26
2019-06-15 17:00:00,2019-06-15 18:00:00,35.05,219.73,3.41,10.75,14.12,5.12
2019-06-15 18:00:00,2019-06-15 19:00:00,33.06,135.81,3.62,11.5,15.12,5.41
2019-06-15 19:00:00,2019-06-15 20:00:00,32.25,119.48,3.44,10.84,14.28,5.45
2019-06-15 20:00:00,2019-06-15 21:00:00,29.79,87.23,3.63,10.37,14.03,5.42
2019-06-15 21:00:00,2019-06-15 22:00:00,26.63,84.12,3.74,10.09,13.86,5.01
2019-06-15 22:00:00,2019-06-15 23:00:00,24.0,89.02,3.61,9.79,13.41,5.38
2019-06-15 23:00:00,2019-06-16 00:00:00,30.12,117.28,3.78,9.1,12.88,5.41
2019-06-16 00:00:00,2019-06-16 01:00:00,20.2,70.07,4.02,8.09,12.13,5.49
2019-06-16 01:00:00,2019-06-16 02:00:00,21.86,72.69,3.88,7.82,11.71,5.42
2019-06-16 02:00:00,2019-06-16 03:00:00,21.81,78.99,3.95,7.3,11.25,5.37
2019-06-16 03:00:00,2019-06-16 04:00:00,20.37,68.4,4.26,6.89,11.13,5.04
2019-06-16 04:00:00,2019-06-16 05:00:00,19.7,72.42,4.33,6.84,11.18,5.23
2019-06-16 05:00:00,2019-06-16 06:00:00,18.09,72.15,4.28,6.84,11.12,5.48
2019-06-16 06:00:00,2019-06-16 07:00:00,15.42,67.7,4.41,7.74,12.2,5.27
2019-06-16 07:00:00,2019-06-16 08:00:00,26.57,77.61,4.76,8.17,12.94,5.37
2019-06-16 08:00:00,2019-06-16 09:00:00,25.44,92.65,3.91,8.61,12.51,5.26
2019-06-16 09:00:00,2019-06-16 10:00:00,29.89,104.74,4.06,7.64,11.68,5.16
2019-06-16 10:00:00,2019-06-16 11:00:00,39.63,118.2,3.73,8.17,11.89,5.15
2019-06-16 11:00:00,2019-06-16 12:00:00,30.84,100.55,3.62,8.23,11.85,5.23
2019-06-16 12:00:00,2019-06-16 13:00:00,28.82,102.08,3.58,8.46,12.03,5.18
2019-06-16 13:00:00,2019-06-16 14:00:00,33.33,130.59,3.67,8.86,12.53,5.15
2019-06-16 14:00:00,2019-06-16 15:00:00,35.73,122.35,3.7,8.52,12.23,5.19
2019-06-16 15:00:00,2019-06-16 16:00:00,34.79,121.79,3.86,9.71,13.58,5.22
2019-06-16 16:00:00,2019-06-16 17:00:00,35.89,122.63,4.07,7.95,12.03,5.53
2019-06-16 17:00:00,2019-06-16 18:00:00,36.74,166.77,4.16,9.77,13.93,5.19
2019-06-16 18:00:00,2019-06-16 19:00:00,58.6,280.32,3.39,10.24,13.64,5.14
2019-06-16 19:00:00,2019-06-16 20:00:00,32.57,94.3,3.57,9.46,13.06,5.42
2019-06-16 20:00:00,2019-06-16 21:00:00,18.3,83.38,4.11,9.9,13.99,5.45
2019-06-16 21:00:00,2019-06-16 22:00:00,19.8,78.61,3.73,10.45,14.18,5.34
2019-06-16 22:00:00,2019-06-16 23:00:00,20.33,80.11,4.03,10.41,14.45,5.36
