From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm)
2023-02-09 01:00:00,2023-02-09 02:00:00,17.59,87.07,4.61,32.96,22.35,22.19,4.97,0.77,10.07,0.1,80.95,0.17,197.84,33.88,16.4,0.0
2023-02-09 02:00:00,2023-02-09 03:00:00,14.82,53.46,12.93,38.53,31.93,19.61,3.33,0.79,6.34,0.12,84.84,0.14,279.55,33.9,15.63,0.0
2023-02-09 03:00:00,2023-02-09 04:00:00,10.81,55.26,17.54,41.48,37.16,18.44,1.55,0.88,4.68,0.1,88.66,0.38,270.98,34.02,14.91,0.0
2023-02-09 04:00:00,2023-02-09 05:00:00,12.46,71.36,17.16,65.32,49.32,16.27,0.22,0.83,3.29,0.1,86.88,0.25,180.32,33.77,14.21,0.0
2023-02-09 05:00:00,2023-02-09 06:00:00,14.73,109.83,26.99,59.32,54.07,16.08,,0.89,3.57,0.1,87.88,0.15,291.86,33.85,14.12,0.0
2023-02-09 06:00:00,2023-02-09 07:00:00,17.52,104.39,33.1,55.39,56.92,16.03,4.07,1.0,3.02,0.1,91.57,0.29,54.57,35.98,13.62,0.0
2023-02-09 07:00:00,2023-02-09 08:00:00,28.6,107.54,18.17,53.5,43.96,20.81,5.2,1.04,6.06,0.1,78.36,0.13,61.6,74.53,16.8,0.0
2023-02-09 08:00:00,2023-02-09 09:00:00,28.74,84.33,11.58,63.98,44.14,21.22,20.91,0.78,23.97,0.1,53.1,0.32,34.17,64.25,22.6,0.0
2023-02-09 09:00:00,2023-02-09 10:00:00,19.03,62.42,3.37,23.05,16.18,27.79,50.36,0.6,65.99,0.27,35.26,0.08,128.07,49.6,26.82,0.0
2023-02-09 10:00:00,2023-02-09 11:00:00,11.53,43.57,2.95,14.75,11.51,26.26,36.28,0.49,80.42,0.91,28.35,0.53,163.54,68.15,29.24,0.0
2023-02-09 11:00:00,2023-02-09 12:00:00,7.2,44.05,2.92,20.45,14.47,22.61,40.47,0.62,91.58,0.67,25.09,0.7,161.12,72.05,30.59,0.0
2023-02-09 12:00:00,2023-02-09 13:00:00,4.65,48.7,2.85,12.61,10.3,18.95,16.96,0.46,82.91,0.39,18.7,0.61,261.17,64.75,32.43,0.0
2023-02-09 13:00:00,2023-02-09 14:00:00,4.48,36.6,2.99,14.22,11.26,17.36,17.88,0.46,81.96,0.15,16.79,0.51,233.94,139.3,34.27,0.0
2023-02-09 14:00:00,2023-02-09 15:00:00,7.49,33.82,2.87,12.41,10.22,16.12,16.08,0.42,78.88,0.1,13.73,0.66,241.42,186.7,36.02,0.0
2023-02-09 15:00:00,2023-02-09 16:00:00,8.7,38.82,2.67,9.54,8.55,15.26,10.1,0.39,72.83,0.1,13.64,0.6,176.82,106.15,35.31,0.0
2023-02-09 16:00:00,2023-02-09 17:00:00,9.8,41.76,3.18,18.64,13.72,11.38,6.57,0.36,62.83,0.1,13.38,0.67,93.09,52.8,34.27,0.0
2023-02-09 17:00:00,2023-02-09 18:00:00,13.14,81.02,3.6,45.61,28.15,12.13,5.75,0.46,34.9,0.1,21.41,0.2,61.69,38.33,31.0,0.0
2023-02-09 18:00:00,2023-02-09 19:00:00,8.92,214.98,15.38,96.88,64.38,8.32,7.66,0.62,16.11,0.18,33.92,0.17,179.59,34.65,26.15,0.0
2023-02-09 19:00:00,2023-02-09 20:00:00,8.26,245.28,20.73,63.84,51.41,15.48,8.84,0.59,20.99,0.48,48.21,0.21,156.96,34.33,22.6,0.0
2023-02-09 20:00:00,2023-02-09 21:00:00,11.75,132.56,9.63,44.32,32.32,16.52,9.28,0.65,27.93,0.5,51.35,0.19,91.26,33.77,21.44,0.0
2023-02-09 21:00:00,2023-02-09 22:00:00,15.24,168.25,4.36,32.14,21.72,19.27,10.9,0.65,25.51,0.54,59.35,0.11,141.71,34.12,20.04,0.0
2023-02-09 22:00:00,2023-02-09 23:00:00,25.5,61.77,7.62,47.84,32.54,17.93,8.82,0.77,13.23,0.73,69.69,0.2,265.92,34.08,18.02,0.0
2023-02-09 23:00:00,2023-02-10 00:00:00,34.01,108.32,3.24,27.23,18.25,19.17,8.61,0.71,25.87,0.44,67.65,0.23,100.93,33.7,17.81,0.0
2023-02-10 00:00:00,2023-02-10 01:00:00,19.97,65.69,3.02,21.88,15.29,17.44,5.33,0.69,22.04,0.21,70.19,0.15,178.37,34.08,17.02,0.0
2023-02-10 01:00:00,2023-02-10 02:00:00,16.42,96.07,8.8,39.47,29.12,17.98,2.23,0.98,6.94,0.1,84.95,0.2,131.94,33.9,15.23,0.0
2023-02-10 02:00:00,2023-02-10 03:00:00,19.74,137.03,10.83,41.49,31.79,16.51,1.19,0.85,7.6,0.1,82.83,0.13,195.53,33.75,14.66,0.0
2023-02-10 03:00:00,2023-02-10 04:00:00,24.25,107.98,10.76,43.62,32.85,17.08,0.04,0.93,4.26,0.1,86.41,0.24,245.33,33.8,14.23,0.0
2023-02-10 04:00:00,2023-02-10 05:00:00,35.23,157.57,12.62,39.05,31.95,18.37,,1.01,4.24,0.1,89.48,0.17,285.86,33.88,13.56,0.0
2023-02-10 05:00:00,2023-02-10 06:00:00,22.77,84.44,32.8,49.81,53.76,12.25,,0.93,2.48,0.1,90.53,0.22,251.49,33.8,12.92,0.0
2023-02-10 06:00:00,2023-02-10 07:00:00,16.88,111.57,39.31,50.61,59.4,13.05,4.6,1.05,3.17,0.1,91.76,0.16,153.66,36.0,12.53,0.0
2023-02-10 07:00:00,2023-02-10 08:00:00,23.04,106.23,24.65,57.67,51.33,17.41,7.36,1.07,5.58,0.1,79.62,0.43,199.17,68.97,15.47,0.0
2023-02-10 08:00:00,2023-02-10 09:00:00,32.41,127.66,14.82,63.78,46.64,19.53,17.24,1.1,18.07,0.1,60.29,0.4,181.91,60.08,20.55,0.0
2023-02-10 09:00:00,2023-02-10 10:00:00,39.7,100.97,7.01,49.25,32.79,23.02,31.66,1.01,44.31,0.1,44.73,0.55,195.11,51.88,25.02,0.0
2023-02-10 10:00:00,2023-02-10 11:00:00,29.18,80.21,3.74,39.41,25.02,22.67,65.62,1.03,74.4,1.64,28.63,0.24,144.85,65.6,30.2,0.0
2023-02-10 11:00:00,2023-02-10 12:00:00,,,9.34,86.25,53.98,17.23,34.95,0.73,68.22,2.37,32.94,0.58,97.47,162.07,31.45,0.0
2023-02-10 12:00:00,2023-02-10 13:00:00,1.73,6.96,5.41,44.04,28.78,22.34,21.97,0.62,82.37,0.35,18.82,0.74,242.95,182.5,34.73,0.0
2023-02-10 13:00:00,2023-02-10 14:00:00,22.3,90.14,5.38,38.87,26.05,22.12,20.66,0.63,81.72,0.1,16.88,0.84,243.18,480.27,36.15,0.0
2023-02-10 14:00:00,2023-02-10 15:00:00,23.11,120.48,4.37,32.3,21.82,21.18,19.35,0.57,82.36,0.1,16.63,0.88,351.36,592.9,36.45,0.0
2023-02-10 15:00:00,2023-02-10 16:00:00,15.96,140.47,4.07,23.99,17.23,19.57,12.62,0.48,82.68,0.1,16.61,0.95,265.31,295.77,36.23,0.0
2023-02-10 16:00:00,2023-02-10 17:00:00,28.17,123.89,3.24,25.72,17.46,20.13,13.25,0.48,85.69,0.1,18.54,0.53,262.09,89.55,35.51,0.0
2023-02-10 17:00:00,2023-02-10 18:00:00,32.68,156.34,2.71,30.29,19.43,20.59,11.77,0.6,71.86,0.1,28.14,0.1,104.16,46.22,32.09,0.0
2023-02-10 18:00:00,2023-02-10 19:00:00,24.12,334.91,3.77,59.49,35.54,17.3,8.02,0.72,43.78,0.12,42.93,0.26,171.09,35.3,27.01,0.0
2023-02-10 19:00:00,2023-02-10 20:00:00,153.69,487.07,3.38,34.3,22.05,22.21,8.64,0.76,46.43,0.62,53.61,0.2,166.7,34.83,23.8,0.0
2023-02-10 20:00:00,2023-02-10 21:00:00,19.33,76.06,4.34,51.33,31.73,20.4,7.49,0.79,26.33,1.04,62.49,0.19,138.11,34.62,21.7,0.0
2023-02-10 21:00:00,2023-02-10 22:00:00,3.76,87.78,2.84,29.19,18.96,24.23,7.28,0.75,30.39,0.7,65.77,0.17,141.21,34.38,20.56,0.0
2023-02-10 22:00:00,2023-02-10 23:00:00,3.24,37.69,4.26,42.29,26.95,21.78,6.6,0.83,19.38,0.88,69.05,0.11,187.66,34.45,19.64,0.0
2023-02-10 23:00:00,2023-02-11 00:00:00,89.31,186.94,6.54,54.83,35.33,20.43,5.54,0.86,9.41,0.99,75.61,0.21,203.67,34.48,18.7,0.0
2023-02-11 00:00:00,2023-02-11 01:00:00,65.96,335.95,7.74,42.95,30.08,21.83,4.97,0.79,10.43,0.36,79.84,0.11,268.06,34.38,17.54,0.0
2023-02-11 01:00:00,2023-02-11 02:00:00,4.81,151.5,15.93,49.78,40.22,18.12,4.49,0.94,3.6,0.24,85.48,0.18,162.39,34.33,16.79,0.0
2023-02-11 02:00:00,2023-02-11 03:00:00,8.14,186.56,7.2,45.81,31.14,20.72,4.54,0.95,7.59,0.1,83.94,0.18,146.66,34.3,16.42,0.0
2023-02-11 03:00:00,2023-02-11 04:00:00,39.77,90.32,5.91,36.34,25.16,22.19,4.14,0.85,5.01,0.1,88.15,0.11,224.85,34.3,15.74,0.0
2023-02-11 04:00:00,2023-02-11 05:00:00,29.65,146.33,10.09,36.43,28.55,20.9,3.84,0.86,5.03,0.1,90.04,0.11,161.32,34.27,15.04,0.0
2023-02-11 05:00:00,2023-02-11 06:00:00,37.61,231.67,27.02,46.06,47.16,16.17,3.62,0.9,3.33,0.1,90.25,0.15,173.53,34.12,14.86,0.0
2023-02-11 06:00:00,2023-02-11 07:00:00,76.29,170.48,34.99,48.98,55.08,14.9,4.37,0.95,2.82,0.1,91.5,0.15,185.93,41.0,14.62,0.0
2023-02-11 07:00:00,2023-02-11 08:00:00,26.74,221.16,28.06,48.25,49.15,18.61,4.6,1.02,6.23,0.1,84.84,0.16,242.0,111.43,16.96,0.0
2023-02-11 08:00:00,2023-02-11 09:00:00,39.99,257.31,8.14,41.24,29.51,25.32,6.89,1.16,25.63,0.1,64.66,0.15,244.91,110.2,22.36,0.0
2023-02-11 09:00:00,2023-02-11 10:00:00,79.64,97.43,3.61,34.43,22.31,26.55,14.3,1.56,73.15,0.66,42.77,0.28,319.02,101.65,28.02,0.0
2023-02-11 10:00:00,2023-02-11 11:00:00,17.53,126.69,4.27,37.73,24.57,24.0,13.79,0.9,80.2,2.69,29.96,0.82,181.04,145.17,31.45,0.0
2023-02-11 11:00:00,2023-02-11 12:00:00,4.31,111.21,4.07,35.37,23.18,22.88,18.28,0.73,81.39,1.08,24.73,0.96,92.51,213.45,34.35,0.0
2023-02-11 12:00:00,2023-02-11 13:00:00,6.18,115.12,3.9,25.8,18.04,20.66,16.32,0.53,76.1,0.16,18.2,1.0,338.47,192.32,37.32,0.0
2023-02-11 13:00:00,2023-02-11 14:00:00,2.36,129.81,3.87,25.95,18.09,17.34,13.29,0.55,93.06,0.1,17.18,1.16,323.5,503.12,38.12,0.0
2023-02-11 14:00:00,2023-02-11 15:00:00,2.17,301.35,2.98,25.23,17.01,14.92,13.79,0.59,107.52,0.1,16.93,0.99,315.0,547.05,38.14,0.0
2023-02-11 15:00:00,2023-02-11 16:00:00,23.34,151.71,2.76,21.25,14.75,14.0,10.89,0.6,109.37,0.1,16.12,1.0,336.13,261.82,37.87,0.0
2023-02-11 16:00:00,2023-02-11 17:00:00,,,2.84,17.59,12.9,13.4,8.62,0.54,92.28,0.1,16.8,0.68,339.53,89.02,37.18,0.0
2023-02-11 17:00:00,2023-02-11 18:00:00,2.72,118.64,4.41,58.56,35.56,12.32,10.83,0.68,67.28,0.1,25.94,0.23,52.2,46.88,33.59,0.0
2023-02-11 18:00:00,2023-02-11 19:00:00,13.39,214.94,3.87,76.63,44.57,12.01,9.46,0.74,49.34,0.1,37.36,0.16,140.56,35.2,29.1,0.0
2023-02-11 19:00:00,2023-02-11 20:00:00,37.6,276.67,3.36,74.4,43.0,14.62,7.54,0.99,26.3,0.42,50.92,0.25,105.33,34.98,25.71,0.0
2023-02-11 20:00:00,2023-02-11 21:00:00,74.76,197.04,3.54,49.51,30.14,18.95,7.41,0.97,31.38,1.68,59.59,0.22,147.25,34.57,23.63,0.0
2023-02-11 21:00:00,2023-02-11 22:00:00,8.34,79.99,10.29,64.62,43.45,15.18,6.42,0.86,22.93,1.0,60.84,0.13,185.2,34.48,22.86,0.0
2023-02-11 22:00:00,2023-02-11 23:00:00,49.95,294.44,5.96,67.32,41.38,17.14,5.27,0.91,14.97,0.99,67.91,0.24,201.98,34.5,21.21,0.0
2023-02-11 23:00:00,2023-02-12 00:00:00,32.05,163.8,4.43,59.1,35.86,19.74,4.72,0.95,13.62,1.05,75.51,0.18,157.03,34.45,19.74,0.0
2023-02-12 00:00:00,2023-02-12 01:00:00,36.94,106.77,5.81,52.05,33.29,20.93,4.98,0.99,7.44,3.06,81.1,0.15,68.16,34.47,18.55,0.0
2023-02-12 01:00:00,2023-02-12 02:00:00,27.54,120.14,5.52,33.29,23.25,21.43,4.73,0.81,11.52,2.27,82.15,0.17,92.32,34.28,17.65,0.0
2023-02-12 02:00:00,2023-02-12 03:00:00,16.54,72.85,9.5,39.6,29.74,18.27,4.38,0.76,7.19,0.1,85.58,0.11,144.32,34.23,16.72,0.0
2023-02-12 03:00:00,2023-02-12 04:00:00,24.24,106.55,19.82,52.33,44.67,15.51,4.16,0.83,3.33,0.57,86.82,0.1,131.19,34.23,16.14,0.0
2023-02-12 04:00:00,2023-02-12 05:00:00,20.75,137.06,24.07,49.02,46.34,16.06,3.89,0.84,2.82,0.16,88.87,0.11,194.97,34.28,15.68,0.0
2023-02-12 05:00:00,2023-02-12 06:00:00,18.77,98.55,20.14,43.91,40.52,18.21,3.65,0.9,3.12,0.1,89.55,0.1,211.53,34.25,15.3,0.0
2023-02-12 06:00:00,2023-02-12 07:00:00,41.23,106.07,27.8,48.26,48.94,14.92,4.52,1.04,3.1,0.1,90.5,0.15,65.56,41.6,15.4,0.0
2023-02-12 07:00:00,2023-02-12 08:00:00,20.09,133.44,22.89,52.39,47.16,17.17,4.83,1.08,5.4,0.1,78.27,0.18,189.55,128.1,18.64,0.0
2023-02-12 08:00:00,2023-02-12 09:00:00,17.59,116.39,6.24,35.02,24.73,24.77,6.23,0.95,31.33,0.1,53.66,0.15,108.36,136.07,24.71,0.0
2023-02-12 09:00:00,2023-02-12 10:00:00,8.21,54.33,3.43,20.43,14.86,23.99,7.09,0.69,57.23,1.45,39.98,0.5,110.99,103.75,28.47,0.0
2023-02-12 10:00:00,2023-02-12 11:00:00,3.97,43.66,3.34,15.03,11.97,19.52,8.62,0.5,65.46,0.49,25.23,1.13,103.37,179.0,31.05,0.0
2023-02-12 11:00:00,2023-02-12 12:00:00,8.69,88.89,3.91,17.15,13.53,15.09,9.12,0.47,69.0,0.25,20.32,1.17,183.4,327.1,32.51,0.0
2023-02-12 12:00:00,2023-02-12 13:00:00,14.58,97.08,2.77,10.92,9.36,12.85,6.64,0.45,75.65,0.15,19.51,1.09,355.36,292.6,32.93,0.0
2023-02-12 13:00:00,2023-02-12 14:00:00,,,,,,,,,,,,,,,,
2023-02-12 14:00:00,2023-02-12 15:00:00,,,,,,,,,,,,,,,,
2023-02-12 15:00:00,2023-02-12 16:00:00,,,,,,,,,,,,,,,,
2023-02-12 16:00:00,2023-02-12 17:00:00,,,,,,,,,,,,,,,,
2023-02-12 17:00:00,2023-02-12 18:00:00,,,,,,,,,,,,,,,,
2023-02-12 18:00:00,2023-02-12 19:00:00,,,,,,,,,,,,,,,,
2023-02-12 19:00:00,2023-02-12 20:00:00,,,,,,,,,,,,,,,,
2023-02-12 20:00:00,2023-02-12 21:00:00,,,,,,,,,,,,,,,,
2023-02-12 21:00:00,2023-02-12 22:00:00,17.07,146.9,3.92,76.48,44.54,4.76,3.85,0.42,17.4,0.0,53.01,0.35,179.05,33.6,21.53,0.0
2023-02-12 22:00:00,2023-02-12 23:00:00,24.93,246.86,2.18,52.6,30.66,5.73,3.71,0.35,24.26,0.0,54.02,0.26,150.84,34.27,21.01,0.0
2023-02-12 23:00:00,2023-02-13 00:00:00,29.0,145.91,2.17,47.21,27.84,4.57,3.58,0.33,19.06,0.0,60.27,0.17,142.81,34.37,19.63,0.0
2023-02-13 00:00:00,2023-02-13 01:00:00,36.0,143.04,5.79,49.69,32.03,3.27,4.19,0.68,15.48,0.0,68.0,0.2,115.89,34.33,17.8,0.0
2023-02-13 01:00:00,2023-02-13 02:00:00,34.85,135.7,6.34,53.46,34.45,18.41,3.94,0.71,8.12,0.0,76.67,0.16,142.69,34.27,16.07,0.0
2023-02-13 02:00:00,2023-02-13 03:00:00,43.85,143.32,9.16,50.39,35.11,17.81,3.71,0.95,5.77,0.0,81.15,0.14,218.02,34.12,15.09,0.0
2023-02-13 03:00:00,2023-02-13 04:00:00,41.41,199.17,9.53,33.78,26.73,18.63,3.58,0.77,10.37,0.0,83.11,0.18,142.25,34.05,14.33,0.0
2023-02-13 04:00:00,2023-02-13 05:00:00,37.79,69.21,6.68,26.21,20.48,16.76,3.68,0.59,17.18,0.0,78.7,0.18,134.51,33.98,13.88,0.0
2023-02-13 05:00:00,2023-02-13 06:00:00,26.41,43.43,4.0,32.44,21.59,16.21,3.47,0.58,8.72,0.0,82.82,0.23,163.01,34.12,13.07,0.0
2023-02-13 06:00:00,2023-02-13 07:00:00,20.0,54.36,4.62,32.09,21.9,15.78,3.9,0.54,9.71,0.0,84.76,0.17,158.44,41.85,12.52,0.0
2023-02-13 07:00:00,2023-02-13 08:00:00,14.12,30.74,9.61,36.54,28.23,13.62,4.14,0.58,18.64,0.0,65.89,0.36,201.31,126.4,16.66,0.0
2023-02-13 08:00:00,2023-02-13 09:00:00,18.01,108.92,6.06,31.16,22.57,14.65,5.99,0.71,34.89,0.0,43.81,0.22,216.58,163.38,23.17,0.0
2023-02-13 09:00:00,2023-02-13 10:00:00,12.89,73.54,3.9,19.0,14.49,13.65,7.1,0.6,56.22,0.0,28.22,0.72,257.11,98.62,27.25,0.0
2023-02-13 10:00:00,2023-02-13 11:00:00,9.24,62.34,3.49,13.83,11.46,11.58,5.64,0.52,69.93,0.0,22.16,0.9,327.72,169.12,31.16,0.0
2023-02-13 11:00:00,2023-02-13 12:00:00,12.97,82.69,2.91,8.68,8.3,8.9,5.2,0.39,72.6,0.0,18.7,1.29,91.02,357.88,33.08,0.0
2023-02-13 12:00:00,2023-02-13 13:00:00,13.58,75.57,3.12,14.21,11.36,7.6,5.8,0.51,76.66,0.0,18.59,0.93,324.06,230.98,34.28,0.0
2023-02-13 13:00:00,2023-02-13 14:00:00,13.55,57.26,3.52,12.98,11.04,7.13,5.55,0.45,77.55,0.0,17.52,0.88,321.32,515.3,35.14,0.0
2023-02-13 14:00:00,2023-02-13 15:00:00,16.04,65.23,3.44,12.54,10.73,7.16,5.29,0.43,77.19,0.0,17.57,1.04,344.09,631.15,35.56,0.0
2023-02-13 15:00:00,2023-02-13 16:00:00,11.77,81.29,3.11,10.16,9.23,7.29,4.91,0.42,78.09,0.0,15.52,1.0,316.13,305.17,35.19,0.0
2023-02-13 16:00:00,2023-02-13 17:00:00,8.25,79.21,3.07,15.16,11.82,7.15,5.13,0.47,76.34,0.0,16.03,0.84,333.68,93.12,33.88,0.0
2023-02-13 17:00:00,2023-02-13 18:00:00,6.54,66.93,2.66,19.71,13.87,7.59,5.06,0.56,60.87,0.0,20.99,0.33,205.69,50.27,32.3,0.0
2023-02-13 18:00:00,2023-02-13 19:00:00,17.08,87.09,5.75,68.42,41.79,6.8,4.21,0.63,30.11,0.0,32.7,0.23,138.97,34.8,27.69,0.0
2023-02-13 19:00:00,2023-02-13 20:00:00,26.82,251.65,27.82,89.74,70.63,6.23,4.22,0.79,20.03,0.0,41.58,0.22,182.8,34.65,24.75,0.0
2023-02-13 20:00:00,2023-02-13 21:00:00,38.57,272.06,14.74,68.37,48.98,11.58,3.81,0.79,15.27,0.0,56.37,0.29,107.62,34.35,22.74,0.0
2023-02-13 21:00:00,2023-02-13 22:00:00,27.01,139.1,12.24,74.85,50.35,11.45,3.47,0.82,6.96,0.0,63.14,0.11,148.99,34.3,21.16,0.0
2023-02-13 22:00:00,2023-02-13 23:00:00,33.14,166.65,21.7,69.17,54.98,12.53,3.22,0.78,9.33,0.0,68.64,0.09,138.72,34.12,20.09,0.0
2023-02-13 23:00:00,2023-02-14 00:00:00,34.54,189.45,5.03,41.3,27.04,19.44,3.24,0.77,17.23,0.0,70.37,0.27,103.07,34.17,19.29,0.0
2023-02-14 00:00:00,2023-02-14 01:00:00,23.32,104.42,4.33,33.44,22.38,17.68,4.12,0.85,14.28,0.0,75.77,0.21,148.7,34.22,18.09,0.0
2023-02-14 01:00:00,2023-02-14 02:00:00,19.3,92.85,3.04,33.03,21.13,17.68,4.1,0.93,10.37,0.0,81.79,0.16,287.19,34.1,17.18,0.0
2023-02-14 02:00:00,2023-02-14 03:00:00,20.97,55.23,7.3,42.34,29.41,15.7,3.94,1.03,6.04,0.0,86.92,0.23,166.28,34.12,16.54,0.0
2023-02-14 03:00:00,2023-02-14 04:00:00,22.23,82.31,5.25,34.03,23.42,16.7,3.79,0.88,7.44,0.0,87.62,0.22,123.9,34.02,15.91,0.0
2023-02-14 04:00:00,2023-02-14 05:00:00,14.9,68.34,9.04,30.18,24.46,15.04,3.77,0.86,7.67,0.0,87.32,0.14,174.47,33.98,15.37,0.0
2023-02-14 05:00:00,2023-02-14 06:00:00,10.17,122.44,20.82,45.28,41.79,10.19,3.69,1.01,4.33,0.0,88.38,0.24,207.66,33.98,15.13,0.0
2023-02-14 06:00:00,2023-02-14 07:00:00,15.83,94.6,29.93,49.09,51.08,10.09,3.99,1.05,3.11,0.0,90.2,0.15,193.89,42.75,14.58,0.0
2023-02-14 07:00:00,2023-02-14 08:00:00,18.19,95.73,23.12,53.98,48.18,13.23,4.25,1.07,8.51,0.0,76.68,0.23,230.87,130.43,18.48,0.0
2023-02-14 08:00:00,2023-02-14 09:00:00,20.66,133.97,7.99,47.41,32.6,17.92,7.2,0.95,32.45,0.0,47.81,0.27,238.5,174.03,25.52,0.0
2023-02-14 09:00:00,2023-02-14 10:00:00,14.95,74.44,4.32,32.09,21.67,19.86,15.17,0.56,63.6,0.0,25.29,0.39,141.41,109.22,29.66,0.0
2023-02-14 10:00:00,2023-02-14 11:00:00,14.89,43.46,4.57,36.36,24.09,17.32,13.1,0.76,73.38,0.0,21.75,0.72,244.1,194.85,31.3,0.0
2023-02-14 11:00:00,2023-02-14 12:00:00,12.34,46.96,3.49,21.34,15.38,15.01,8.3,0.6,80.72,0.0,15.89,0.93,253.3,403.97,33.55,0.0
2023-02-14 12:00:00,2023-02-14 13:00:00,12.9,54.09,3.19,15.0,11.83,12.56,6.17,0.46,84.86,0.0,14.28,0.79,248.79,237.12,34.09,0.0
2023-02-14 13:00:00,2023-02-14 14:00:00,9.37,42.55,3.36,15.75,12.36,10.37,6.78,0.46,85.78,0.0,13.67,1.06,180.13,503.42,34.63,0.0
2023-02-14 14:00:00,2023-02-14 15:00:00,6.85,52.99,3.2,13.23,10.9,9.96,6.5,0.44,83.13,0.0,13.9,1.05,98.8,642.33,35.79,0.0
2023-02-14 15:00:00,2023-02-14 16:00:00,8.0,60.22,2.61,9.12,8.29,9.76,6.2,0.44,86.3,0.0,14.57,0.96,261.77,348.6,36.07,0.0
2023-02-14 16:00:00,2023-02-14 17:00:00,5.92,51.04,2.73,12.24,10.03,9.48,7.59,0.46,85.95,0.0,15.95,0.87,314.58,92.8,34.38,0.0
2023-02-14 17:00:00,2023-02-14 18:00:00,4.77,38.18,3.94,36.18,23.5,9.12,7.75,0.5,68.25,0.0,21.32,0.52,314.65,47.6,31.65,0.0
2023-02-14 18:00:00,2023-02-14 19:00:00,4.0,70.46,12.93,73.16,50.02,6.2,7.23,0.64,38.5,0.0,28.05,0.41,177.97,34.77,28.61,0.0
2023-02-14 19:00:00,2023-02-14 20:00:00,8.18,155.57,3.11,40.38,25.02,14.15,6.85,0.67,41.14,0.0,38.2,0.27,125.56,34.77,24.74,0.0
2023-02-14 20:00:00,2023-02-14 21:00:00,6.38,41.78,9.24,71.97,46.45,8.99,5.31,1.12,9.45,0.0,54.01,0.28,70.06,34.58,21.95,0.0
2023-02-14 21:00:00,2023-02-14 22:00:00,7.29,144.45,3.11,50.35,30.24,14.69,5.02,1.05,18.99,0.0,59.88,0.21,122.2,34.33,20.48,0.0
2023-02-14 22:00:00,2023-02-14 23:00:00,10.09,84.44,8.88,51.63,35.53,13.82,4.64,0.84,18.11,0.0,63.27,0.12,235.33,34.3,19.66,0.0
2023-02-14 23:00:00,2023-02-15 00:00:00,13.89,86.51,7.35,49.99,33.45,14.42,4.58,0.87,16.41,0.0,68.45,0.17,170.43,34.33,18.43,0.0
2023-02-15 00:00:00,2023-02-15 01:00:00,17.04,76.27,3.63,40.29,25.39,16.75,4.25,0.77,15.44,0.0,74.76,0.15,185.18,34.2,17.23,0.0
2023-02-15 01:00:00,2023-02-15 02:00:00,12.61,47.23,3.25,29.21,19.3,17.36,4.17,0.89,13.66,0.0,79.45,0.19,274.78,34.2,16.39,0.0
2023-02-15 02:00:00,2023-02-15 03:00:00,11.83,52.2,5.27,35.25,24.08,15.93,4.04,1.03,10.18,0.0,82.23,0.25,159.06,34.25,15.55,0.0
2023-02-15 03:00:00,2023-02-15 04:00:00,12.71,49.86,9.93,40.2,30.4,14.68,3.79,0.84,6.92,0.0,85.03,0.11,249.77,34.2,14.71,0.0
2023-02-15 04:00:00,2023-02-15 05:00:00,14.05,70.51,9.79,38.59,29.45,14.44,3.67,0.89,4.99,0.0,87.83,0.14,265.66,34.08,14.36,0.0
2023-02-15 05:00:00,2023-02-15 06:00:00,10.19,48.93,3.54,27.68,18.73,16.46,3.64,0.78,11.52,0.0,84.35,0.24,129.59,34.08,14.17,0.0
2023-02-15 06:00:00,2023-02-15 07:00:00,7.16,38.99,10.39,37.48,29.35,13.06,4.28,0.8,8.2,0.0,85.53,0.22,63.85,42.83,13.82,0.0
2023-02-15 07:00:00,2023-02-15 08:00:00,6.63,66.23,17.7,53.89,43.78,10.9,4.51,1.02,9.38,0.0,74.75,0.28,157.37,126.83,17.11,0.0
2023-02-15 08:00:00,2023-02-15 09:00:00,14.31,85.24,12.84,60.23,43.2,12.58,5.65,1.07,27.27,0.0,52.36,0.23,105.86,186.72,23.15,0.0
2023-02-15 09:00:00,2023-02-15 10:00:00,9.88,60.4,4.07,26.13,18.35,17.3,5.61,0.79,64.04,0.0,32.31,0.58,172.63,115.33,27.27,0.0
2023-02-15 10:00:00,2023-02-15 11:00:00,6.86,38.3,3.02,14.44,11.4,10.75,12.8,0.7,74.82,0.49,21.49,0.96,263.7,222.88,29.83,0.0
2023-02-15 11:00:00,2023-02-15 12:00:00,,,,,,8.75,15.69,0.48,73.38,0.68,18.07,1.2,264.27,419.2,31.7,0.0
2023-02-15 12:00:00,2023-02-15 13:00:00,,,4.08,8.46,9.12,6.5,10.19,0.48,75.21,0.33,17.97,1.29,265.13,242.3,32.79,0.0
2023-02-15 13:00:00,2023-02-15 14:00:00,,47.66,3.82,17.8,13.8,9.73,,0.48,74.41,0.09,17.33,1.2,108.88,487.3,36.77,0.0
2023-02-15 14:00:00,2023-02-15 15:00:00,,70.54,2.94,12.21,10.17,17.48,,0.31,72.81,0.0,16.7,1.23,352.62,626.82,37.91,0.0
