From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),RH (%),WS (m/s),WD (degree),SR (W/mt2),AT (degree C),RF (mm),Xylene (ug/m3)
2022-12-07 06:00:00,2022-12-07 07:00:00,80.25,120.5,2.48,17.7,11.43,14.05,9.35,0.84,115.6,0.8,108.7,0.32,0.47,49.0,0.27,81.75,19.25,19.3,0.0,0.1
2022-12-07 07:00:00,2022-12-07 08:00:00,82.0,118.75,2.8,18.7,12.2,14.05,8.1,0.91,109.12,1.12,108.25,0.38,0.55,47.25,0.3,81.0,56.5,19.6,0.0,0.12
2022-12-07 08:00:00,2022-12-07 09:00:00,84.25,123.25,3.0,24.48,15.48,13.93,10.25,0.92,101.47,1.08,103.5,0.6,1.22,36.25,0.55,62.5,170.5,20.95,0.0,0.3
2022-12-07 09:00:00,2022-12-07 10:00:00,79.25,117.5,2.8,19.3,12.55,13.88,16.4,0.77,119.05,0.93,101.6,0.45,0.8,28.75,0.85,45.5,264.25,21.75,0.0,0.22
2022-12-07 10:00:00,2022-12-07 11:00:00,68.75,100.75,2.72,17.55,11.57,14.03,17.87,0.72,125.83,0.8,116.97,0.5,0.73,23.75,0.85,48.5,334.5,22.3,0.0,0.2
2022-12-07 11:00:00,2022-12-07 12:00:00,61.0,96.5,2.8,16.17,10.87,13.97,5.8,0.84,121.85,0.75,97.78,0.43,0.62,18.5,0.97,37.0,362.5,22.77,0.0,0.15
2022-12-07 12:00:00,2022-12-07 13:00:00,41.75,79.5,2.6,14.8,10.05,14.0,4.88,0.75,112.88,0.6,74.92,0.55,0.85,11.25,1.2,21.5,358.25,23.08,0.0,0.28
2022-12-07 13:00:00,2022-12-07 14:00:00,24.5,57.75,2.65,15.28,10.25,14.03,5.9,0.73,117.1,0.5,28.93,0.25,0.6,12.0,1.05,31.75,300.5,23.4,0.0,0.17
2022-12-07 14:00:00,2022-12-07 15:00:00,27.0,55.5,2.7,14.72,10.05,1.6,4.48,0.72,111.42,0.47,19.35,0.27,0.72,9.0,1.1,26.0,227.5,23.57,0.0,0.22
2022-12-07 15:00:00,2022-12-07 16:00:00,23.5,49.25,2.67,15.9,10.62,,3.47,0.76,103.55,0.33,22.37,0.13,0.4,7.0,0.95,32.5,134.75,23.7,0.0,0.07
2022-12-07 16:00:00,2022-12-07 17:00:00,21.75,50.25,2.83,21.18,13.55,,2.92,0.86,95.65,0.45,27.65,0.3,0.95,12.75,0.95,6.0,40.0,23.07,0.0,0.3
2022-12-07 17:00:00,2022-12-07 18:00:00,23.25,65.5,2.42,23.95,14.73,,11.62,0.89,97.5,0.6,16.18,0.35,1.3,18.0,0.77,8.0,17.0,22.2,0.0,0.38
2022-12-07 18:00:00,2022-12-07 19:00:00,31.75,72.0,2.6,29.82,18.0,,41.22,0.95,87.4,0.72,29.6,0.57,1.65,20.0,0.55,32.5,16.0,21.78,0.0,0.47
2022-12-07 19:00:00,2022-12-07 20:00:00,41.75,79.0,2.45,28.88,17.35,,51.35,0.99,91.35,0.8,58.78,0.6,1.6,26.25,0.4,141.75,16.0,21.15,0.0,0.5
2022-12-07 20:00:00,2022-12-07 21:00:00,51.5,88.0,2.52,25.45,15.6,,47.35,1.08,92.55,0.8,81.25,0.52,1.4,31.0,0.4,146.25,16.0,20.88,0.0,0.42
2022-12-07 21:00:00,2022-12-07 22:00:00,55.75,90.5,2.5,19.23,12.25,,45.25,0.96,104.78,0.7,94.67,0.53,1.43,25.5,0.38,134.0,16.0,21.12,0.0,0.47
2022-12-07 22:00:00,2022-12-07 23:00:00,47.75,72.25,2.45,21.27,13.3,,48.23,0.98,96.02,0.68,106.45,0.5,1.25,25.25,0.45,196.0,16.0,20.82,0.0,0.38
2022-12-07 23:00:00,2022-12-08 00:00:00,42.0,73.0,2.1,19.75,12.23,,33.57,0.9,89.65,0.47,116.23,0.35,0.72,27.25,0.55,215.75,15.75,20.5,0.0,0.2
2022-12-08 00:00:00,2022-12-08 01:00:00,44.5,71.75,2.38,35.35,20.7,,16.38,1.01,53.95,0.77,123.55,0.6,1.4,39.5,0.6,218.75,15.25,19.95,0.0,0.48
2022-12-08 01:00:00,2022-12-08 02:00:00,67.25,122.5,5.25,49.25,30.48,,7.15,1.36,7.33,2.3,125.5,2.02,5.6,53.25,0.5,219.5,15.75,19.25,0.0,2.17
2022-12-08 02:00:00,2022-12-08 03:00:00,98.75,191.5,3.23,35.05,21.25,,8.3,1.23,22.38,1.95,127.75,1.72,4.7,50.25,0.38,212.0,15.5,18.98,0.0,1.78
2022-12-08 03:00:00,2022-12-08 04:00:00,75.0,142.5,2.4,27.65,16.68,,18.67,1.15,45.9,1.48,127.6,1.07,2.85,44.5,0.47,204.75,16.0,19.08,0.0,0.93
2022-12-08 04:00:00,2022-12-08 05:00:00,75.75,120.0,2.58,36.0,21.25,,22.7,1.08,42.25,1.2,127.1,0.85,2.05,44.25,0.3,191.0,15.75,18.83,0.0,0.62
2022-12-08 05:00:00,2022-12-08 06:00:00,74.25,120.5,2.38,23.9,14.65,,26.15,1.0,67.97,0.97,127.5,0.65,1.33,41.75,0.3,186.5,16.0,18.8,0.0,0.38
2022-12-08 06:00:00,2022-12-08 07:00:00,63.5,105.75,2.33,21.45,13.32,,23.05,0.93,80.02,0.9,124.28,0.55,1.18,38.0,0.38,225.5,17.5,19.2,0.0,0.3
2022-12-08 07:00:00,2022-12-08 08:00:00,60.5,103.5,2.48,20.4,12.87,,17.47,0.95,84.78,0.9,123.12,0.43,0.85,36.75,0.33,280.75,54.0,19.3,0.0,0.22
2022-12-08 08:00:00,2022-12-08 09:00:00,62.5,121.25,3.78,27.43,17.62,,11.12,0.98,81.77,1.35,121.62,0.65,1.45,31.5,0.4,84.25,170.25,21.05,0.0,0.4
2022-12-08 09:00:00,2022-12-08 10:00:00,57.5,113.5,3.35,18.23,12.43,0.57,6.22,0.72,108.95,0.85,98.55,0.42,0.97,28.25,0.72,44.25,267.75,21.8,0.0,0.27
2022-12-08 10:00:00,2022-12-08 11:00:00,41.0,83.5,2.78,15.1,10.28,1.1,4.0,0.56,113.05,0.65,29.15,0.17,0.48,22.25,1.07,29.25,336.5,22.5,0.0,0.15
2022-12-08 11:00:00,2022-12-08 12:00:00,37.75,74.0,2.47,14.33,9.63,0.75,3.35,0.66,111.05,0.6,27.18,0.23,0.45,19.75,1.1,28.75,352.25,23.15,0.0,0.12
2022-12-08 12:00:00,2022-12-08 13:00:00,28.0,65.75,2.7,14.0,9.7,0.95,3.27,0.64,114.22,0.53,42.4,0.2,0.47,14.75,0.95,38.25,356.0,23.62,0.0,0.12
2022-12-08 13:00:00,2022-12-08 14:00:00,25.0,52.75,2.9,13.95,9.8,1.2,3.88,0.66,117.0,0.5,55.17,0.28,0.62,12.75,0.98,44.5,303.75,23.88,0.0,0.17
2022-12-08 14:00:00,2022-12-08 15:00:00,25.0,51.75,2.55,14.5,9.78,1.15,3.52,0.65,116.7,0.5,68.85,0.3,0.58,13.25,0.75,49.5,229.75,24.08,0.0,0.15
2022-12-08 15:00:00,2022-12-08 16:00:00,24.25,50.5,2.62,17.18,11.3,0.3,2.85,0.01,110.95,0.5,18.23,0.2,0.5,13.25,0.7,56.25,131.75,23.93,0.0,0.17
2022-12-08 16:00:00,2022-12-08 17:00:00,22.75,53.0,2.65,26.47,16.23,1.1,2.55,0.0,93.83,0.53,12.6,0.85,0.75,18.25,0.45,50.0,35.5,23.07,0.0,0.28
2022-12-08 17:00:00,2022-12-08 18:00:00,29.0,79.25,2.53,42.57,24.68,4.38,3.58,0.0,66.33,1.07,21.45,0.93,3.23,25.5,0.33,57.0,16.5,22.02,0.0,1.12
2022-12-08 18:00:00,2022-12-08 19:00:00,45.5,122.5,2.38,50.65,28.85,3.4,4.23,0.0,56.83,1.92,23.92,1.75,5.38,31.75,0.32,58.25,16.0,21.27,0.0,2.08
2022-12-08 19:00:00,2022-12-08 20:00:00,59.75,119.5,2.38,31.33,18.57,0.7,4.4,0.0,85.28,1.55,47.52,1.4,4.15,33.25,0.38,64.75,16.0,21.12,0.0,1.5
2022-12-08 20:00:00,2022-12-08 21:00:00,56.5,96.0,2.45,31.73,18.85,0.5,8.25,0.0,90.75,1.3,68.7,0.95,2.95,34.0,0.4,106.5,16.0,20.95,0.0,0.95
2022-12-08 21:00:00,2022-12-08 22:00:00,59.75,95.5,2.05,22.45,13.6,5.88,8.0,0.0,99.72,1.0,85.78,0.7,2.0,36.25,0.35,195.0,16.0,20.43,0.0,0.62
2022-12-08 22:00:00,2022-12-08 23:00:00,51.0,86.75,2.1,18.42,11.5,14.18,6.17,0.0,100.8,0.75,98.45,0.35,0.7,36.5,0.4,194.75,16.0,20.38,0.0,0.2
2022-12-08 23:00:00,2022-12-09 00:00:00,60.5,98.5,3.27,39.0,23.38,13.95,5.53,0.0,64.08,0.78,30.27,0.38,1.73,39.25,0.45,251.0,15.5,20.3,0.0,0.17
2022-12-09 00:00:00,2022-12-09 01:00:00,85.75,135.25,2.45,24.97,15.28,14.03,6.05,0.0,89.7,1.52,121.33,1.12,3.17,36.75,0.5,212.25,15.25,20.2,0.0,1.02
2022-12-09 01:00:00,2022-12-09 02:00:00,64.75,109.0,2.32,19.32,12.18,14.03,6.85,0.0,86.0,0.93,120.4,0.57,1.38,38.75,0.47,207.5,16.0,19.95,0.0,0.38
2022-12-09 02:00:00,2022-12-09 03:00:00,54.5,95.0,2.38,21.67,13.47,14.03,10.12,0.0,85.53,1.15,128.38,0.78,1.93,37.75,0.38,250.5,15.5,19.98,0.0,0.57
2022-12-09 03:00:00,2022-12-09 04:00:00,59.5,102.0,2.02,19.12,11.82,14.0,10.07,0.0,101.25,1.18,130.0,0.65,1.62,35.25,0.25,76.75,15.75,19.9,0.0,0.42
2022-12-09 04:00:00,2022-12-09 05:00:00,52.0,88.25,2.23,15.4,10.0,13.97,6.92,0.0,106.28,0.65,127.38,0.35,0.65,34.25,0.4,321.0,15.5,19.85,0.0,0.15
2022-12-09 05:00:00,2022-12-09 06:00:00,41.0,73.0,2.0,14.15,9.15,13.93,5.58,0.0,113.55,0.65,125.78,0.35,0.57,36.0,0.38,50.0,16.0,19.57,0.0,0.1
2022-12-09 06:00:00,2022-12-09 07:00:00,39.0,71.0,2.3,15.2,9.98,14.0,4.72,0.0,101.2,0.6,122.85,0.33,0.5,41.5,0.68,85.0,18.5,19.05,0.0,0.12
2022-12-09 07:00:00,2022-12-09 08:00:00,46.75,79.25,2.62,19.77,12.7,13.95,5.67,0.0,90.65,0.85,117.12,0.4,0.72,41.25,0.57,76.75,53.75,19.3,0.0,0.17
2022-12-09 08:00:00,2022-12-09 09:00:00,63.0,109.0,3.15,27.7,17.3,14.0,9.43,0.0,84.77,1.15,115.4,0.6,1.35,36.25,0.68,66.25,169.25,20.48,0.0,0.38
2022-12-09 09:00:00,2022-12-09 10:00:00,70.5,125.75,3.0,19.82,13.03,14.0,15.45,0.0,125.2,0.97,96.83,0.47,1.02,33.0,0.95,65.25,256.5,21.55,0.0,0.27
2022-12-09 10:00:00,2022-12-09 11:00:00,62.0,112.0,2.58,17.77,11.58,13.3,12.3,0.64,135.8,0.97,59.42,0.4,0.73,28.25,0.9,58.75,324.5,22.38,0.0,0.2
2022-12-09 11:00:00,2022-12-09 12:00:00,58.5,114.25,2.5,17.6,11.4,,16.35,0.63,137.88,1.45,28.23,0.35,0.8,25.25,1.05,45.75,355.75,22.95,0.0,0.2
2022-12-09 12:00:00,2022-12-09 13:00:00,58.5,103.25,2.8,17.45,11.55,,11.43,0.52,134.88,1.02,33.53,0.35,0.73,16.75,1.25,44.25,353.25,23.45,0.0,0.2
2022-12-09 13:00:00,2022-12-09 14:00:00,46.5,93.25,2.52,17.12,11.15,,8.5,0.46,131.28,0.7,29.02,0.5,0.62,15.25,1.2,40.5,304.5,23.9,0.0,0.2
2022-12-09 14:00:00,2022-12-09 15:00:00,41.25,87.0,2.85,17.05,11.38,,6.27,0.45,123.4,0.73,24.4,0.33,0.77,14.5,1.3,26.0,227.0,23.88,0.0,0.2
2022-12-09 15:00:00,2022-12-09 16:00:00,35.25,79.75,2.45,17.5,11.3,,6.8,0.51,129.1,0.82,27.73,0.35,0.88,18.0,1.05,36.0,129.0,23.68,0.0,0.25
2022-12-09 16:00:00,2022-12-09 17:00:00,44.25,90.0,2.45,21.62,13.5,,7.45,0.63,120.4,0.83,20.48,0.35,1.0,22.75,0.65,37.5,38.75,23.1,0.0,0.28
2022-12-09 17:00:00,2022-12-09 18:00:00,51.25,108.75,2.35,33.27,19.6,,7.35,0.98,102.58,1.55,34.05,1.05,1.6,29.0,0.5,23.0,16.5,22.17,0.0,0.9
2022-12-09 18:00:00,2022-12-09 19:00:00,67.5,136.25,2.25,37.0,21.5,,5.3,0.96,92.15,2.0,48.08,1.6,2.35,33.75,0.38,45.25,16.0,21.38,0.0,1.32
2022-12-09 19:00:00,2022-12-09 20:00:00,73.25,132.25,2.17,32.3,18.95,,5.05,0.96,95.78,1.5,70.42,1.02,1.85,36.25,0.43,76.25,15.75,20.98,0.0,0.75
2022-12-09 20:00:00,2022-12-09 21:00:00,82.0,129.75,2.4,31.27,18.53,,5.53,0.98,94.78,1.48,85.5,1.05,2.93,37.0,0.53,71.5,16.0,20.73,0.0,0.88
2022-12-09 21:00:00,2022-12-09 22:00:00,78.5,121.5,2.2,33.75,19.78,,4.72,1.02,91.5,1.5,95.72,1.15,2.83,39.75,0.62,83.0,16.0,20.48,0.0,1.03
2022-12-09 22:00:00,2022-12-09 23:00:00,81.75,122.25,2.1,23.35,14.1,,4.3,0.82,107.95,1.43,103.67,0.97,1.65,42.5,0.62,88.75,15.75,20.3,0.0,0.82
2022-12-09 23:00:00,2022-12-10 00:00:00,80.25,118.5,2.18,17.53,11.1,,3.77,0.8,111.95,1.1,112.18,0.6,1.27,45.25,0.62,92.0,15.75,20.12,0.0,0.35
2022-12-10 00:00:00,2022-12-10 01:00:00,79.5,116.5,2.03,14.43,9.3,,6.95,0.86,117.1,1.02,118.5,0.45,0.8,50.25,0.65,87.75,15.75,19.92,0.0,0.22
2022-12-10 01:00:00,2022-12-10 02:00:00,91.5,129.75,2.08,15.85,10.15,,5.97,0.94,121.72,1.18,116.97,0.5,0.68,57.75,0.4,76.5,15.75,19.48,0.0,0.2
2022-12-10 02:00:00,2022-12-10 03:00:00,113.5,157.0,2.58,23.35,14.52,,3.55,0.98,89.55,1.27,117.68,0.57,0.47,61.0,0.5,83.75,15.75,19.02,0.0,0.23
2022-12-10 03:00:00,2022-12-10 04:00:00,117.0,161.0,2.52,19.38,12.35,,3.08,0.92,100.57,1.32,117.1,0.68,0.62,63.75,0.7,85.5,15.75,18.73,0.0,0.35
2022-12-10 04:00:00,2022-12-10 05:00:00,113.75,157.75,2.33,15.45,10.12,,2.23,0.98,129.48,1.3,115.6,0.53,0.45,64.75,0.52,83.5,15.5,19.23,0.0,0.22
2022-12-10 05:00:00,2022-12-10 06:00:00,123.25,169.0,2.23,14.23,9.35,0.57,2.08,1.0,130.28,1.4,118.72,0.5,0.6,66.25,0.35,77.75,16.0,19.12,0.0,0.15
2022-12-10 06:00:00,2022-12-10 07:00:00,126.0,175.75,2.05,18.8,11.65,,1.58,1.07,117.18,1.42,117.82,0.53,0.5,69.0,0.22,125.0,18.75,18.85,0.0,0.15
2022-12-10 07:00:00,2022-12-10 08:00:00,128.25,190.25,2.92,41.08,24.23,,2.3,1.04,99.47,1.55,104.35,0.55,0.72,62.75,0.4,51.25,54.25,19.6,0.0,0.22
2022-12-10 08:00:00,2022-12-10 09:00:00,126.25,190.25,4.7,43.45,26.95,,3.92,1.06,99.53,1.58,92.2,0.6,1.0,53.5,0.6,51.5,161.5,20.8,0.0,0.28
2022-12-10 09:00:00,2022-12-10 10:00:00,137.25,200.25,3.62,23.0,15.22,,5.25,0.89,136.95,1.3,83.88,0.38,0.62,46.0,0.82,73.0,247.0,21.8,0.0,0.15
2022-12-10 10:00:00,2022-12-10 11:00:00,124.25,174.25,2.62,18.43,11.92,,5.7,0.86,150.6,1.23,46.2,0.27,0.57,38.75,0.77,65.5,312.75,22.73,0.0,0.12
2022-12-10 11:00:00,2022-12-10 12:00:00,107.5,167.0,2.6,17.5,11.4,2.3,5.8,0.83,154.4,1.25,21.12,0.28,0.53,34.25,0.8,65.0,346.5,23.43,0.0,0.15
2022-12-10 12:00:00,2022-12-10 13:00:00,99.25,165.5,2.55,17.6,11.4,2.3,5.2,0.76,150.05,1.2,37.75,0.3,0.57,28.5,0.93,54.5,344.25,24.02,0.0,0.15
2022-12-10 13:00:00,2022-12-10 14:00:00,84.0,146.25,2.45,16.55,10.82,2.03,4.72,0.71,149.08,1.1,45.95,0.3,0.23,24.5,0.9,65.25,303.75,24.52,0.0,0.2
2022-12-10 14:00:00,2022-12-10 15:00:00,67.25,125.5,2.5,15.0,10.05,2.43,3.47,0.59,139.7,0.85,57.15,0.28,0.47,19.0,0.88,75.5,232.0,24.85,0.0,0.12
2022-12-10 15:00:00,2022-12-10 16:00:00,48.75,89.25,2.42,16.8,10.92,1.55,2.9,0.61,130.25,0.77,72.12,0.32,0.28,19.25,0.6,67.0,133.25,24.9,0.0,0.17
2022-12-10 16:00:00,2022-12-10 17:00:00,47.25,90.5,2.52,20.6,13.03,1.23,2.9,0.76,125.38,0.9,89.22,0.47,0.45,30.25,0.57,66.5,41.0,24.12,0.0,0.3
2022-12-10 17:00:00,2022-12-10 18:00:00,64.5,115.25,2.27,29.73,17.65,0.25,3.05,1.11,111.97,0.93,55.67,0.57,0.9,44.5,0.45,55.25,17.0,22.57,0.0,0.5
2022-12-10 18:00:00,2022-12-10 19:00:00,110.25,162.25,2.38,37.38,21.82,,3.1,1.4,90.25,2.2,98.78,1.57,3.42,48.5,0.45,80.75,16.0,21.88,0.0,1.52
2022-12-10 19:00:00,2022-12-10 20:00:00,150.0,209.75,2.47,44.12,25.5,,2.72,1.5,72.6,2.38,106.62,1.55,3.3,50.0,0.43,72.75,16.0,21.5,0.0,1.4
2022-12-10 20:00:00,2022-12-10 21:00:00,142.75,204.5,2.33,53.33,30.23,,2.53,1.5,63.35,2.5,113.98,2.35,4.8,54.0,0.53,79.75,16.0,21.0,0.0,2.33
2022-12-10 21:00:00,2022-12-10 22:00:00,128.25,183.5,2.47,41.67,24.2,,2.03,1.28,77.68,2.12,117.8,1.65,4.47,57.5,0.72,84.25,16.0,20.58,0.0,1.53
2022-12-10 22:00:00,2022-12-10 23:00:00,125.5,178.25,2.02,33.4,19.38,,2.42,1.14,90.9,1.83,116.7,1.05,2.78,57.5,0.95,88.25,16.0,20.6,0.0,0.82
2022-12-10 23:00:00,2022-12-11 00:00:00,134.75,187.5,2.2,24.62,14.88,0.93,3.13,1.01,111.05,1.68,116.35,0.72,1.35,56.25,1.25,90.75,15.0,20.52,0.0,0.48
2022-12-11 00:00:00,2022-12-11 01:00:00,141.25,188.0,2.32,16.53,10.65,2.08,3.98,1.03,119.15,1.38,115.5,0.5,0.85,53.25,1.55,91.75,15.75,20.5,0.0,0.22
2022-12-11 01:00:00,2022-12-11 02:00:00,118.25,150.75,2.45,15.17,10.03,2.38,4.6,0.95,128.3,1.15,112.3,0.38,0.57,50.75,1.32,90.5,15.75,20.55,0.0,0.12
2022-12-11 02:00:00,2022-12-11 03:00:00,110.25,142.0,2.25,15.9,10.28,2.27,5.78,0.95,127.5,1.1,114.95,0.3,0.47,53.0,1.32,91.75,16.0,20.4,0.0,0.1
2022-12-11 03:00:00,2022-12-11 04:00:00,113.25,147.25,2.35,34.58,20.3,1.3,6.4,0.95,97.35,1.1,114.6,0.3,0.45,55.75,1.15,91.0,15.5,20.02,0.0,0.1
2022-12-11 04:00:00,2022-12-11 05:00:00,112.0,149.0,2.38,24.65,15.05,1.03,6.32,0.95,106.58,1.1,115.05,0.35,0.5,58.5,0.62,78.5,15.75,19.57,0.0,0.1
2022-12-11 05:00:00,2022-12-11 06:00:00,116.25,154.25,2.0,24.6,14.7,1.12,6.92,0.96,90.68,1.1,117.17,0.4,0.62,60.25,0.57,83.75,16.0,19.28,0.0,0.12
2022-12-11 06:00:00,2022-12-11 07:00:00,119.0,160.5,2.27,27.98,16.75,1.0,8.78,1.02,81.68,1.12,113.85,0.43,0.65,59.0,0.57,84.25,18.5,19.33,0.0,0.12
2022-12-11 07:00:00,2022-12-11 08:00:00,124.5,173.75,3.05,28.0,17.38,0.35,7.5,1.21,84.65,1.57,105.6,0.65,1.32,61.75,0.47,75.25,51.5,19.38,0.0,0.35
2022-12-11 08:00:00,2022-12-11 09:00:00,154.0,214.75,3.0,27.3,16.93,0.7,12.35,1.24,90.97,2.05,95.65,0.67,1.43,49.5,0.82,78.25,154.5,21.12,0.0,0.38
2022-12-11 09:00:00,2022-12-11 10:00:00,167.0,218.75,2.58,19.02,12.25,1.8,16.95,0.89,141.8,1.33,89.45,0.35,0.68,40.75,1.18,88.5,241.25,22.3,0.0,0.15
2022-12-11 10:00:00,2022-12-11 11:00:00,126.0,169.0,2.42,16.18,10.58,2.38,17.07,0.77,147.68,1.12,97.4,0.33,0.6,33.0,1.0,76.75,306.25,23.48,0.0,0.12
2022-12-11 11:00:00,2022-12-11 12:00:00,111.0,156.75,2.27,15.83,10.3,1.93,11.6,0.99,143.1,1.1,106.25,0.4,0.7,27.25,0.88,71.75,333.5,24.23,0.0,0.15
2022-12-11 12:00:00,2022-12-11 13:00:00,86.25,135.5,2.7,17.6,11.6,1.4,9.82,0.85,140.68,0.88,109.3,0.35,0.6,19.5,1.07,84.0,332.75,24.73,0.0,0.1
2022-12-11 13:00:00,2022-12-11 14:00:00,68.0,108.25,2.7,16.82,11.12,1.45,8.38,0.87,149.55,0.8,114.0,0.43,0.5,20.5,0.8,69.5,278.25,24.95,0.0,0.15
2022-12-11 14:00:00,2022-12-11 15:00:00,64.0,101.5,2.58,15.35,10.25,1.77,7.15,0.83,147.82,0.75,115.1,0.4,0.48,19.5,0.8,75.75,186.5,25.05,0.0,0.1
2022-12-11 15:00:00,2022-12-11 16:00:00,57.0,86.25,2.55,17.45,11.38,1.8,5.78,0.8,125.27,0.7,119.85,0.45,0.7,18.75,0.58,71.5,78.25,24.8,0.0,0.17
2022-12-11 16:00:00,2022-12-11 17:00:00,46.75,78.0,2.33,18.88,11.92,1.95,5.1,0.85,115.45,0.7,122.65,0.55,0.8,22.75,0.5,90.5,35.25,24.27,0.0,0.3
2022-12-11 17:00:00,2022-12-11 18:00:00,46.25,85.0,3.12,46.75,27.4,1.4,5.3,1.42,68.92,0.88,130.72,0.95,2.33,28.5,0.45,81.25,16.5,23.52,0.0,0.7
2022-12-11 18:00:00,2022-12-11 19:00:00,56.25,115.0,3.12,54.62,31.62,,5.42,1.67,53.95,2.08,135.33,2.72,7.55,40.5,0.57,79.5,16.0,22.8,0.0,2.8
2022-12-11 19:00:00,2022-12-11 20:00:00,82.0,152.25,2.33,40.33,23.35,,4.52,1.48,73.62,1.85,132.92,2.0,5.52,46.0,0.75,88.75,16.0,22.42,0.0,2.07
2022-12-11 20:00:00,2022-12-11 21:00:00,88.75,139.0,2.3,29.72,17.7,0.23,4.8,1.38,79.78,1.52,131.5,1.17,2.75,45.5,0.97,87.25,16.0,22.35,0.0,0.97
2022-12-11 21:00:00,2022-12-11 22:00:00,91.5,138.5,2.23,22.5,13.78,1.02,6.38,1.1,83.97,1.3,127.25,0.93,1.65,35.75,1.2,87.25,16.0,22.48,0.0,0.65
2022-12-11 22:00:00,2022-12-11 23:00:00,79.25,121.0,2.5,19.07,12.2,1.72,4.82,1.01,81.47,0.95,125.12,0.62,1.27,33.0,1.25,90.0,15.75,22.38,0.0,0.3
2022-12-11 23:00:00,2022-12-12 00:00:00,62.25,107.0,2.18,26.25,15.77,0.77,4.2,1.18,58.4,1.23,126.83,0.8,1.75,38.0,0.8,85.5,15.5,21.82,0.0,0.5
2022-12-12 00:00:00,2022-12-12 01:00:00,75.5,120.75,2.3,24.42,14.85,1.4,2.58,1.03,69.62,1.2,129.2,0.85,1.88,36.0,1.07,90.0,15.75,21.77,0.0,0.57
2022-12-12 01:00:00,2022-12-12 02:00:00,70.25,109.5,2.27,19.25,12.1,2.25,2.03,0.94,71.83,0.77,125.62,0.45,0.77,37.75,0.5,65.5,15.5,21.43,0.0,0.2
2022-12-12 02:00:00,2022-12-12 03:00:00,60.25,95.0,2.38,22.25,13.8,1.47,3.0,1.0,69.97,0.95,129.38,0.62,1.08,46.25,0.65,79.0,15.5,20.92,0.0,0.3
2022-12-12 03:00:00,2022-12-12 04:00:00,73.5,106.5,2.4,15.03,9.93,2.65,2.58,0.95,90.6,0.8,120.88,0.45,0.62,46.0,0.9,80.0,15.75,21.2,0.0,0.2
2022-12-12 04:00:00,2022-12-12 05:00:00,63.25,90.5,2.23,16.35,10.53,2.5,3.9,0.98,83.85,0.72,117.75,0.35,0.57,47.25,0.52,70.0,15.5,21.28,0.0,0.12
2022-12-12 05:00:00,2022-12-12 06:00:00,68.25,93.5,2.4,17.15,11.03,2.38,5.62,1.04,87.93,0.9,116.28,0.4,0.75,50.0,0.8,76.0,16.0,21.33,0.0,0.2
2022-12-12 06:00:00,2022-12-12 07:00:00,77.75,106.25,2.33,17.9,11.4,1.95,4.85,1.12,87.08,0.95,113.97,0.4,0.68,49.75,0.7,68.75,17.25,21.42,0.0,0.2
2022-12-12 07:00:00,2022-12-12 08:00:00,92.0,141.0,2.62,21.65,13.62,1.23,4.28,1.2,86.15,1.12,108.78,0.5,0.8,47.25,0.77,79.5,52.0,21.73,0.0,0.22
2022-12-12 08:00:00,2022-12-12 09:00:00,110.5,181.5,2.95,26.2,16.33,0.3,4.3,1.4,87.87,1.43,106.0,0.6,1.32,45.0,0.5,53.25,102.75,22.4,0.0,0.38
2022-12-12 09:00:00,2022-12-12 10:00:00,116.0,190.25,2.6,18.73,12.08,1.05,3.33,1.08,111.8,1.43,102.62,0.62,1.33,39.0,0.85,81.0,175.0,23.32,0.0,0.4
2022-12-12 10:00:00,2022-12-12 11:00:00,90.25,137.75,2.42,15.53,10.22,0.72,3.13,0.98,114.38,1.02,30.85,0.22,0.57,34.25,0.85,69.0,198.0,23.93,0.0,0.15
2022-12-12 11:00:00,2022-12-12 12:00:00,79.75,116.5,2.6,15.07,10.1,0.92,4.45,1.14,119.35,1.02,26.88,0.28,0.65,31.25,0.93,88.0,214.75,24.43,0.0,0.2
2022-12-12 12:00:00,2022-12-12 13:00:00,67.5,106.75,2.65,16.0,10.7,0.77,9.65,0.76,123.68,0.88,58.67,0.33,0.65,24.25,0.75,79.75,170.0,24.65,0.0,0.2
2022-12-12 13:00:00,2022-12-12 14:00:00,56.75,99.75,3.02,18.8,12.48,,9.6,0.84,124.6,0.9,77.88,0.47,0.55,26.5,0.57,66.25,231.0,24.98,0.0,0.28
2022-12-12 14:00:00,2022-12-12 15:00:00,59.75,102.0,2.82,16.9,11.27,12.3,10.42,0.82,127.92,0.85,109.88,0.53,0.1,27.75,0.67,92.5,148.25,24.85,0.0,0.28
2022-12-12 15:00:00,2022-12-12 16:00:00,61.0,95.75,2.4,18.55,11.8,,12.82,0.85,125.97,0.8,120.8,0.67,1.07,28.75,0.62,90.5,68.0,24.6,0.0,0.38
2022-12-12 16:00:00,2022-12-12 17:00:00,58.0,97.0,2.3,20.93,12.98,,10.07,0.87,112.3,0.92,114.03,0.93,1.35,29.75,0.72,90.25,30.5,24.12,0.0,0.62
